
# =============================================================================
# Basic dialog strings
# =============================================================================

dialog_new                              Nou
roomgrading_cell_cleanliness            [*E] Nivel de curăţenie peste *X%
roomgrading_cell_outsidewindow          [*E] *Y Fereastră cu vedere la exterior
roomgrading_cell_item                   [*E] Articol: *X

roomgrading_dormitory_roomsize          [*E] Dimensiune cameră de cel puţin *X metri pătraţi per deţinut
roomgrading_dormitory_cleanliness       [*E] Nivel de curăţenie peste *X%
roomgrading_dormitory_outsidewindow     [*E] *Y fereastră cu vedere la exterior pentru 8 deţinuţi
roomgrading_dormitory_item              [*E] Articol: *X pentru 4 deţinuţi

roomgrading_sharedcell_roomsize          [*E] Dimensiune cameră de cel puţin *X metri pătraţi per deţinut
roomgrading_sharedcell_cleanliness       [*E] Nivel de curăţenie peste *X%
roomgrading_sharedcell_outsidewindow     [*E] *Y Fereastră cu vedere la exterior
roomgrading_sharedcell_item              [*E] Articol: *X pentru 4 deţinuţi

roomgrading_result                      Notă *X/*Y
roomgrading_currentoccupant             Ocupantul are dreptul la o cameră de cel puțin nota *X
roomgrading_unoccupied                  Neocupată
roomgrading_shared_occupuants           Ocupanţi actuali: *X / *Y

weathermap_temperature_title            Temperatură
weathermap_temperature_text             *C° C / *F° F
weathermap_temperature_c                *C° C
weathermap_temperature_f                *F° F

roomerror_nokitchen                     Nici o bucătărie nu este capabilă să trimită mâncare acestei cantine.
roomerror_noprisoners                   Nici un deţinut nu este desemnat să mănânce la această cantină.
roomerror_nocanteen_cells               Nici o cantină nu este accesibilă de la această celulă. Deţinuţii din această celulă nu vor avea unde să mănânce.
roomerror_nocanteen_kitchen             Nici o cantină nu este accesibilă de la această bucătărie. Nici un fel de mâncare nu va fi gătită de aici, pentru ora de masă.

ceos_letter                             "Dragă Domnule/Doamnă,\n\n\nFelicitări pentru terminarea instructajului de bază – acum sunteți un Arhitect De Închisori calificat(ă)! În curând vei schița, construi și conduce propriile tale închisori pronind de la nimic în afară de un teren gol și câteva stive de cărămizi. Înainte de a începe, sunt câteva lucruri care ar trebuii să le știți.\n\n1. Fiecare închisoare are nevoie de un Director – el ar trebui să fie unul din primii oameni angajați. Construiește-i un birou comod, iar el îți va da acces la o gamă largă de facilități avansate prin intermediul sistemului de birocrație.\n\n2. Celulele individuale sunt scumpe, mai ales la început când fondurile sunt limitate. Economisește bani prin a începe cu o singură celulă de detenție mare, care poate fi împărțită de mai mulți deţinuţi deodată.\n\n3. Pune-ți bucătăria și cantina în funcțiune, înainte să ajungă primii deţinuţi și nu uita să angajezi și niște bucătari – nimic nu irită un deţinut mai rău, decât un stomac gol! \n\n4. Construcția unei închisori este costisitoare, așa că vei fi nevoit strange fonduri prin intermediul unor subvenții și contracte. Poți accesa aceste subvenții prin ecranele de 'Rapoarte'.\n\nCam asta e tot – bafta!\n\nDirectorul General,\nPrison Architects Corp.

quickbuild_basiccell                    Celulă simplă
quickbuild_solitarycell                 Carceră
quickbuild_office                       Birou
quickbuild_luxurycell                   Celulă de lux
quickbuild_sharedcell                   Celulă comună
quickbuild_kitchen                      Bucătărie
quickbuild_canteen                      Cantină
quickbuild_utilityroom                  Cameră utilitară
quickbuild_classroom                    Sală de clasă
quickbuild_commonroom                   Cameră obișnuită

season_current                          Anotimpul actual: *X
season_spring                           Primăvară
season_summer                           Vară
season_autumn                           Toamnă
season_winter                           Iarnă

weather_current                         Condiții meteo actuale: *X
weather_none                            Însorit
weather_overcast                        Înnorat
weather_rain                            Ploaie
weather_snow                            Zăpadă
weather_heatwave                        Val de căldură
weather_torrentialrain                  Ploaie torențială

prisoner_cellerror_nonefree             Nu există celule libere pentru acest deținut
prisoner_cellerror_toohighquality       Toate celulele disponibile sunt de o calitate prea bună pentru acest deținut.
prisoner_cellerror_nosolitary           Acest deținut necesită izolare în carceră, dar nu sunt disponibile celule la carceră.

group_all_staff                         Tot personalul
staff_onbreak                           În pauză
staff_onbreakremaining					În pauză (*Xm)
staff_breaktime                         Ore de pauză:


# =============================================================================
# Campaign info
# =============================================================================

campaignchapter_chapternumber			Capitolul *C


# =============================================================================
# Death Row
# =============================================================================

campaignchapter_deathrow                Condamnat La Moarte

campaignchapter_deathrow_description    Am fost angajați să construim o Cameră De Execuție în această închisoare. Trebuie făcută la timp pentru execuția unui deţinut de-al lor.

campaigncutscene_deathrowmurder         Crimă Dublă
campaigncutscene_deathrowconfession     Confesiune

adviser_deathrow_murder1                Eram sigur că o să vă prind aici.
adviser_deathrow_murder2                Edward! Eu...
adviser_deathrow_murder25               Nu. Pur și simplu...nu.
adviser_deathrow_murder3                Ce ai de gând să faci?

adviser_deathrow_church1                Te pot ajuta?
adviser_deathrow_church15               …
adviser_deathrow_church2                Cauți iertare?
adviser_deathrow_church3                Nu știu. Trebuie să fac ceva, nu pot trăi cu ce-am făcut.
adviser_deathrow_church4                Trebuie să te predai. Orice ai fi făcut, nu poți evita consecințele.
adviser_deathrow_church5                Nu vei fi capabil să trăiești cu tine însuți până nu-ți înfrunți trecutul.
adviser_deathrow_church6                Vreau să întorc timpul înapoi. Vreau să o iert. Vreau ca ea să mă ierte.
adviser_deathrow_church7                Dacă Îl rogi, Dumnezeu te va ierta, indiferent ce-ai făcut.
adviser_deathrow_church8                Dar trebuie să răspunzi în fața legii, pentru crimele tale. Nu e nici o altă cale.

adviser_deathrowintro_1                 Asta e o situație dură.
adviser_deathrowintro_2                 Un deţinut din această închisoare a fost găsit vinovat de crimă dublă și condamnat la moarte.
adviser_deathrowintro_3                 Aici intervenim noi. Am fost angajați să construim o cameră de execuție, la timp pentru ziua cea mare a tipului ăsta.
adviser_deathrowintrob_1                Aici vreau să fie construită noua clădire.
adviser_deathrowintrob_2                Pentru un astfel de proiect, primul pas ar fi să construim clădirea însăși – cu destul spațiu interior pentru o cameră de execuție și o celulă de detenție.
adviser_deathrowintrob_3                Să începem. Contruiește o nouă clădire aici.

adviser_deathrow_explain1               Construcția clădirii este responsabilitatea Muncitorilor tăi.
adviser_deathrow_explain2               Vor transporta oțelul și betonul din acest depozit până la șantier.
adviser_deathrow_explain3               Vor folosi materialele să construiască fundația și scheletul clădirii noi.
adviser_deathrow_explain4               Asta e cea mai lentă parte din procesul de construcție, așa că ar trebui să planifici în avans când construiești o clădire nouă.
adviser_deathrow_explain5               Cât timp așteptăm, aruncă o privire prin zonă. Folosește tastele WASD sau tastele cu săgeți pentru a te mișca și folosește rotița de scroll de pe mouse pentru a face zoom.

objective_deathrow_building             Construiește o clădire în care să pui Camera de Execuție

adviser_deathrow_buildinside1           Avem nevoie și de o intrare pentru noua Clădire De Execuție.
adviser_deathrow_buildinside2           Construiește o Ușă Mare De Celulă în peretele din sud.

objective_deathrow_buildouterdoor       Construiește o Ușă Mare De Celulă pe post de intrare

adviser_deathrow_internalwalls1          Vreau o celulă și o cameră de execuție în clădire.
adviser_deathrow_internalwalls2          Construiește niște ziduri de cărămidă, pentru a partiționa spațiul.

objective_deathrow_buildinternalwalls   Construiește ziduri interioare

adviser_deathrow_internaldoors1          Acum adaugă Uși Mari de Celulă la acei pereți.
adviser_deathrow_internaldoors2          Poți roti un obiect înainte să îl așezi, prin apăsarea butonului din mijlocul mouseului (sau prin apăsarea tastei R).

objective_deathrow_buildinternaldoors   Construiește uși interioare (Click Mijloc sau apasă R pentru a roti un obiect

adviser_deathrow_designation1           Arată bine. Acum trebuie să Desemnăm Camere în acele spații.
adviser_deathrow_designation2           În zona mai mică, desemnează o Celulă în care să locuiască deţinutul condamnat.
adviser_deathrow_designation3           Apoi desemnează Cameră De Execuție în zona mai mare.

objective_deathrow_designatecell        Desemnează o Celulă
objective_deathrow_designateexecution   Desemnează o Cameră De Execuție

adviser_deathrow_roomrequirements1      Camerele acelea noi trebuie să îndeplinească anumite criterii, înainte să poată deveni funcționale.
adviser_deathrow_roomrequirements2      Celula are nevoie de un Pat și o Toaletă.
adviser_deathrow_roomrequirements3      Camera de Execuție are nevoie de un Scaun Electric.

objective_deathrow_cellobjects1         Construiește un Pat
objective_deathrow_cellobjects2         Construiește o Toaletă
objective_deathrow_executionobjects     Construiește un Scaun Electric

adviser_deathrow_optional1              Am terminat cu esențialele. Dar ai mai putea face câteva îmbunătățiri.
adviser_deathrow_optional2              Astea nu sunt strict necesare, așa că tu decizi. Totul depinde de cât de mult îți pasă de deţinuţii tăi și mediul lor.
adviser_deathrow_optional3              Însăși celula ar putea fi îmbunătățită prin adăugarea unei ferestre spre exterior și a unui raft mic pentru cărți.
adviser_deathrow_optional4              Iar clădirea ar arăta mai bine cu niște podele construite dintr-un material de calitate – cum ar fi Parchet sau Faianță Mozaic.
adviser_deathrow_optional5              Afară, ai putea adăuga ceva lumini și o potecă pavată, dacă consideri tu că-i trebuie.

adviser_deathrow_transfer05             Acesta este omul despre care vorbeam, Edward Romsey. Cândva un profesor, dacă ți-ar veni să crezi.
adviser_deathrow_transfer06             Nu avem dreptul să decidem dacă își merită soarta. Legea a luat decizia. Noi suntem aici să ne facem treaba.
adviser_deathrow_transfer1              Când consideri tu că e gata clădirea, poți transfera Deţinutul în noua lui celulă.
adviser_deathrow_transfer2              Pur și simplu dă click pe polaroidul din celula lui pentru a iniția transferul.

objective_deathrow_path                 (OPȚIONAL) Construiește o Potecă în fața noii clădiri
objective_deathrow_window               (OPȚIONAL) Adaugă o fereastra în Celulă
objective_deathrow_bookshelf            (OPȚIONAL) Adaugă un raft în Celulă
objective_deathrow_flooring             (OPȚIONAL) Refă podeaua folosind un material de calitate mai bună
objective_deathrow_outerlights          (OPȚIONAL) Iluminează exteriorul clădirii
objective_deathrow_transferinmate       După ce termini, să începi transferul deţinutului prin a da click pe polaroidul din celula lui Edward.

adviser_deathrow_setupmurder1           Nu vărsa nici măcar o lacrimă pentru tipul ăsta. E un criminal cu sânge rece, vinovat până la suflet.
adviser_deathrow_setupmurder2           A și recunoscut. Vrei să auzi cum a descris ce-a făcut?
adviser_deathrow_setupmurder3           E zemoasă treaba. ”Era în jur de 11 noaptea. Luminile erau deja aprinse. Știam că e acasă...”
adviser_deathrow_postmurder1            Cum am zis, criminal cu sânge rece.
adviser_deathrow_postmurder2            Dacă mă întrebi pe mine, e limpede ca bună ziua. Merită fiecare volt pe care îl primește.
adviser_deathrow_postmurder3            Toți merită iertare, până și el. Ești așa sigur pe tine încât să îl judeci atât de aspru.
adviser_deathrow_postmurder4            Să îți prinzi soția în pat cu alt bărbat, nu e o scuză pentru faptele lui.
adviser_deathrow_postmurder5            Și s-a dus acolo cu un pistol încărcat, știind că îi va găsi împreună. Asta deja e crimă dublă premeditată.
adviser_deathrow_postmurder6            A cooperat în totalitate cu autoritățile. Statul vrea să-l folosească drept exemplu.
adviser_deathrow_postmurder7            Dacă crima ar fi fost comisă la 100 de mile spre nord, ar fi riscat doar închisoare pe viață. Cum poți să numești asta justiție?
adviser_deathrow_postmurder8            Vrei un tip ca el în libertate? Eu o să dorm liniștit la noapte, după ce el nu mai e.


adviser_deathrowelectricity_1           Ai făcut o treabă bună, până acum.
adviser_deathrowelectricity_2           Dar mai avem o problemă – camera de execuție încă nu funcționează, deoarece nu are curent.
adviser_deathrowelectricity_3           Trebuie să o conectăm la sursa de alimentare electrică.

adviser_deathrowelectricityb_1          Acum vizualizăm închisoarea în modul de Utilități, care ne arată cum sunt instalate cablurile electrice din întreaga închisoare.
adviser_deathrowelectricityb_2          Toate clădirile din închisoare sunt conectate la rețeaua electrică prin intermediul acestor cabluri subterane groase.
adviser_deathrowelectricityb_3          Această substație furnizează închisoarea cu energie electrică, obținută din rețeau electrică națională.
adviser_deathrowelectricityb_4          După cum vezi, întreaga aripă de celule a rămas fără curent. Toate luminile sunt stinse.
adviser_deathrowelectricityb_4b         Ca să poți rezolva problema, trebuie mai întâi să ne mutăm pe modul de Utilități pentru a înțelege de ce luminile au rămas fără curent.
adviser_deathrowelectricityb_5          E prea mare distanța până la cele mai apropiate cabluri electrice – inginerii noștri nu pot termina cablarea în zona aceasta.
adviser_deathrowelectricityb_6          Pentru a acoperi aripa aceasta din închisoare, trebuie să extinzi cablurile electrice din apropiere.

objective_deathrow_cellpower            Conectează încăperile la sursa de alimentare electrică

adviser_deathrow_connectchair_1         Nu doar luminile au nevoie de curent. Noul tău Scaun Electric are nevoie și el.
adviser_deathrow_connectchair_2         Conectează Camera De Execuție la rețeaua electrică prin intermediul Cablurilor Electrice.
adviser_deathrow_connectchair_3         Scaunul Electric este un tip special de obiect electric. Necesită propria linie electrică.  Trebuie să îl conectezi direct la cablurile principale.

objective_deathrow_chairpower           Conectează Scaunul Electric la sursa de alimentare electrică
objective_deathrow_condemnedcellpower   Conectează Celula la sursa de alimentare electrică

adviser_deathrow_testchair_1            Cred că aproape am terminat. Ar trebui să testăm noua Cameră De Execuție măcar o dată înainte să o folosim.
adviser_deathrow_testchair_2            Îl voi porni pentru câteva secunde, doar ca să fim siguri că e totul ok.
adviser_deathrow_testchair_3            Eh...n-a mers. Se pare că am folosit prea mult curent și a sărit siguranța centralei electrice. Toată închisoarea e în beznă.
adviser_deathrow_testchair_4            Ne trebuie o capacitate mai mare pentru a suporta creșterea bruscă de tensiune care are loc când e pornit scaunul electric.
adviser_deathrow_testchair_5            Mai întâi, trebuie să repornim curentul. E un proces în doi pași:
adviser_deathrow_testchair_5b           Pentru a reporni Centrala Electrică dă click pe ea, iar apoi alege Activează din meniul afișat.Pentru a reporni Centrala Electrică dă click pe ea, iar apoi alege Activează din meniul afișat.
adviser_deathrow_testchair_6            După care,  construiește trei Condensatoare pentru a avea suficientă capacitate ca să putem folosi scaunul electric.
adviser_deathrow_testchair_7            Odată ce ai terminat, testează Scaunul Electric din nou, prin a da click pe el și a alege Activează din meniu.Odată ce ai terminat, testează Scaunul Electric din nou, prin a da click pe el și a alege Activează din meniu.

objective_deathrow_poweron              Repornește Centrala Electrică. (Dă click pe Centrala Electrică,  iar apoi alege Activează din meniu)Repornește Centrala Electrică. (Dă click pe Centrala Electrică,  iar apoi alege Activează din meniu)
objective_deathrow_expandpower          Extinde Centrala Electrică prin intermediul a trei condensatoare
objective_deathrow_chairworking         Testează din nou Scaunul Electric (dă click pe el, iar apoi alege Activează)Testează din nou Scaunul Electric (dă click pe el, iar apoi alege Activează)

adviser_deathrow_execution_1            Bine lucrat. Se pare că ne-am terminat treaba.
adviser_deathrow_execution_2            Ce se întâmplă de acum nu ne privește. Am fost profesioniști, iar asta e important în domeniul nostru.
adviser_deathrow_execution_3            Încearcă să nu-ți faci griji despre ce urmează.

adviser_deathrow_setupexecution1        Edward, a sosit momentul.
adviser_deathrow_setupexecution2        Ai făcut cea ce trebuia, chiar dacă lumea aceasta nu îți va ierta păcatele.
adviser_deathrow_setupexecution3        În curând vei fi cu Dumnezeu, iar El va fi Judecătorul Suprem.

adviser_deathrow_setupexecution4        Edward Romsey. Ai fost găsit vinovat de două crime de gradul întâi.
adviser_deathrow_setupexecution5        Sentința este: pedeapsa cu moartea.
adviser_deathrow_setupexecution6        Ai ceva de zis?
adviser_deathrow_setupexecution7        Susan...
adviser_deathrow_setupexecution8        Îmi pare rău.

# =============================================================================
# Expense popups
# =============================================================================

finance_cost_prisonsale                 Vânzarea închisorii anterioare
finance_cost_equiptazer                 Echipament: Pistol cu Electro Șoc
finance_cost_equipbodyarmour            Echipament: Armură
finance_cost_exports                    Exporturi
finance_cost_foundations                Fundațiile Clădirii
finance_cost_cashflow                   Flux De Numerar
finance_cost_bankloan                   Împrumut Bancar
finance_cost_bankloan_repayment         Rambursarea Împrumutului Bancar
finance_cost_sharesale                  Vânzare Acțiune
finance_cost_sharepurchase              Cumpărare Acțiune
finance_cost_grantadvance               Avans Subvenție
finance_cost_grantcompletion            Plată Completare Subvenție
finance_cost_reformprogram              Sesiune Program De Reformă
finance_cost_repair                     Repară
finance_cost_sellobject                 Vinde Obiect
finance_cost_landpurchase               Achiziționare Teren
finance_cost_prisonerintake             Sosire Deţinuţi
finance_cost_grantcancellation          Costuri De Anulare
finance_cost_grantrefund                - Rambursare: *X
finance_cost_grantfine                  - Amendă: *X
finance_cost_executionfine              Amendă Execuție Inadecvată
finance_cost_executioncompensation      Compensare Execuție
finance_cost_shopintake                 Venit Magazin
finance_cost_prisonerwages              Salarii Deţinuţi
finance_cost_fine                       Amendă
finance_cost_shopcommission             Comision vânzări magazin


# =============================================================================
# Clock
# =============================================================================

clock_speed_0                           ||
clock_speed_1                           >
clock_speed_2                           >>
clock_speed_5                           >>>
clock_speed_10							>>>>
clock_speed_half                        …
clock_add_hour                          +
clock_am                                AM
clock_pm                                PM

# =============================================================================
# Events
# =============================================================================

event_powerstationfire                  Generatorul nostru a fost supraîncărcat și a luat foc, în urma unei supratensiuni!
event_powerstationfire_x                Generatorul nostru a explodat în urma unei supraîncărcări masive, cauzată de supratensiune.
event_powerstationfirelarge             Generatorul nostru a fost supraîncărcat și a luat foc, în urma unei supratensiuni!
event_powerstationfirelarge_x           Generatorul nostru a explodat în urma unei supraîncărcări masive, cauzată de supratensiune.
event_kitchenfire                       A început un incendiu în bucătărie!
event_waterpipeburst                    O conductă de apă s-a spart și inundă zona. Repar-o înainte să devină daunele prea severe.
event_bulkintake                        Un dezastru a avut loc într-o închisoare apropiată. Ca urmare, o secțiune întreagă a rămas inutilizabilă. Din moment ce nu mai există o altă închisoare prin zonă, singura noastră soluție este să transferăm aici deţinuţii. Vor ajunge în curând.
event_workshopaccident                  Un deţinut a fost grav rănit într-un accident de atelier și nu poate fi mișcat! Trimite un doctor repede!
event_subsidence                        O parte din peretele extern a fost distrus de subsidență. Trebuie să îl repari imediat!
event_earthquake                        Un cutremur local a provocat colapsul unei secțiuni din închisioare!
event_virus                             Mulți deţinuţi se plâng că sunt bolnavi. S-ar putea să fie o idee bună să-i identificăm pe cei infectați și să-i băgăm în carantină.
event_virus_x                           Mulți deţinuţi se plâng că sunt bolnavi, iar simptomele par destul de grave. Ar trebui să-i bagi în carantină și să-i tratezi, înainte să se răspândească boala prea departe.
event_treefire                          A izbucnit un incendiu în pădurea noastră!
event_foodpoisoning                     Ni s-au raportat cazuri de toxiinfecție alimentară printre deținuți. Probabil că o parte din mâncarea din bucătărie s-a alterat. Din păcate pentru cei bolnavi, nu putem face altceva decât să așteptăm.
event_cilistleak                        Nu știm cum, dar informatorii noștri au fost deconspirați. Dacă nu îi mutăm imediat într-un loc sigur, se vor afla în mare pericol.
event_keysersoze                        Un dosar de crimă organizată recent îl implică pe unul dintre deținuții noștri de minimă securitate ca fiind un conducător de grad înalt al unei bande mafiote. Până acum a trecut neobservat, dar acum toată lumea știe cine este.
event_preacherconversion                Unul dintre deținuții noștri carismatici a devenit predicator evanghelist și câștigă tot mai mulți adepți. Nu este neapărat o problemă, dar deținuții noștri ar putea să dezvolte în curând și alte nevoi spirituale.

event_massassassination_1               Identitățile unor martori dintr-un caz federal au fost descoperite și publicate. O parte din acești martori sunt închiși la noi.
event_massassassination_2               Acum sunt ținte, iar noi avem nevoie de ei în viață. Va trebui să identifici deţinuţii și să-i ții întregi până depun mărturie.
event_massassassination_3_x             Am aflat târziu despre asta, așa că nu mai ai prea mult timp până o să fie atacați.

event_tvremovaldemand_1                 Presa a demarat o campanie pe tema avantajelor de care beneficiază deținuții, situație care îmi dă multă bătaie de cap.
event_tvremovaldemand_2                 Dau o nouă lege care interzice Televizoarele din camerele de zi ale închisorilor. Vreau să elimini toate televiozarele din camerele de zi sau vei fi amendat. Ai 6 ore la dispoziție.
event_tvremovaldemand_fine              Nu ai scăpat de televizoarele din camerele de zi, ceea ce este obligatoriu prin lege acum. Ai fost amendat și vei continua să primești amenzi, până când vei rezolva problema.
event_tvremovaldemand_complete          Mass media a trecut la alte chestii, iar legea care interzice televizoarele în camere de zi a fost anulată. Ești liber să le re-instalezi dacă dorești.

event_weightsremovaldemand_1            Mass media a început o campanie despre comoditățile oferite deţinuţilor, iar asta îmi aduce multe dureri de cap.
event_weightsremovaldemand_2            Dau o nouă lege care interzice Televizoarele din camerele de zi ale închisorilor. Vreau să elimini toate televiozarele din camerele de zi sau vei fi amendat. Ai 6 ore la dispoziție.
event_weightsremovaldemand_fine         Nu ai scăpat de televizoarele din camerele de zi, ceea ce este obligatoriu prin lege acum. Ai fost amendat și vei continua să primești amenzi, până când vei rezolva problema.
event_weightsremovaldemand_complete     Mass media a trecut la alte chestii, iar legea care interzice televizoarele în camere de zi a fost anulată. Ești liber să le re-instalezi dacă dorești.

event_lessfooddemand_1                  Comisia administrativă a decis să implementeze niște măsuri experimentale de scădere a costurilor prin mai multe închisori, iar a noastră e una din ele.
event_lessfooddemand_2                  Trebuie să reduci cantitatea și calitatea meselor până la nivelul ”scăzut”, pentru a vedea ce efect are asupra bugetului.
event_lessfooddemand_fine               Din moment ce ai deciz să nu implementezi noua politică legată de mâncare, vom lua potențialele economi direct din fondurile tale. Asta va continua să se întâmple până când vei face ce ți-am cerut.
event_lessfooddemand_complete           Experimentul legat de bugetul de mâncare a luat sfârșit, iar rezultatele sunt neconcludente. Ești liber să stabilești ce politică de mâncare dorești.

event_removevisitationdemand_1          A avut loc un incident într-o altă închisoare, care ne-a atras atenția asupra unor potențiale probleme legate de verificările de securitate, când vine vorba de vizitele familiilor deţinuţilor.
event_removevisitationdemand_2          Până când procesele sunt evaluate, toate vizitele trebuiesc suspendate. Ai 12 ore la dispoziție să elimini toate camerele de Vizită din închisoarea ta.
event_removevisitationdemand_fine       N-ai reușit să elimini camerele de Vizită din închisoare, in ciuda problemelor de securitate. Ai fost amendat și vei continua să fi amendat până când îndeplinești sarcina.
event_removevisitationdemand_complete   Am terminat de evaluat procesul de vizitare și camerele de Vizită pot fi reintroduse în închisoare dacă dorești.

event_lessworkdemand_1                  Am auzit că deţinuţii sunt nemulțumiți de numărul mare de ore de muncă din timpul zilei, și plănuiesc să cauzeze probleme daca nu sunt reduse.
event_lessworkdemand_2                  Un paznic a auzit pe cineva zicând ca dacă trebuie să lucreze mai mult de 2 ore, o să "facă locul ăsta zob."
event_lessworkdemand_ignore             Se pare că deţinuţii s-au dat bătuți și s-au liniștit. Nu sunt fericiți, dar e bine să le arăți cine este șeful.
event_lessworkdemand_complete           Deţinuţii s-au liniștit în legătura cu orele de muncă - Cred că au luat ultimele zile ca pe o vacanță. Putem să-i punem înapoi la muncă fără probleme.

event_moresleepdemand_1                 Mulți deţinuţi se plâng că nu au voie să doarmă suficient, cea ce îi face destul de irascibili.
event_moresleepdemand_2                 Au zis că dacă nu pot dormi cel puțin 7 ore pe noapte, vor începe să ne facă probleme.
event_moresleepdemand_ignore            Se pare că deţinuţii au rămas fără vlagă și au renunțat la protestul lor legat de lipsa de somn. Probabil că sunt prea obosiți.
event_moresleepdemand_complete          Toată treaba asta cu programul de somn al deţinuţilor a trecut, așa că poți schimba programul la loc dacă vrei.

event_morefreetimedemand_1              Aparent, deţinuţii sunt nemulțumiți de cantitate mică de timp liber pe care o au în programul lor de zi cu zi.
event_morefreetimedemand_2              Paznicii au auzit zvonuri cum că dacă treburile nu se schimbă în curând, deţinuţii vor începe să cauzeze câteva daune.
event_morefreetimedemand_ignore         Deţinuţii s-au calmat și au încetat să ne mai facă probleme pentru lipsa lor de timp liber. Poate și-au dat și ei seama că vor avea chiar mai puțin timp liber dacă sunt mereu în carceră.
event_morefreetimedemand_complete       Cererile deţinuţilor pentru mai mult timp liber au fost satisfăcute suficient, așa că poți să le schimbi programul cum vrei tu.

event_contrabandsurge_complete          Tocmai am descoperit că unul dintre profesorii care le predau deținuților introduce în închisoare cantități uriașe de bunuri de contrabandă. Profesorul a fost concediat, dar este deja prea târziu.
event_corruptingspiritualist_complete	Unul dintre clericii din programul nostru de asistență religioasă incită deținuții cu tot felul de idei pline de ură. Clericul a fost concediat, dar până se vor calma deținuții va mai trece timp.

event_agitatingradio_1                  Conform unora dintre gardieni, un prezentator de la postul de radio pe care îl ascultă deținuții a început să spună lucruri care îi înfurie pe deținuți.
event_agitatingradio_2                  Ar putea fi cazul să renunțăm un timp la radiouri, dacă deținuții îl iau în serios.
event_agitatingradio_complete           Se pare că prezentatorul a fost concediat după numeroase plângeri. Nu ar trebui să mai fie probleme cu radiourile din închisoare.

# =============================================================================
# Events Objectives (shown in todo list)
# =============================================================================

objective_bulkintake                    Deţinuţi În Curs De Sosire
objective_tvremovaldemand               Elimină Televizoarele din Camerele De Zi
objective_tvremovaldemand_child         Asigură-te că nu mai sunt Televizoare în Camerele De Zi
objective_weightsremovaldemand          Elimină Băncile De Forță din Curți
objective_weightsremovaldemand_child    Asigură-te că nu mai sunt Bănci De Forță în Curți
objective_lessfooddemand                Redu Calitatea și Cantitatea Mâncării la nivelul ”Scăzut”
objective_lessfooddemand_child          Modifică calitatea și cantitatea meselor deţinuţilor până la nivelul ”scăzut”
objective_removevisitationdemand        Elimină Toate Camerele De Vizitare
objective_removevisitationdemand_child  Nu oferi nici o cameră de vizită până când nu este evaluat nivelul de securitate
objective_virus                         Epidemie Virus
objective_virus_child                   Nr. Total De Deţinuţi Infectați:
objective_massassassination             Martor Federal\nDată Depunere Mărturie
objective_massassassination_child       Martori Supraviețuitori:
objective_lessworkdemand                Deţinuţii Cer Mai Puțină Muncă
objective_lessworkdemand_child          Redu numărul de ore de muncă până la 2 pe zi sau mai puțin
objective_moresleepdemand               Permite-le Deţinuţilor Să Doarmă Mai Mult
objective_moresleepdemand_child         Mărește numărul de ore de somn până la cel puțin 7 pe zi
objective_morefreetimedemand            Permite-le Deţinuţilor Mai Mult Timp Liber
objective_morefreetimedemand_child      Crește timpul liber până la cel puțin 6 ore pe zi
objective_agitatingradio                Emisiuni radio care creează agitație
objective_agitatingradio_child          Emisiunile radio actuale îi înfurie pe deținuți.

# =============================================================================
# Custom warden strings
# =============================================================================

warden_default_name                     Directorul
warden_default_desc                     Cel mai echilibrat om de pe planetă. Își face treaba și nimic altceva. Oamenii pur și simplu îi spun Directorul.
warden_lobbyist_name                    Lobbyist-ul
warden_lobbyist_desc                    Lobbyist-ul are prieteni în poziții înalte și se asigură că prioznierii care sunt mai ușor de controlat vor veni la el.\n\n – Înjumătățește șansele de a primi deţinuţi care sunt Violenți, Letali, Volatili, Periculoși sau Luptători.
warden_lobbyist_desc_short              – Înjumătățește șansele de a primi deţinuţi care sunt Violenți, Letali, Volatili, Periculoși sau Luptători.
warden_fear_name                        Rita
warden_fear_desc                        Nemiloasă și înfiorătoare, Rita este cunoscută pentru felul în care își conduce închisorile prin frică. Zvonurile cum că ar purta un bici s-ar putea să fie exagerări.\n\n – Înjumătățește șansele ca deţinuţii să fie Stoici sau Fără Frică\n – Deţinuţii devin docili de două ori mai repede
warden_fear_desc_short                  – Înjumătățește șansele ca deţinuţii să fie Stoici sau Fără Frică\n – Deţinuţii devin docili de două ori mai repede
warden_tunnels_name                     J.W. Periwinkle
warden_tunnels_desc                     Directorul Periwinkle zice că a fost genist în război. Nu specifică ce război, dar clar știe multe despre săpat tunele.\n\n – Câinii de pază au o șansă de 50% să găsească în totalitate orice tunel detectat de ei
warden_tunnels_desc_short               – Câinii de pază au o șansă de 50% să găsească în totalitate orice tunel detectat de ei
warden_calming_name                     Pacificatorul
warden_calming_desc                     Pacificatorul are neobișnuitul talent de a calma până și cei mai violenți indivizi. Până și un deţinut care doar a stat cu el în aceeași cameră devine docil și ascultător.\n\n – Reduce temperatura totală a închisorii tale, scăzând șansele ca deţinuţii tăi să cauzeze probleme
warden_calming_desc_short               – Reduce temperatura totală a închisorii tale, scăzând șansele ca deţinuţii tăi să cauzeze probleme
warden_contraband_name                  Saphara Acknova
