
# =============================================================================
# Basic dialog strings
# =============================================================================

dialog_new	Nytt
execution_stagetooltip_lockdown	Alla interner skickas tillbaka till sina celler och fängelset låses.
execution_stagetooltip_testing	Det sista testet för att se till att allting fungerar. Elförsörjningen till stolen testas under belastning. Dessutom planeras den slutliga vägen för internen. Han måste kunna gå till avrättningsrummet själv.
execution_stagetooltip_assemble	Fängelsedirektören och Säkerhetschefen beger sig till den dömda internens cell. En präst eller andlig ledare som internen har valt kommer också till platsen för att besöka internen i hans cell och be för honom.
execution_stagetooltip_witnesses	Vittnen till avrättningen kommer till fängelset och tar sig till avrättningsanläggningen. Denna grupp kan bestå av familjemedlemmar till den dödsdömda internen, och även medlemmar av offrets familj.\n\nObs: Avrättningsvittnen behöver stolar.
execution_stagetooltip_escort	Den dödsdömda internen eskorteras från sin cell till avrättningsanläggningen. Fängelsedirektören, Säkerhetschefen och Prästen följer med honom.
execution_stagetooltip_execution	Då alla är på plats och alla procedurer har gåtts igenom ges det slutliga godkännandet för avrättningen.
execution_stagetooltip_dismissed	Personal och vittnen får gå och får sedan lämna anläggningen.
execution_stagetooltip_finalreport	När avrättningen är över sammanställer man en rapport, och dina prestationer betygsätts.

execution_underway	AVRÄTTNING PÅGÅR
execution_result_ok	Avrättningen av *N utfördes i *T som planerat, av elektriska stolen, med vittnen närvarande. Standardersättningen på 10 000 dollar tilldelas institutionen för sin del i processen.
execution_result_appealed	Avrättningen av *N utfördes i *T som planerat, av elektriska stolen, med vittnen närvarande. Tyvärr kom ny information fram efter detta faktum som hade påverkat hans vädjan om nåd, men inga åtgärder kommer att vidtas mot institutionen och de får därför standardersättningen på 10 000 dollar för sin del i processen.
execution_result_innocent	Avrättningen av *N utfördes i *T som planerat, av elektriska stolen, med vittnen närvarande. Tyvärr tog man sedan fram bevis som bevisade att *N var oskyldig, men inga åtgärder kommer att vidtas mot institutionen och de får därför standardersättningen på 10 000 dollar för sin del i processen.
execution_result_illegal	Avrättningen av *N utfördes i *T som planerat, av elektriska stolen, med vittnen närvarande. På grund av att man inte följde den juridiskt obligatoriska apellationsprocessen och att man upptäckt information som hade resulterat i ett giltigt överklagande, kommer institutionen att bötfällas med 50 000 dollar. På grund av att man misslyckats med att följa protokollen skjuts alla avrättningar upp till ett senare datum, och kvarvarande interner i Dödscell skickas till en annan anläggning.
execution_result_illegalinnocent	Den olagliga avrättningen av *N utfördes i *T som planerat, av elektriska stolen, med vittnen närvarande. På grund av att man inte följde den juridiskt obligatoriska apellationsprocessen och att *N var oskyldig till sina brott, har administratören för denna anläggning avskedats med omedelbar verkan.
execution_warning_one	Om nästa avrättning som utförs här inte följer korrekt procedur blir du avskedad.
execution_warning_two	På grund av dina tidigare misslyckanden att följa det korrekta förfarandet kommer en ny överträdelse av protokollen på detta sätt att resultera i att du blir avskedad.

execution_error_MissingEquipment	FEL: UTRUSTNING SAKNAS\nDu behöver ett avrättningsrum med en elektrisk stol.
execution_error_ElectricalSupply	FEL: STRÖMAVBROTT\nDet finns inte tillräckligt med kraft till stolen.
execution_error_NavigationPrisoner	FEL: INTERNENS VÄG\nDen dödsdömda internen kan inte gå från sin cell till avrättningsrummet.
execution_error_NoRouteFromRoad	FEL: INGEN TILLGÅNG\nDe som kommer till avrättningen utifrån kan inte nå sin destination.
execution_error_NoSpaceInRoom	FEL: INGET UTRYMME\nDet finns inte tillräckligt med tomt utrymme i avrättningsrummet för de som deltar.
execution_error_NoRoom	Du behöver ett Avrättningsrum innan du kan påbörja en avrättning

roomerror_deathrow_sharedcell	Dödsdömda interner kräver enskilda celler och kan inte tilldelas delat boende
roomerror_nonursery	Denna cell har ingen tillgång till barnkammare. Familjeceller kräver en barnkammare där internerna kan äta
roomerror_laundryoverloaded	Tvättkorgar kan inte tömmas. Tvättstugan kan vara för liten för att tillgodose efterfrågan.

# =============================================================================
# Misc
# =============================================================================

box_contents	Innehåll: *X
stack_contents	Innehåll: *X x *Y
mail_contents	Innehåll: *X brev
mail_opened_from	Brev från *Xs *F
mail_closed_from	Brev till *X

object_dump	Sopor
object_todo	Att göra: *X
object_sale_price	Försäljningspris: *X

object_door_cyclepermissions	Klicka för att ändra Åtkomstbehörighet
object_door_cyclepermissions_1	(Öppen, Endast personal, Stängd)

object_firemen_hosehelp_move	Högerklicka för att beordra Brandmän att förflytta sig dit
object_firemen_hosehelp_intro	Brandmän siktar på bränder i närheten
object_firemen_hosehelp	Tryck H för att sikta manuellt

interface_clone_help_copy	Håll ner höger musknapp och dra för att välja ett område att klona
interface_clone_help_paste	Klicka på vänster musknapp för att kopiera ett valt område

object_inactive	INAKTIV
object_cctv_moremonitors	Bygg fler övervakningsmonitorer
object_cctvmonitor_needsguards	Vakt krävs för att sköta monitor
object_processor_blocked	Arbetsplatsen kan inte nås

administrator_requiresoffice	Kräver kontor
administrator_requiresoffice_2	*X kräver kontor
office_ownership	*Xs kontor

teacher_teaching	Undervisar
teacher_preparing	Förbereder

prisoner_assignedto	Kräver: *X
prisoner_roomquality	Cellkvalitet: *X (*Y)
prisoner_roomquality_average	Genomsnittlig
prisoner_roomquality_aboveaverage	Över genomsnittet
prisoner_roomquality_wayaboveaverage	Mycket över genomsnittet
prisoner_roomquality_belowaverage	Under genomsnittet
prisoner_roomquality_waybelowaverage	Långt under genomsnittet
prisoner_attendance	Närvaro
prisoner_concentration	Koncentration
prisoner_understanding	Förståelse
prisoner_concentration_0	Usel
prisoner_concentration_1	Dålig
prisoner_concentration_2	Medelmåttig
prisoner_concentration_3	Bra
prisoner_concentration_4	Utmärkt
prisoner_passchance	Chans för framgång: *X%
prisoner_informant	Konfidentiell uppgiftslämnare

prisoner_dayswithoutincident	*X dagar utan incidenter
prisoner_availablemoney	Pengar: *X$

informant_title	UPPGIFTSLÄMNARE
informant_coverage	TÄCKNING
informant_suspicion	MISSTANKE
informant_status	STATUS
informant_none	Du har inga uppgiftslämnare
informant_hint	(Rekrytera interner under tvång – t.ex. i Isoleringscell)
informant_recruitable	(Möjlig uppgiftslämnare)
informant_target	Mål
informant_dead	DÖD
informant_released	Utsläppt
informant_coverblown	AVSLÖJAD
informant_activate	Aktivera
informant_deactivate	Inaktivera
informant_idle	Inaktiv
informant_onroute	På väg...
informant_active	Aktiv
informant_coveragecaps	TÄCKNING *X%


contraband_owner	Ägare: *X
contraband_ownerunknown	Okänd ägare
contraband_stolenfrom	Stulet från *X, *Y timmar sedan
contraband_smuggledthrough	Smugglat genom *X, *Y timmar sedan
contraband_smuggledin	Smugglades in av Intern, *Y timmar sedan
contraband_type	Typ: *X
contraband_tradevalue_title	Priser i handeln
contraband_tradevalue_low	$
contraband_tradevalue_medium	$$
contraband_tradevalue_high	$$$
contraband_tradevalue_veryhigh	$$$$

staff_exhausted	Utmattad
staff_tired	Trött
staff_pissedoff	Arg
staff_onstrike	Strejkar
staff_needsrest	Personalen föredrar att vila i ett Personalrum

dog_needskennel	Hundar behöver en Kennel att sova i

doctor_requireinfirmary	Kräver en Sjukstuga

entity_carryingequipment	Bär *X
entity_carryingkeys	Bär fängelsenycklar
entity_carryingstaffkeys	Bär personalnyckel
entity_wearingarmour	Bär en *X

reports_schedule	Boka om alla program
reports_edit	Ändra schema
reports_bankloan	Banklån
reports_increaseloan	Öka
reports_decreaseloan	Minska
reports_unlockbankloans	Upplåst av Revisor

drugs_heroin	Heroin
drugs_cocaine	Kokain

#                                       Eg "Bob's Mother"
visitor_relationship	*Xs *Y
visitor_age	Ålder: *X

family_wife	fru
family_exwife	exfru
family_girlfriend	flickvän
family_son	son
family_daughter	dotter
family_mother	mor
family_father	far
family_brother	bror
family_sister	syster
family_lawyer	advokat
family_priest	präst
family_victims	Offrets familj
family_caption	Familj:
family_none	Ingen
family_husband	Make
family_exhusband	Före detta make
family_boyfriend	Pojkvän

damage_dead	Död
damage_unconscious	Medvetslös
damage_serious	Allvarligt skadad
damage_injured	Skadad
damage_amount	*X% skadad

message_autosaving	Sparar automatiskt…

buildtoolbar_entersearchterm	skriv in sökterm…

deploymentscheduler_title	SCHEMALÄGGARE FÖR UTPLACERING
deploymentscheduler_patrolonly	[Schema *X enbart]
deploymentscheduler_schedulenow	Visar utplacering NU
deploymentscheduler_scheduletime	Visar utplacering för *X.00 - *Y.00
supplyanddemand_supplyheader	TILLGÅNG
supplyanddemand_demandheader	EFTERFRÅGAN

tooltip_multipleobjects	TAB: Cykelartiklar
remotedoor_noservo	Fjärrstyrda dörrar öppnas inte utan en fungerande servo.

targettingfood_prisonersassigned	Tillsatta interner : *X
targettingfood_predicteddemand	= FÖRUTSEDD EFTERFRÅGAN =
targettingfood_demand	EFTERFRÅGAN *X
targettingfood_supply	TILLGÅNG *X (+*Y)
targettingfood_prisoners	interner
targettingfood_required	Måltider som krävs : *X
targettingfood_ready	Måltider som är klara : *X
targettingfood_cooked	Måltider som tillagas : *X

roomgrading	Rumsbetyg
roomgrading_cell_roomsize	[*E] Rumsstorlek minst *X fyrkanter
roomgrading_cell_cleanliness	[*E] Renlighet över *X%
roomgrading_cell_outsidewindow	[*E] *Y Utomhusfönster
roomgrading_cell_item	[*E] Föremål : *X

roomgrading_dormitory_roomsize	[*E] Rumsstorlek minst *X fyrkanter per intern
roomgrading_dormitory_cleanliness	[*E] Renlighet ovan *X%
roomgrading_dormitory_outsidewindow	[*E] *Y utomhusfönster per 8 interner
roomgrading_dormitory_item	[*E] Föremål : *X per 4 interner

roomgrading_sharedcell_roomsize	[*E] Rumsstorlek minst *X fyrkanter per intern
roomgrading_sharedcell_cleanliness	[*E] Renlighet ovan *X%
roomgrading_sharedcell_outsidewindow	[*E] *Y Utomhusfönster
roomgrading_sharedcell_item	[*E] Föremål : *X per 4 interner

roomgrading_result	Betyg *X/*Y
roomgrading_currentoccupant	Innehavaren har rätt till klass *X
roomgrading_unoccupied	Ledigt
roomgrading_shared_occupuants	Nuvarande antal boende: *X / *Y

weathermap_temperature_title	Temperatur
weathermap_temperature_text	*C° C/*F° F
weathermap_temperature_c	*C° C
weathermap_temperature_f	*F° F

roomerror_nokitchen	Det finns inga kök som kan skicka mat till denna matsal
roomerror_noprisoners	Det finns inga interner som är tilldelade att äta i denna matsal
roomerror_nocanteen_cells	Det finns inga matsalar tillgängliga vid denna cell. Internerna i denna cell har ingenstans att äta
roomerror_nocanteen_kitchen	Det finns inga matsalar som kan nås från detta kök. Man kommer inte laga någon mat för måltiderna här

ceos_letter	Kära herrn/frun,\n\n\nGrattis! Du har gått igenom introduktionen och är nu en fullt kvalificerad fängelsearkitekt! Snart kommer du designa, bygga och sköta dina egna fängelser. Du börjar från noll med bara en tom landplätt och några högar med tegelstenar. Innan du sätter igång tänkte jag att jag skulle dela med mig av några viktiga lektioner med dig.\n\n1. Varje fängelse behöver en Fängelsedirektör – han bör vara en av de första som du anställer. Bygg ett fint kontor åt honom så öppnar han upp en hel massa avancerade faciliteter genom byråkratisystemet.\n\n2. Individuella fängelseceller är dyra, särskilt i början när pengarna lätt tryter. Spara pengar genom att börja med en enda stor Häktescell, vilket kan delas mellan många olika interner på samma gång.\n\n3. Starta upp ditt Kök och din Matsal innan de första internerna kommer, och se till att du anställer några Kockar – det finns inget som irriterar en intern mer än en tom mage!\n\n4. Att bygga ett fängelse är dyrt, och du måste bli en mästare på att få ihop stora summor pengar genom bidrag och kontrakt. Du kan få tillgång till dessa bidrag genom Rapporter.\n\nDet var nog allt – lycka till!\n\nVD:n,\nPrison Architects Corp.

quickbuild_basiccell	Grundläggande cell
quickbuild_solitarycell	Isoleringscell
quickbuild_office	Kontor
quickbuild_luxurycell	Lyxcell
quickbuild_sharedcell	Delad Cell
quickbuild_kitchen	Kök
quickbuild_canteen	Matsal
quickbuild_utilityroom	Utilitetsrum
quickbuild_classroom	Klassrum
quickbuild_commonroom	Allrum

season_current	Nuvarande årstid: *X
season_spring	Vår
season_summer	Sommar
season_autumn	Höst
season_winter	Vinter

weather_current	Nuvarande väder: *X
weather_none	Soligt
weather_overcast	Mulet
weather_rain	Regn
weather_snow	Snö
weather_heatwave	Värmebölja
weather_torrentialrain	Skyfall

prisoner_cellerror_nonefree	Det finns ingen ledig cell för den här internen
prisoner_cellerror_toohighquality	Alla tillgängliga celler är av för hög kvalitet för den här internen
prisoner_cellerror_nosolitary	För den här internen krävs en isoleringscell, men det finns inga isoleringsceller tillgängliga

group_all_staff	All personal
staff_onbreak	På rast
staff_onbreakremaining	På rast (*Xm)
staff_breaktime	Rasttider :


# =============================================================================
# Campaign info
# =============================================================================

campaignchapter_chapternumber	Kapitel *C


# =============================================================================
# Death Row
# =============================================================================

campaignchapter_deathrow	Dödscell

campaignchapter_deathrow_description	Vi har fått uppdraget att bygga en Avrättningskammare i detta fängelse, i god tid före den schemalagda avrättningen av en av deras interner.

campaigncutscene_deathrowmurder	Dubbelmord
campaigncutscene_deathrowconfession	Bekännelse

adviser_deathrow_murder1	Jag visste att jag skulle få tag på er två här.
adviser_deathrow_murder2	Edward! Jag…
adviser_deathrow_murder25	Säg det inte.
adviser_deathrow_murder3	Vad kommer du att göra?

adviser_deathrow_church1	Kan jag hjälpa dig?
adviser_deathrow_church15	…
adviser_deathrow_church2	Vill du ha förlåtelse?
adviser_deathrow_church3	Jag vet inte. Jag måste göra nåt. Jag kan inte leva med det jag har gjort.
adviser_deathrow_church4	Du måste anmäla dig själv. Vad du än har gjort kan du inte undgå följderna.
adviser_deathrow_church5	Du kommer aldrig kunna leva med dig själv om du inte möter ditt förflutna.
adviser_deathrow_church6	Jag vill gå tillbaka. Jag vill förlåta henne. Jag vill att hon ska förlåta mig.
adviser_deathrow_church7	Gud förlåter dig, vad du än har gjort, om du bara ber honom.
adviser_deathrow_church8	Men du måste ta ansvar för dina brott i lagens mening. Det finns inget annat sätt.

adviser_deathrowintro_1	Detta är tufft.
adviser_deathrowintro_2	Det finns en intern som är inlåst här som har blivit dömd för ett dubbelmord, och han är dömd till döden.
adviser_deathrowintro_3	Det är där vi kommer in. Vi har fått uppdraget att bygga en avrättningskammare i tid för grabbens stora dag.
adviser_deathrowintrob_1	Här vill jag att den nya anläggningen ska byggas.
adviser_deathrowintrob_2	Det första steget vid ett projekt som detta är att bygga själva byggnaden – med tillräckligt med plats på insidan för att få plats med ett avrättningsrum och ett häkte.
adviser_deathrowintrob_3	Så nu sätter vi igång. Bygg en ny byggnad här.

adviser_deathrow_explain1	Dina Arbetare är ansvariga för att bygga byggnader.
adviser_deathrow_explain2	De samlar ihop stål och betong från förrådet och tar det till byggarbetsplatsen.
adviser_deathrow_explain3	De använder råmaterialet för att bygga fundamentet och ramen till den nya byggnaden.
adviser_deathrow_explain4	Detta är den långsammaste delen av byggprocessen, så du bör planera i förväg när du bygger nya anläggningar.
adviser_deathrow_explain5	Titta dig omkring medan vi väntar. Använd WASD eller piltangenterna för att röra dig, och använd mushjulet för att zooma in och ut.

objective_deathrow_building	Uppför en byggnad för att hysa Avrättningsanläggningen.

adviser_deathrow_buildinside1	Vi behöver också en ingång till den nya Avrättningsanläggningen.
adviser_deathrow_buildinside2	Bygg en Stor fängelsedörr i södra väggen.

objective_deathrow_buildouterdoor	Bygg en Stor fängelsedörr

adviser_deathrow_internalwalls1	Inuti byggnaden vill jag ha en Cell och ett Avrättningsrum.
adviser_deathrow_internalwalls2	Dela upp utrymmet genom att bygga några Tegelväggar.

objective_deathrow_buildinternalwalls	Bygg innerväggar

adviser_deathrow_internaldoors1	Lägg nu till Stora fängelsedörrar till skiljeväggarna.
adviser_deathrow_internaldoors2	Du kan rotera ett objekt innan du placerar det genom att trycka på mittenmusknappen (eller genom att trycka på R).

objective_deathrow_buildinternaldoors	Bygg interna dörrar (Klicka på mittenmusknappen eller tryck på R för att rotera ett objekt)

adviser_deathrow_designation1	Det där ser bra ut. Nu måste vi ange vad rummen i dessa utrymmen ska ha för funktion.
adviser_deathrow_designation2	Utse en Cell i det mindre området där den dödsdömde internen får bo.
adviser_deathrow_designation3	Utse sedan Avrättningsrummet i det större området.

objective_deathrow_designatecell	Utse en Cell
objective_deathrow_designateexecution	Utse ett Avrättningsrum

adviser_deathrow_roomrequirements1	De nya rummen har krav innan de blir funktionella.
adviser_deathrow_roomrequirements2	Cellen behöver en Säng och en Toalett.
adviser_deathrow_roomrequirements3	Avrättningsrummet behöver Elektriska stolen.

objective_deathrow_cellobjects1	Bygg en Säng
objective_deathrow_cellobjects2	Bygg en Toalett
objective_deathrow_executionobjects	Bygg en Elektrisk stol

adviser_deathrow_optional1	Nu tog vi hand om det viktigaste. Men det finns fortfarande en del som du kan göra.
adviser_deathrow_optional2	Men dessa saker är upp till dig. De är inte strikt nödvändiga. Det beror på hur mycket du bryr dig om internerna och deras omgivningar.
adviser_deathrow_optional3	Själva cellen kan förbättras med ett Fönster mot utsidan och en liten Bokhylla.
adviser_deathrow_optional4	Och anläggningen ser bättre ut med ett golv av högre kvalitet – som Trägolv eller Mosaikplattor.
adviser_deathrow_optional5	Du kan lägga till belysning utomhus, och en belagd väg om du tycker att det behövs.

adviser_deathrow_transfer05	Det här är mannen i fråga, Edward Romsey. En lärare en gång i tiden, om du kan tro på det.
adviser_deathrow_transfer06	Det är inte vår sak att avgöra om han förtjänar detta. Det har lagen bestämt. Vi är bara här för att göra ett jobb.
adviser_deathrow_transfer1	När du känner att anläggningen är färdig kan du överföra internen till hans nya cell.
adviser_deathrow_transfer2	Klicka på fotografiet i hans cell för att påbörja överföringen.

objective_deathrow_path	(VALBART) Bygg en Väg till den nya anläggningen
objective_deathrow_window	(VALBART) Lägg till ett Fönster i Cellen
objective_deathrow_bookshelf	(VALBART) Lägg till en Bokhylla i Cellen
objective_deathrow_flooring	(VALBART) Byt materialet i golvet till något med bättre kvalitet
objective_deathrow_outerlights	(VALBART) Lägg till utomhusbelysning runt anläggningen
objective_deathrow_transferinmate	När du är färdig kan du påbörja internöverföringen genom att klicka på fotografiet i Edwards cell.

adviser_deathrow_setupmurder1	Gråt inte för honom. Han är en kallblodig mördare, fullständigt skyldig.
adviser_deathrow_setupmurder2	Han har till och med erkänt. Vill du höra hans beskrivning av vad han gjorde?
adviser_deathrow_setupmurder3	Det är saftiga grejer. "Klockan var runt elva på kvällen. Ljusen var tända. Jag visste att hon var hemma…"
adviser_deathrow_postmurder1	Som jag sa, en kallblodig mördare.
adviser_deathrow_postmurder2	Klart som korvspad om du frågar mig. Han förtjänar varje volt han får.
adviser_deathrow_postmurder3	Alla människor förtjänar förlåtelse, till och med han. Är du så säker på dig själv att du kan dela ut en sådan slutgiltig dom?
adviser_deathrow_postmurder4	Att fånga sin fru med en annan man är ingen ursäkt för vad han gjorde.
adviser_deathrow_postmurder5	Och han gick in med ett laddat vapen. Han visste att de skulle vara där. Det är dubbelt planerat mord.
adviser_deathrow_postmurder6	Han har inte gjort något annat än att samarbeta med myndigheterna. De gör ett exempel av honom.
adviser_deathrow_postmurder7	Om han begick brottet 15 mil norrut hade han fått livstids fängelse istället. Hur är det rättvist?
adviser_deathrow_postmurder8	Vill du att en sådan här man ska gå fri? Jag kommer sova gott när jag vet att han är borta.


adviser_deathrowelectricity_1	Bra jobbat hittills.
adviser_deathrowelectricity_2	Det finns dock ett problem – avrättningsrummet fungerar inte än, för det har ingen kraft.
adviser_deathrowelectricity_3	Vi behöver ansluta det till elnätet.

adviser_deathrowelectricityb_1	Nu tittar vi på fängelset i läget Utiliteter, vilket visar oss hur elledningarna ligger i hela fängelset.
adviser_deathrowelectricityb_2	Varje byggnad i fängelset ansluts till elnätet via dessa tjocka underjordiska elkablar.
adviser_deathrowelectricityb_3	Kraften levereras till fängelset via denna transformatorstationen, som tar elektricitet från stamnätet.
adviser_deathrowelectricityb_4	Som du kan se är hela avdelningen av fängelset utan ström. Alla lamporna är släckta.
adviser_deathrowelectricityb_4b	För att fixa det här problemet måste vi först gå till läget Utiliteter för att förstå varför lamporna inte får någon ström.
adviser_deathrowelectricityb_5	De närmaste elkablarna ligger för långt borta – våra ingenjörer kan inte koppla färdigt elledningarna här.
adviser_deathrowelectricityb_6	Förläng elkablarna i närheten så att de täcker upp denna del av fängelset.

objective_deathrow_cellpower	Anslut rummen till Strömförsörjningen

adviser_deathrow_connectchair_1	Lampor är inte det enda som behöver ström. Det gör den nya Elektriska stolen också.
adviser_deathrow_connectchair_2	Använd Elkablarna för att ansluta avrättningsanläggningen till elnätet.
adviser_deathrow_connectchair_3	Själva Elektriska stolen är en speciell typ av elektriskt föremål. Det kräver en egen kraftledning. Du behöver ansluta den direkt till huvudledningen.

objective_deathrow_chairpower	Anslut den Elektriska stolen till Strömförsörjningen
objective_deathrow_condemnedcellpower	Anslut Cellen till Strömförsörjningen

adviser_deathrow_testchair_1	Nu är vi nästan klara tror jag. Vi borde testa det nya Avrättningsrummet minst en gång innan vi försöker använda det.
adviser_deathrow_testchair_2	Jag sätter på strömmen under ett par sekunder, för att se till att allt är OK.
adviser_deathrow_testchair_3	Det där funkade inte. Det verkar som om vi tog för mycket ström, och slog ut en brytare i kraftverket. Hela fängelset är mörkt.
adviser_deathrow_testchair_4	Vi behöver mer kräm för att hantera strömspiken som den elektriska stolen genererar.
adviser_deathrow_testchair_5	Först måste vi slå på strömmen igen. Det är en tvåstegsprocess:
adviser_deathrow_testchair_5b	Sätt på kraftverket igen genom att klicka på det, och välj sedan Sätt på i menyn som kommer fram.
adviser_deathrow_testchair_6	Bygg sedan ytterligare tre kondensatorer så att vi får tillräckligt med Strömkapacitet för att hantera den elektriska stolen.
adviser_deathrow_testchair_7	När du har gjort detta, testa Elektriska stolen igen genom att klicka på den och sedan välja Sätt på i menyn.

objective_deathrow_poweron	Sätt på Kraftverket igen. (Klicka på kraftverket, och välj sedan Sätt på från menyn)
objective_deathrow_expandpower	Expandera kraftverket med tre nya Kondensatorer
objective_deathrow_chairworking	Testa stolen igen (klicka på den, och välj Sätt på)

adviser_deathrow_execution_1	Bra jobbat. Jag tror att vi är färdiga här.
adviser_deathrow_execution_2	Vad som händer nu ligger utanför vår kontroll. Vi gjorde ett professionellt jobb, och det är viktigt i vår verksamhet.
adviser_deathrow_execution_3	Försök att inte oroa dig över vad som händer härnäst.

adviser_deathrow_setupexecution1	Det är dags, Edward.
adviser_deathrow_setupexecution2	Du gjorde det rätta, även om denna värld inte förlåter dig för det.
adviser_deathrow_setupexecution3	Du kommer till Gud snart, och Han ger dig din slutgiltiga dom.

adviser_deathrow_setupexecution4	Edward Romsey. Du är skyldig till två fall av mord i första graden.
adviser_deathrow_setupexecution5	Straffet är döden.
adviser_deathrow_setupexecution6	Har du något att säga?
adviser_deathrow_setupexecution7	Susan…
adviser_deathrow_setupexecution8	Jag är ledsen.

# =============================================================================
# Expense popups
# =============================================================================

finance_cost_prisonsale	Försäljning av tidigare fängelse
finance_cost_equiptazer	Utrustning: Elpistol
finance_cost_equipbodyarmour	Utrustning: Skyddsväst
finance_cost_exports	Exporter
finance_cost_foundations	Byggnadsfundament
finance_cost_cashflow	Kassaflöde
finance_cost_bankloan	Banklån
finance_cost_bankloan_repayment	Återbetalning av banklån
finance_cost_sharesale	Försäljning av aktier
finance_cost_sharepurchase	Köp av aktier
finance_cost_grantadvance	Förskottsbelopp för bidrag
finance_cost_grantcompletion	Betalning för slutförande av bidrag
finance_cost_reformprogram	Reformprogramssession
finance_cost_repair	Reparera
finance_cost_sellobject	Sälj objekt
finance_cost_landpurchase	Köp av land
finance_cost_prisonerintake	Intag av interner
finance_cost_grantcancellation	Avbrottskostnader
finance_cost_grantrefund	-Återbetalning: *X
finance_cost_grantfine	- Böter: *X
finance_cost_executionfine	Böter för olämplig avrättning
finance_cost_executioncompensation	Kompensation för avrättning
finance_cost_shopintake	Butiksintäkter
finance_cost_prisonerwages	Lön för internerna
finance_cost_fine	Böter
finance_cost_shopcommission	Provision på butiksförsäljning


# =============================================================================
# Clock
# =============================================================================

clock_speed_0	||
clock_speed_1	>
clock_speed_2	>>
clock_speed_5	>>>
clock_speed_10	>>>>
clock_speed_half	…
clock_add_hour	+
clock_am	på morgonen
clock_pm	på kvällen

# =============================================================================
# Events
# =============================================================================

event_powerstationfire	Ett strömöverslag har fått vår generator att överladdas och fatta eld!
event_powerstationfire_x	Ett strömöverslag har orsakat en katastrofal överladdning i vår generator, och den har exploderat!
event_powerstationfirelarge	Ett strömöverslag har orsakat vår generator att överladdas och fatta eld!
event_powerstationfirelarge_x	Ett strömöverslag har orsakat en katastrofal överladdning i vår generator, och den har exploderat!
event_kitchenfire	Det har börjat brinna i köket!
event_waterpipeburst	Ett vattenrör har brustit och får området att svämma över. Fixa det innan skadorna blir alltför stora.
event_bulkintake	En katastrof på ett närliggande fängelse har fått en hel sektion av anläggningen oanvändbar. Vi har inget val annat än att överföra internerna där till vårt fängelse, eftersom det inte finns några andra anläggningar som kan användas i närheten. De kommer snart.
event_workshopaccident	En intern har blivit allvarligt skadad vid en incident i verkstaden, och kan inte flyttas! Skicka en doktor, skynda på!
event_subsidence	En landsänkning har förstört en sektion av de yttre murarna. Du måste reparera detta, nu på direkten!
event_earthquake	En jordbävning i området har fått en del av fängelset att kollapsa!
event_virus	Vi har fått in rapporter om att en del av internerna är sjuka. Det kan vara en bra idé att identifiera och sätta de infekterade i karantän för att motverka fortsatt spridning.
event_virus_x	Vi har fått in rapporter om att en del av internerna är sjuka, och symtomten verkar allvarliga. Du bör sätta de sjuka i karantän och behandla dem innan detta sprids alltför mycket.
event_treefire	En brand har utbrutit i vårt skogsbruk!
event_foodpoisoning	Vi har fått rapporter om matförgiftning bland internerna. En del av maten i köket måste ha blivit skämd. Tråkigt för de som är sjuka, men tyvärr går det inte att göra så mycket annat än att vänta ut det.
event_cilistleak	Vi vet inte hur, men våra konfidentiella uppgiftlämnares identiteter har röjts. Om vi inte omedelbart flyttar dem till ett säkert ställe kommer de att befinna sig i verklig fara.
event_keysersoze	Ett nyligen uppmärksammat gängfall har utpekat en av våra Lågsäkerhetsinterner som en högt uppsatt gängledare. De har hållit sig under radarn, men nu vet alla vilka de är...
event_preacherconversion	En av våra mer karismatiska interner har blivit något av en religiös missionär och andra verkar ha börjat haka på hans sätt att tänka. Inte nödvändigtvis ett problem, men våra interner kommer kanske inom kort att uppvisa fler andliga behov.

event_massassassination_1	Identiteterna hos ett antal av vittnena i ett åtalsfall har läckt ut, och vissa av dem är interner i vårt fängelse.
event_massassassination_2	Man har slagit till mot dem, men vi behöver dem levande. Du måste identifiera internerna och se till att de inte skadas fram till dess att de ska in i rätten.
event_massassassination_3_x	Vi fick reda på detta i senaste laget, så du har inte mycket tid innan folk slår till.

event_tvremovaldemand_1	Media har påbörjat en kampanj mot de bekvämligheter som interner beviljas och detta orsakar stora besvär på mitt kontor.
event_tvremovaldemand_2	Jag ska anta en lag där TV-apparater i allmänna utrymmen i fängelse förbjuds, så du måste ta bort alla TV-apparater från dina allmänna utrymmen, annars kommer du få böta. Du har 6 timmar på dig.
event_tvremovaldemand_fine	Du har inte tagit bort TV-apparaterna från dina allmänna utrymmen, och nu krävs detta av lagen. Du har fått böta, och fortsätter med detta tills du tar bort TV-apparaterna.
event_tvremovaldemand_complete	Media har gått vidare till något annat och lagen som förbjuder TV-apparater i allmänna utrymmen har dragits tillbaka. Du får ställa in dem igen om du vill.

event_weightsremovaldemand_1	Media har satt igång en kampanj om de bekvämligheter som internerna får ta del av, och det ger mig en rejäl huvudvärk.
event_weightsremovaldemand_2	Jag ska anta en lag som förbjuder träningsutrustning på fängelsets gård, så du måste ta bort alla Tyngdlyftningsbänkar från dina Gårdar, annars får du böta. Du har 6 timmar på dig.
