
# =============================================================================
# Basic dialog strings
# =============================================================================

dialog_new	Новая игра
regimetooltip_shower	Заключенные раздеваются и принимают душ. Ежедневные водные процедуры важны для гигиены, однако некоторым приходится объяснять это с помощью силы. Выйдя из душа, заключенные могут свободно перемещаться по тюрьме.
regimetooltip_yard	Заключенные выходят из здания во двор. Здесь можно заняться спортом, подышать свежим воздухом и принять солнечную ванну.\n\nЗаключенным разрешено пользоваться всем удобствами во дворе, например силовыми тренажерами, таксофонами, душем и т. д. Завершив свои занятия, заключенные могут свободно перемещаться по тюрьме.
regimetooltip_work	Заключенных привлекают к тюремным работам. Все рабочие места заполняются, и осужденные отправляются в соответствующие комнаты (рабочие места можно выбрать на экране Расстановка).\n\nВсе программы реформы также проводятся во время тюремных работ. Если заключенный не трудоустроен и не принимает участие в занятиях, он переходит в режим "Свободное время".
regimetooltip_freetime	Заключенные покидают камеры и могут пользоваться любыми удобствами на территории тюрьмы. Это любимое время дня каждого зэка. Они могут пообщаться с нужными людьми или удовлетворить другие потребности.\n\nБольшое количество свободного времени уменьшает стресс и напряжение, но многие считают, что осужденные его не заслуживают.
regimetooltip_worklockdown	Заключенным дается работа на территории тюрьмы. Будут закрываться все наряды на работу, и заключенные будут автоматически прибывать на место выполнения назначенной работы. (Настройки открытых нарядов на работу можно изменить на странице «Расстановка».)\n\nВсе мероприятия в рамках программ реформ также осуществляются в рабочее время. Заключенные, которые не задействованы в работах или в мероприятиях в рамках программ реформ, находятся в своих камерах, как если бы действовал режим «Под замком».

regime_clear	Очистить режим для этой категории заключенных и использовать стандартный Средний режим.

schedule_editor_students	Учащихся: *X/*Y
schedule_editor_error_staffonly	Выбранное помещение предназначено только для персонала
schedule_editor_error_noregimetime	Расписание занятий не вписывается во время, отведенное на работу
schedule_editor_error_noteachers	Нет учителя для этой программы
schedule_editor_error_noobjects	В комнате не хватает объектов, необходимых для проведения занятий
schedule_editor_pin	Закрепить программу
schedule_editor_unpin	Открепить программу

# =============================================================================
# DoorTimer stuff
# =============================================================================

doortimer_title	Управление таймером двери
doortimer_connected_servos	Подключено приводов: *X
doortimer_state_open	Открыть
doortimer_state_closed	Закрыто

doortimer_security_none	Любой режим
doortimer_security_minsec	Общий режим
doortimer_security_normal	Средний режим
doortimer_security_maxsec	Строгий режим
doortimer_security_Protected	Режим защитной изоляции
doortimer_security_SuperMax	Сверхстрогий режим
doortimer_security_DeathRow	Смертник


# =============================================================================
# Execution
# =============================================================================

execution_stage_completed	ЗАВЕРШЕНО
execution_stage_authorise	РАЗРЕШИТЬ
execution_stage_Start	Подготовка к казни
execution_stage_Lockdown	Отправить всех заключенных в камеры
execution_stage_Testing	Проверочный запуск
execution_stage_Assemble	Последние приготовления
execution_stage_Witnesses	Привести свидетелей в комнату казни
execution_stage_Escort	Привести заключенного в комнату казни
execution_stage_Execution	КАЗНЬ
execution_stage_Dismissed	Отпустить персонал и свидетелей
execution_stage_FinalReport	Итоговый отчет

execution_stagetooltip_start	Вы запланировали казнить этого заключенного. Теперь необходимо следовать официальному протоколу.
execution_stagetooltip_lockdown	Все заключенные возвращаются в камеры; все двери в тюрьме запираются.
execution_stagetooltip_testing	Заключительная проверка позволит убедиться, что все работает. Питание электрического стула проверено под нагрузкой. Окончательный маршрут заключенного спланирован: он должен сам дойти до комнаты казни.
execution_stagetooltip_assemble	Начальник тюрьмы и начальник охраны идут в камеру приговоренного к смерти. Священник или духовный наставник заключенного также прибывают на объект и посещает камеру для последней молитвы.
execution_stagetooltip_witnesses	В тюрьму прибывают свидетели, они направляются в комнату казни. Среди них могут быть члены семьи приговоренного к смерти и потерпевших.\n\nПриготовьте стулья для свидетелей казни.
execution_stagetooltip_escort	Начальник тюрьмы, Начальник охраны и Духовный наставник сопровождают приговоренного к смерти от камеры до комнаты казни.
execution_stagetooltip_execution	Все на месте, протокол соблюден, можно начинать казнь.
execution_stagetooltip_dismissed	Персонал и свидетели могут покинуть комнату казни.
execution_stagetooltip_finalreport	После казни составляется отчет с оценкой ваших действий.

execution_underway	ИДЕТ КАЗНЬ
execution_result_ok	Санкционированная казнь *N на электрическом стуле проведена в *T согласно расписанию и в присутствии свидетелей. Стандартная компенсация за участие в процессе составляет 10 000$.
execution_result_appealed	Санкционированная казнь *N на электрическом стуле проведена в *T согласно расписанию и в присутствии свидетелей. К сожалению, в свете новой информации приговор заключенного мог быть смягчен. Тем не менее, против тюрьмы не будет выдвинуто обвинений, а ее администрация получит стандартную компенсацию в размере 10 000$ за участие в процессе.
execution_result_innocent	Санкционированная казнь *N на электрическом стуле проведена в *T согласно расписанию и в присутствии свидетелей. К сожалению, были обнаружены новые улики, которые доказывают невиновность *N. Тем не менее, против тюрьмы не будет выдвинуто обвинений, а ее администрация получит стандартную компенсацию в размере 10 000$ за участие в процессе.
execution_result_illegal	Казнь *N на электрическом стуле проведена в *T согласно расписанию и в присутствии свидетелей. Администрация тюрьмы нарушила установленный законом порядок рассмотрения апелляции, которая, в свете новой информации, была бы удовлетворена. За это на тюрьму наложен штраф в размере 50 000$. В связи с грубым нарушением установленных процедур все казни отменяются до дальнейшего уведомления. Все оставшиеся заключенные-смертники будут переведены в другую тюрьму.
execution_result_illegalinnocent	Незаконная казнь *N на электрическом стуле проведена в *T согласно расписанию и в присутствии свидетелей. В связи с нарушением установленного законом порядка рассмотрения апелляции, а также тем фактом, что *N был признан невиновным в совершенных преступлениях, было решено уволить администратора тюрьмы с занимаемой должности. Решение вступает в силу незамедлительно.
execution_warning_one	Если протокол не будет соблюден и во время следующей казни, вас уволят.
execution_warning_two	Вы не вынесли никаких уроков из прошлых ошибок и по-прежнему не соблюдаете установленный порядок. Еще одно нарушение протокола будет стоить вам должности.

execution_error_MissingEquipment	ОШИБКА: ОТСУТСТВУЕТ ОБОРУДОВАНИЕ\nНеобходимо построить комнату казни с электрическим стулом.
execution_error_ElectricalSupply	ОШИБКА: НЕДОСТАТОЧНО МОЩНОСТИ\nНе хватает электроэнергии для питания электрического стула.
execution_error_NavigationPrisoner	ОШИБКА: ЛОГИСТИКА\nПриговоренный к смерти не может пройти из камеры в комнату казни.
execution_error_NoRouteFromRoad	ОШИБКА: НЕТ ДОСТУПА\nСвидетели (не из числа сотрудников) не могут попасть в комнату казни.
execution_error_NoSpaceInRoom	ОШИБКА: НЕТ МЕСТА\nНедостаточно свободного места для свидетелей в комнате казни.
execution_error_NoRoom	Необходимо построить комнату казни, прежде чем проводить саму казнь.

roomerror_deathrow_sharedcell	Смертникам требуются индивидуальные камеры, их нельзя помещать в общие камеры
roomerror_nonursery	У заключенных этой камеры нет доступа к детской. Для семейных камер должна быть предусмотрена детская, в которой будет осуществляться прием пищи
roomerror_laundryoverloaded	Невозможно разгрузить корзины для белья. Возможно, прачечная слишком мала для таких запросов.

# =============================================================================
# Misc
# =============================================================================

box_contents	Содержимое: *X
stack_contents	Содержимое: *X x *Y
mail_contents	Содержит: *X писем
mail_opened_from	Письмо от *X к *F
mail_closed_from	Письмо к *X

object_dump	Мусор
object_todo	Список дел: *X
object_sale_price	Цена продажи: *X

object_door_cyclepermissions	Щелкните для переключения между Правами доступа
object_door_cyclepermissions_1	(Открыто, Только для персонала, Закрыто)

object_firemen_hosehelp_move	Щелкните правой кнопкой мыши, чтобы направить туда пожарных
object_firemen_hosehelp_intro	Пожарные шланги будут направлены на близлежащий источник возгорания
object_firemen_hosehelp	Нажмите [H], чтобы выбрать цель самостоятельно

interface_clone_help_copy	Выберите зону для клонирования, удерживая правую кнопку мыши
interface_clone_help_paste	Щелкните левой кнопкой мыши, чтобы создать копию выбранной зоны

object_inactive	НЕ РАБОТАЕТ
object_cctv_moremonitors	Постройте больше Пультов наблюдения
object_cctvmonitor_needsguards	Нужен Охранник для управления Пультом
object_processor_blocked	Невозможно пройти к рабочему месту

administrator_requiresoffice	Требуется Кабинет
administrator_requiresoffice_2	*X требуется Кабинет
office_ownership	Кабинет *X

teacher_teaching	Ведет занятие
teacher_preparing	Готовится к занятию

prisoner_assignedto	Требуется: *X
prisoner_roomquality	Качество камеры: *X (*Y)
prisoner_roomquality_average	Среднее
prisoner_roomquality_aboveaverage	Выше среднего
prisoner_roomquality_wayaboveaverage	Хорошее
prisoner_roomquality_belowaverage	Ниже среднего
prisoner_roomquality_waybelowaverage	Плохое
prisoner_attendance	Посещаемость
prisoner_concentration	Сосредоточенность
prisoner_understanding	Усвоение материала
prisoner_concentration_0	Плохо
prisoner_concentration_1	Плохое
prisoner_concentration_2	Удовлетворительно
prisoner_concentration_3	Хорошее
prisoner_concentration_4	Отлично
prisoner_passchance	Вероятность успеха: *X%
prisoner_informant	Тайный информатор

prisoner_dayswithoutincident	*X дней без происшествий
prisoner_availablemoney	Наличные : $*X

informant_title	ИНФОРМАТОР
informant_coverage	ПРИКРЫТИЕ
informant_suspicion	ПОДОЗРЕНИЕ
informant_status	СТАТУС
informant_none	У вас нет информаторов
informant_hint	(Завербовать заключенных под давлением, например в карцере)
informant_recruitable	(Потенциальный информатор)
informant_target	Цель
informant_dead	МЕРТВ
informant_released	Выпущен
informant_coverblown	РАЗОБЛАЧЕН
informant_activate	Активировать
informant_deactivate	Деактивировать
informant_idle	Без дела
informant_onroute	В пути...
informant_active	Активен
informant_coveragecaps	ПРИКРЫТИЕ *X%


contraband_owner	Владелец: *X
contraband_ownerunknown	Владелец неизвестен
contraband_stolenfrom	Украдено из *X, *Y часов назад
contraband_smuggledthrough	Пронесено через *X, *Y часов назад
contraband_smuggledin	Незаконно пронесено Заключенными, *Y часов назад
contraband_type	Категория: *X
contraband_tradevalue_title	Цены на контрабанду
contraband_tradevalue_low	$
contraband_tradevalue_medium	$$
contraband_tradevalue_high	$$$
contraband_tradevalue_veryhigh	$$$$

staff_exhausted	Измотан
staff_tired	Устал
staff_pissedoff	Обозлен
staff_onstrike	Участвует в забастовке
staff_needsrest	Хочет отдохнуть в Комнате персонала.

dog_needskennel	Собакам требуется Псарня для сна.

doctor_requireinfirmary	Требуется Лазарет

entity_carryingequipment	Несет *X
entity_carryingkeys	Несет тюремные ключи
entity_carryingstaffkeys	Несет ключ персонала
entity_wearingarmour	Одет в *X

reports_schedule	Обновить расписание всех программ
reports_edit	Изменить расписание
reports_bankloan	Займы
reports_increaseloan	Увеличить
reports_decreaseloan	Уменьшить
reports_unlockbankloans	Исследуется бухгалтером

drugs_heroin	Героин
drugs_cocaine	Кокаин

#                                       Eg "Bob's Mother"
visitor_relationship	*Y *X
visitor_age	Возраст: *X

family_wife	Жена
family_exwife	Бывшая жена
family_girlfriend	Подружка
family_son	Сын
family_daughter	Дочь
family_mother	Мать
family_father	Отец
family_brother	Брат
family_sister	Сестра
family_lawyer	Адвокат
family_priest	Священник
family_victims	Семья потерпевшего
family_caption	Семья:
family_none	Отсутствует
family_husband	Муж
family_exhusband	Бывший муж
family_boyfriend	Бойфренд

damage_dead	Мертв
damage_unconscious	Без сознания
damage_serious	Серьезно ранен
damage_injured	Ранен
damage_amount	Повреждения: *X%

message_autosaving	Автосохранение...

buildtoolbar_entersearchterm	введите слово для поиска...

deploymentscheduler_title	ПЛАНИРОВЩИК РАССТАНОВКИ
deploymentscheduler_patrolonly	[Распланировать только *X]
deploymentscheduler_schedulenow	Показана расстановка «СЕЙЧАС»
deploymentscheduler_scheduletime	Показана расстановка для *X.00 - *Y.00
supplyanddemand_supplyheader	ПРЕДЛОЖЕНИЕ
supplyanddemand_demandheader	СПРОС

tooltip_multipleobjects	TAB: Переключение между объектами
remotedoor_noservo	Радиоуправляемая дверь не открывается без установленного рабочего привода.

targettingfood_prisonersassigned	Назначено заключенных: *X
targettingfood_predicteddemand	= ПРОГНОЗИРОВАННЫЙ СПРОС =
targettingfood_demand	СПРОС *X
targettingfood_supply	ПРЕДЛОЖЕНИЕ *X (+*Y)
targettingfood_prisoners	заключенных
targettingfood_required	Требуется порций: *X
targettingfood_ready	Готово порций: *X
targettingfood_cooked	Готовится порций: *X

roomgrading	Оценка качества камеры
roomgrading_cell_roomsize	[*E] Площадь помещения: как минимум *X кв.
roomgrading_cell_cleanliness	[*E] Чистота выше *X%
roomgrading_cell_outsidewindow	[*E] *Y Окно наружу
roomgrading_cell_item	[*E] Предмет: *X

roomgrading_dormitory_roomsize	[*E] Площадь помещения: как минимум *X кв. на каждого заключенного
roomgrading_dormitory_cleanliness	[*E] Чистота выше *X%
roomgrading_dormitory_outsidewindow	[*E] *Y окно наружу на 8 заключенных
roomgrading_dormitory_item	[*E] Предмет: *X на 4 заключенных

roomgrading_sharedcell_roomsize	[*E] Площадь помещения: как минимум *X кв. на каждого заключенного
roomgrading_sharedcell_cleanliness	[*E] Чистота выше *X%
roomgrading_sharedcell_outsidewindow	[*E] *Y Окно наружу
roomgrading_sharedcell_item	[*E] Предмет: *X на 4 заключенных

roomgrading_result	Оценка *X/*Y
roomgrading_currentoccupant	Заключенный имеет право на уровень комфорта *X
roomgrading_unoccupied	Не занята
roomgrading_shared_occupuants	Текущее количество заключенных: *X / *Y

weathermap_temperature_title	Температура
weathermap_temperature_text	*C° C / *F° F
weathermap_temperature_c	*C° C
weathermap_temperature_f	*F° F

roomerror_nokitchen	Эту столовую не обслуживает ни одна кухня.
roomerror_noprisoners	Ни один из заключенных не пользуется этой столовой.
roomerror_nocanteen_cells	Из этой камеры нельзя попасть в столовую. Заключенным в этой камере негде питаться.
roomerror_nocanteen_kitchen	В радиусе обслуживания этой кухни нет столовых. Здесь не будут готовить пищу во время трапезы.

ceos_letter	Здравствуйте,\n\n\nпоздравляю с завершением обучения. Теперь вы настоящий квалифицированный Архитектор тюрем! Совсем скоро вы будете проектировать, строить и управлять собственными тюрьмами, имея лишь пустой клочок земли, да пару груд кирпичей. Но прежде чем браться за дело, послушайте мои советы.\n\n1. Каждой тюрьме нужен Начальник, его надо нанять в первую очередь. Постройте для него рабочий кабинет, и он откроет доступ к многочисленным улучшениям в меню Бюрократия.\n\n2. В самом начале, когда с финансированием туго, постройка индивидуальных камер может сильно ударить по бюджету. Большая общая камера может принять сразу несколько заключенных и позволит сэкономить средства.\n\n3. Кухня и Столовая должны начать работу до прибытия первых заключенных. И не забудьте нанять Поваров. Сытый заключенный — довольный заключенный!\n\n4. Постройка тюрьмы — удовольствие не из дешевых. Вы должны в совершенстве овладеть искусством привлечения финансирования через гранты и контракты. Ознакомиться со списком грантов можно на экране "Отчеты".\n\nНа этом я прощаюсь и желаю вам удачи!!\n\nДиректор,\nКорпорация Prison Architects.

quickbuild_basiccell	Базовая камера
quickbuild_solitarycell	Карцер
quickbuild_office	Кабинет
quickbuild_luxurycell	Камера повышенной комфортности
quickbuild_sharedcell	Общая камера
quickbuild_kitchen	Кухня
quickbuild_canteen	Столовая
quickbuild_utilityroom	Чулан
quickbuild_classroom	Класс
quickbuild_commonroom	Общая комната

season_current	Текущая пора года: *X
season_spring	Весна
season_summer	Лето
season_autumn	Осень
season_winter	Зима

weather_current	Погода в настоящее время: *X
weather_none	Солнечно
weather_overcast	Пасмурно
weather_rain	Дождь
weather_snow	Снег
weather_heatwave	Сильная жара
weather_torrentialrain	Сильный ливень

prisoner_cellerror_nonefree	Для этого заключенного нет свободных камер
prisoner_cellerror_toohighquality	Все свободные камеры для этого заключенного имеют слишком хорошие условия содержания
prisoner_cellerror_nosolitary	Это заключенный должен содержаться в одиночной камере, но у вас нет свободных одиночных камер

group_all_staff	Все сотрудники
staff_onbreak	На перерыве
staff_onbreakremaining	На перерыве (*Xm)
staff_breaktime	Время перерыва:


# =============================================================================
# Campaign info
# =============================================================================

campaignchapter_chapternumber	Глава *C


# =============================================================================
# Death Row
# =============================================================================

campaignchapter_deathrow	Смертник

campaignchapter_deathrow_description	Нас наняли построить комнату казни в этой тюрьме к запланированной казни одного из смертников.

campaigncutscene_deathrowmurder	Двойное убийство
campaigncutscene_deathrowconfession	Признание

adviser_deathrow_murder1	Я знал, что застану вас обоих.
adviser_deathrow_murder2	Эдвард! Я...
adviser_deathrow_murder25	Не надо. Просто… не надо.
adviser_deathrow_murder3	Что ты задумал?

adviser_deathrow_church1	Чем могу помочь?
adviser_deathrow_church15	...
adviser_deathrow_church2	Хотите покаяться?
adviser_deathrow_church3	Не знаю. Я должен что-то с этим сделать. Нельзя жить с таким грузом на сердце.
adviser_deathrow_church4	Вам придется сдаться. Что бы вы ни натворили, последствий не скрыться.
adviser_deathrow_church5	И от прошлого не убежать.
adviser_deathrow_church6	Я хочу вернуться. Хочу простить ее. Хочу, чтобы она простила меня.
adviser_deathrow_church7	Что бы вы ни сделали, Бог вас простит, стоит только попросить.
adviser_deathrow_church8	Но вам придется ответить за преступления перед лицом закона. Другого пути нет.

adviser_deathrowintro_1	Сложное дело.
adviser_deathrowintro_2	В тюрьме находится заключенный, осужденный за двойное убийство и приговоренный к смерти.
adviser_deathrowintro_3	Теперь дело за нами. Нам поручили построить комнату казни к большому событию.
adviser_deathrowintrob_1	Построй новое здание здесь.
adviser_deathrowintrob_2	В первую очередь надо возвести само здание, в котором будет достаточно места для комнаты казни и общей камеры.
adviser_deathrowintrob_3	С этого и начнем. Построй новое здание здесь.

adviser_deathrow_explain1	За строительство здания отвечают рабочие.
adviser_deathrow_explain2	Они берут сталь и бетон с этого склада и относят их на стройплощадку.
adviser_deathrow_explain3	Эти материалы используются для строительства фундамента и каркаса.
adviser_deathrow_explain4	Эта часть занимает больше всего времени. Хорошенько все продумай, прежде чем строить новое здание.
adviser_deathrow_explain5	Пока мы ждем можно оглядеться. Используй кнопки WASD или курсор для перемещения, а колесо мыши — для приближения и отдаления.

objective_deathrow_building	Построить здание для комнаты казни.

adviser_deathrow_buildinside1	Новому зданию нужен вход.
adviser_deathrow_buildinside2	Установи большую решетчатую дверь в южной стене.

objective_deathrow_buildouterdoor	Установить большую решетчатую дверь.

adviser_deathrow_internalwalls1	В здании нужно построить камеру и комнату казни.
adviser_deathrow_internalwalls2	Разграничь пространство с помощью кирпичных стен.

objective_deathrow_buildinternalwalls	Построить внутренние стены.

adviser_deathrow_internaldoors1	Теперь установи большую решетчатую дверь в образовавшихся проемах.
adviser_deathrow_internaldoors2	Перед установкой объекты можно вращать щелчком средней кнопки мыши (или кнопкой R).

objective_deathrow_buildinternaldoors	Установить внутренние двери (щелчок средней кнопки мыши или кнопка R для вращения объекта)

adviser_deathrow_designation1	Неплохо. Теперь надо назначить комнаты.
adviser_deathrow_designation2	Меньшую комнату сделай камерой. В ней мы разместим приговоренного к смерти.
adviser_deathrow_designation3	Затем укажи, что в большом помещении будет комната казни.

objective_deathrow_designatecell	Указать место для камеры
objective_deathrow_designateexecution	Указать место для комнаты казни

adviser_deathrow_roomrequirements1	Новые комнаты бесполезны, пока они не отвечают стандартным требованиям.
adviser_deathrow_roomrequirements2	В камере надо установить кровать и туалет.
adviser_deathrow_roomrequirements3	B комнате казни нужен электрический стул.

objective_deathrow_cellobjects1	Установить кровать.
objective_deathrow_cellobjects2	Установить туалет.
objective_deathrow_executionobjects	Установить электрический стул.

adviser_deathrow_optional1	О самом важном мы позаботились. Но можно сделать еще несколько улучшений.
adviser_deathrow_optional2	Это совсем не обязательно, и больше зависит от того, насколько ты заботишься о заключенных и условиях содержания под стражей.
adviser_deathrow_optional3	Окно на улицу и небольшая книжная полка сделают камеру намного уютнее.
adviser_deathrow_optional4	А само здание можно улучшить с помощью более качественного напольного покрытия, например деревянных половиц или мозаичной плитки.
adviser_deathrow_optional5	Снаружи можно установить освещение и проложить дорожку из брусчатки, если ты думаешь, что так нужно.

adviser_deathrow_transfer05	Вот о ком я говорил — Эдвард Ромси. Представить только, бывший учитель.
adviser_deathrow_transfer06	Не нам решать, заслужил ли он свое наказание. Суд вынес вердикт. Мы лишь выполняем свою работу.
adviser_deathrow_transfer1	Когда закончишь улучшать здание, можно начать перевод заключенного в новую камеру.
adviser_deathrow_transfer2	Для этого выбери его щелчком мыши, а затем нажми на любое место за пределами камеры правой кнопкой мыши.

objective_deathrow_path	(ДОПОЛНИТЕЛЬНО) Построить дорожку к новому зданию
objective_deathrow_window	(ДОПОЛНИТЕЛЬНО) Установить окно в камере
objective_deathrow_bookshelf	(ДОПОЛНИТЕЛЬНО) Установить книжную полку в камере
objective_deathrow_flooring	(ДОПОЛНИТЕЛЬНО) Положить напольное покрытие более высокого качества
objective_deathrow_outerlights	(ДОПОЛНИТЕЛЬНО) Установить освещение вокруг здания
objective_deathrow_transferinmate	Закончив с улучшениями, начните перевод заключенного. Для этого щелкните на полароид в камере Эдварда.

adviser_deathrow_setupmurder1	Этот парень не стоит и одной слезы. Он хладнокровный убийца, и ответит за свое преступление.
adviser_deathrow_setupmurder2	У нас признание есть. Хотите ознакомиться?
adviser_deathrow_setupmurder3	Та еще история. "Было около 11 ночи. Свет уже не горел. Но я знал, что она дома..."
adviser_deathrow_postmurder1	Говорю же, хладнокровный убийца.
adviser_deathrow_postmurder2	По мне, дело ясное. Именно для таких, как он, и придуман электрический стул.
adviser_deathrow_postmurder3	Все люди заслуживают прощение, даже он. Не стоит столь бездумно выносить окончательный приговор.
adviser_deathrow_postmurder4	То, что он застукал жену с любовником — не оправдание для убийства.
adviser_deathrow_postmurder5	У него с собой было заряженное оружие: он знал, что застанет их вместе. Двойное предумышленное убийство.
adviser_deathrow_postmurder6	Он сотрудничал с властями. Штат наказывает его в назидание другим.
adviser_deathrow_postmurder7	Случись это преступление на 100 миль к северу, его бы ждало пожизненное заключение. Разве это справедливость?
adviser_deathrow_postmurder8	И что вы предлагаете? Отпустить его? Я буду спать куда крепче, когда он сдохнет.


adviser_deathrowelectricity_1	Пока все идет как надо.
adviser_deathrowelectricity_2	Но есть одна проблема: без электропитания комната казни не будет работать.
adviser_deathrowelectricity_3	Нужно подключить ее к электросети.

adviser_deathrowelectricityb_1	Так выглядит тюрьма в режиме Инженерные сети. Здесь хорошо видна вся электропроводка на территории.
adviser_deathrowelectricityb_2	Каждое здание в тюрьме связано с генератором большими подземными кабелями питания.
adviser_deathrowelectricityb_3	Подстанция берет электричество из общей сети и распределяет его по территории тюрьмы.
adviser_deathrowelectricityb_4	Сейчас целое крыло отключено от питания. Нигде не горит свет.
adviser_deathrowelectricityb_4b	Перейди в режим Инженерные сети, чтобы понять как можно исправить эту проблему.
adviser_deathrowelectricityb_5	Ближайший кабель электропитания слишком далеко. Наши инженеры не могут подсоединить этот сектор.
adviser_deathrowelectricityb_6	Протяни электрический кабель, чтобы запитать это крыло.

objective_deathrow_cellpower	Подключить комнаты к электросети.

adviser_deathrow_connectchair_1	Не только лампам нужно питание. Электрическому стулу тоже.
adviser_deathrow_connectchair_2	Проведи питание от генератора в комнату казни с помощью кабелей.
adviser_deathrow_connectchair_3	Электрический стул относится к особой категории электроприборов. Ему требуется выделенная линия питания. Нужно соединить стул напрямую с главным кабелем.

objective_deathrow_chairpower	Подключить электрический стул к электросети.
objective_deathrow_condemnedcellpower	Подключить камеру к электросети.

adviser_deathrow_testchair_1	Что ж, мы почти закончили. Нужно устроить хотя бы один контрольный запуск, прежде чем использовать комнату казни.
adviser_deathrow_testchair_2	Я включу стул на пару секунд, чтобы проверить, как он работает.
adviser_deathrow_testchair_3	Дело дрянь. Похоже, из-за резкого скачка напряжения сработал автоматический выключатель генератора. Вся тюрьма осталась без света.
adviser_deathrow_testchair_4	Для питания электрического стула потребуется куда больше мощности.
adviser_deathrow_testchair_5	Сперва надо включить питание. Это делается в два этапа.
adviser_deathrow_testchair_5b	Шаг первый: перезапустить генератор щелчком мыши (в появившемся меню выбери Включить).
adviser_deathrow_testchair_6	Шаг второй: построить 3 дополнительных конденсатора, чтобы хватило мощности для питания электрического стула.
adviser_deathrow_testchair_7	Как закончишь, устрой еще одно испытание электрического стула. Для этого щелкни на нем и выбери Включить.

objective_deathrow_poweron	Перезапустить генератор (для этого щелкни на нем и выбери Включить).
objective_deathrow_expandpower	Установить три новых конденсатора рядом с генератором
objective_deathrow_chairworking	Устроить повторное испытание стула (для этого щелкни на нем и выбери Включить).

adviser_deathrow_execution_1	Отлично. Думаю, все готово к работе.
adviser_deathrow_execution_2	Дальше от нас ничего не зависит. Мы сработали на самом высоком уровне, и это главное в нашем деле.
adviser_deathrow_execution_3	Советую не принимать близко к сердцу то, что произойдет дальше.

adviser_deathrow_setupexecution1	Пора, Эдвард.
adviser_deathrow_setupexecution2	Ты все сделал правильно, даже если в этом мире тебя не готовы простить.
adviser_deathrow_setupexecution3	Скоро ты предстанешь перед Богом. И последнее слово всегда за ним.

adviser_deathrow_setupexecution4	Эдвард Ромси. Вы признаны виновным в двойном убийстве первой степени.
adviser_deathrow_setupexecution5	Вы приговариваетесь к смерти.
adviser_deathrow_setupexecution6	Последнее слово?
adviser_deathrow_setupexecution7	Сьюзан...
adviser_deathrow_setupexecution8	Мне жаль.

# =============================================================================
# Expense popups
# =============================================================================

finance_cost_prisonsale	Продажа предыдущей тюрьмы
finance_cost_equiptazer	Инвентарь: Шокер
finance_cost_equipbodyarmour	Инвентарь: Бронежилет
finance_cost_exports	Отправка товаров
finance_cost_foundations	Здания
finance_cost_cashflow	Прибыль
finance_cost_bankloan	Займы
finance_cost_bankloan_repayment	Погашение займов
finance_cost_sharesale	Продажа акций
finance_cost_sharepurchase	Покупка акций
finance_cost_grantadvance	Авансовый платеж по гранту
finance_cost_grantcompletion	Плата за завершение гранта
finance_cost_reformprogram	Занятия по программам реформы
finance_cost_repair	Починить
finance_cost_sellobject	Продать объект
finance_cost_landpurchase	Покупка земли
finance_cost_prisonerintake	Прибытие заключенных
finance_cost_grantcancellation	Стоимость отмены
finance_cost_grantrefund	- Возмещение: *X
finance_cost_grantfine	- Штраф: *X
finance_cost_executionfine	Штраф за неправомерную казнь
finance_cost_executioncompensation	Компенсация за казнь
finance_cost_shopintake	Доход магазина
finance_cost_prisonerwages	Зарплата заключенных
finance_cost_fine	Штраф
finance_cost_shopcommission	Комиссия с объема продаж в магазине


# =============================================================================
# Clock
# =============================================================================

clock_speed_0	||
clock_speed_1	>
clock_speed_2	>>
clock_speed_5	>>>
clock_speed_10	>>>>
clock_speed_half	...
clock_add_hour	+
clock_am	AM
clock_pm	PM

# =============================================================================
