
# =============================================================================
# Basic dialog strings
# =============================================================================

dialog_new	Nuevo

adviser_deathrowintro_1	Es difícil.
adviser_deathrowintro_2	Un preso encarcelado en estas instalaciones ha sido declarado culpable de doble asesinato y lo han condenado a muerte.
adviser_deathrowintro_3	Ahí es donde entramos nosotros. Nos han contratado para construir una cámara de ejecución y debe estar lista a tiempo para la ejecución de este tío.
adviser_deathrowintrob_1	Aquí es donde quiero que se construyan las nuevas instalaciones.
adviser_deathrowintrob_2	El primer paso en un proyecto de este tipo es construir el edificio en sí mismo con suficiente espacio interior para albergar una sala de ejecución y una celda.
adviser_deathrowintrob_3	Empecemos. Construye un nuevo edificio aquí.

adviser_deathrow_explain1	Tus obreros son los responsables de la construcción de edificios.
adviser_deathrow_explain2	Los obreros recogen el acero y el hormigón de este almacén y lo llevan a la obra.
adviser_deathrow_explain3	Utilizan estas materias primas para construir los cimientos y la estructura de tu nuevo edificio.
adviser_deathrow_explain4	Esta es la parte más lenta de la obra, por lo que deberías de planificar con tiempo la construcción de nuevas instalaciones.
adviser_deathrow_explain5	Mientras esperamos, echa un vistazo a tu alrededor. Utiliza las flechas o las teclas W, A, S y D para moverte y utiliza la rueda del ratón para acercar y alejar la vista.

objective_deathrow_building	Construye un edificio para albergar las instalaciones de ejecución.

adviser_deathrow_buildinside1	También necesitaremos una entrada para las nuevas instalaciones de ejecución.
adviser_deathrow_buildinside2	Construye una puerta grande en la pared sur.

objective_deathrow_buildouterdoor	Construye una puerta grande

adviser_deathrow_internalwalls1	En el interior del edificio quiero que haya una celda y una sala de ejecución.
adviser_deathrow_internalwalls2	Distribuye el espacio mediante la construcción de algunas paredes de ladrillo.

objective_deathrow_buildinternalwalls	Construye paredes internas

adviser_deathrow_internaldoors1	Ahora añade puertas grandes a las paredes divisorias.
adviser_deathrow_internaldoors2	Puedes rotar un objeto antes de colocarlo, pulsa el botón central del ratón (o pulsa la tecla R).

objective_deathrow_buildinternaldoors	Construye puertas internas (pulsa el botón central del ratón o presiona R para rotar un objeto)

adviser_deathrow_designation1	Ha quedado genial. Ahora tenemos que designar salas dentro de esos espacios.
adviser_deathrow_designation2	Designa una celda en el área pequeña donde vivirá nuestro preso condenado.
adviser_deathrow_designation3	Luego, designa la sala de ejecución en el área más grande.

objective_deathrow_designatecell	Designar una celda
objective_deathrow_designateexecution	Designar una sala de ejecución

adviser_deathrow_roomrequirements1	Estas nuevas salas tienen que cumplir unos requisitos antes de ser utilizables
adviser_deathrow_roomrequirements2	La celda necesita una cama y un retrete.
adviser_deathrow_roomrequirements3	La sala de ejecución necesita una silla eléctrica.

objective_deathrow_cellobjects1	Construye una cama
objective_deathrow_cellobjects2	Construye un retrete
objective_deathrow_executionobjects	Construye una silla eléctrica

adviser_deathrow_optional1	Eso es lo básico pero todavía podrías realizar algunas mejoras.
adviser_deathrow_optional2	Depende de ti, no es estrictamente necesario. Depende de lo mucho que te preocupes por tus reclusos y su entorno.
adviser_deathrow_optional3	La celda podría mejorarse colocando una ventana hacia el exterior y una pequeña estantería con libros.
adviser_deathrow_optional4	Las instalaciones quedarían mejor con un suelo hecho con material de calidad superior, como madera o azulejos de mosaico.
adviser_deathrow_optional5	Si te parece bien, en el exterior se puede añadir un poco de luz y un camino pavimentado.

adviser_deathrow_transfer05	Este es el preso en cuestión, Edward Romsey. Antes era profesor, ¿qué te parece?
adviser_deathrow_transfer06	No somos nosotros los que debemos decidir si merece esto. La Ley ha tomado esa decisión. Nosotros solo hacemos nuestro trabajo.
adviser_deathrow_transfer1	Una vez que estés satisfecho con las instalaciones, puede comenzar la transferencia del preso a su nueva celda.
adviser_deathrow_transfer2	Simplemente pulsa en la polaroid de su celda para iniciar la transferencia.

objective_deathrow_path	(OPCIONAL) construye un camino a las nuevas instalaciones
objective_deathrow_window	(OPCIONAL) Añade una ventana a la celda
objective_deathrow_bookshelf	(OPCIONAL) Añade una estantería con libros a la celda
objective_deathrow_flooring	(OPCIONAL) Rehaz el suelo con materiales de mayor calidad
objective_deathrow_outerlights	(OPCIONAL) Añade un poco de iluminación en los alrededores de las instalaciones
objective_deathrow_transferinmate	Cuando hayas terminado, comenzará el traslado del preso. Comienza la transferencia pulsando en la polaroid de la celda de Edward.

adviser_deathrow_setupmurder1	No llores por este tío. Es un asesino de sangre fría y es culpable, tal y como lo han declarado.
adviser_deathrow_setupmurder2	Incluso ha confesado. ¿Quieres oír el testimonio de su crimen?
adviser_deathrow_setupmurder3	Es interesante. "Fue sobre de las 23:00. Las luces ya estaban encendidas. Sabía que estaba en casa ..."
adviser_deathrow_postmurder1	Como te he dicho, un asesino de sangre fría.
adviser_deathrow_postmurder2	Claro como el agua. Se merece cada voltio que le van a descargar.
adviser_deathrow_postmurder3	Todos los hombres merecen el perdón, incluso él. ¿Estás seguro de que tú podrías hacer frente al juicio final?
adviser_deathrow_postmurder4	Pillar a tu mujer con otro hombre no es excusa para lo que hizo.
adviser_deathrow_postmurder5	Fue con un arma cargada sabiendo que los encontraría juntos. Eso es doble asesinato con premeditación.
adviser_deathrow_postmurder6	Pero ha cooperado con las autoridades. Es un preso ejemplar.
adviser_deathrow_postmurder7	Si hubiera cometido el crimen 100 kilómetros al norte, estaría cumpliendo cadena perpetua en vez de en el corredor de la muerte. ¿Esto es la justicia?
adviser_deathrow_postmurder8	¿Quieres tener a un tío como este por ahí suelto? Dormiré tranquilo cuando sepa que ya no está.


adviser_deathrowelectricity_1	Buen trabajo hasta ahora.
adviser_deathrowelectricity_2	Pero hay un problema, la sala de ejecución no está funcionando todavía  porque no tiene energía.
adviser_deathrowelectricity_3	Necesitamos conectarla a la red eléctrica.

adviser_deathrowelectricityb_1	Estamos viendo la prisión en el modo Utilidades, que nos muestra el diseño de cableado eléctrico para toda la prisión.
adviser_deathrowelectricityb_2	Cada edificio de la prisión está conectado a la red eléctrica con estos cables eléctricos subterráneos gruesos.
adviser_deathrowelectricityb_3	La cárcel obtiene su suministro energético a través de esta subestación que trae la electricidad de la red nacional.
adviser_deathrowelectricityb_4	Como puedes ver, toda esta parte de celdas no tiene energía. Todas las luces están apagadas.
adviser_deathrowelectricityb_4b	Para solucionar este problema, primero tenemos que pasar al modo de Utilidades para averiguar por qué no hay electricidad.
adviser_deathrowelectricityb_5	Los cables eléctricos están demasiado lejos, nuestros ingenieros no pueden completar el cableado de esta zona.
adviser_deathrowelectricityb_6	Extiende los cables eléctricos cercanos para cubrir este ala de la prisión.

objective_deathrow_cellpower	Conecta las salas al suministro eléctrico

adviser_deathrow_connectchair_1	Las luces no son lo único que necesita energía. La silla eléctrica también.
adviser_deathrow_connectchair_2	Utiliza los cables de alimentación para conectar las instalaciones de ejecución a la red eléctrica.
adviser_deathrow_connectchair_3	La silla eléctrica está hecha con un material especial conductor de electricidad. Necesita su propia línea de alimentación exclusiva. Tendrás que conectarla directamente a los cables de la red.

objective_deathrow_chairpower	Conecta la silla eléctrica al suministro eléctrico
objective_deathrow_condemnedcellpower	Conecta la celda al suministro eléctrico

adviser_deathrow_testchair_1	Ya casi hemos terminado. Hay que probar la nueva sala de ejecución al menos una vez antes de utilizarla de verdad.
adviser_deathrow_testchair_2	La encenderé durante unos segundos para asegurarnos de que todo funciona correctamente.
adviser_deathrow_testchair_3	Vaya, no ha funcionado. Parece que le hemos puesto demasiada potencia y ha habido un apagón. Toda la cárcel está a oscuras.
adviser_deathrow_testchair_4	Tendremos que esforzarnos para conseguir solucionar los apagones que genera la silla eléctrica
adviser_deathrow_testchair_5	Primero, necesitamos volver a activar la electricidad. Este es un proceso que requiere dos pasos:
adviser_deathrow_testchair_5b	Apaga la planta eléctrica pulsando en ella y selecciona Encender en el menú que aparece.
adviser_deathrow_testchair_6	A continuación, crea tres condensadores más para tener potencia suficiente para controlar la silla eléctrica.
adviser_deathrow_testchair_7	Una vez que hayas hecho esto, prueba otra vez la silla eléctrica pulsando en ella y seleccionando Encender del menú.

objective_deathrow_poweron	Enciende la planta eléctrica de nuevo. (Pulsa en la planta eléctrica y luego, selecciona Encender en el menú)
objective_deathrow_expandpower	Amplía la planta con tres nuevos condensadores
objective_deathrow_chairworking	Prueba la silla de nuevo (pulsa en ella y selecciona Encender)

adviser_deathrow_execution_1	Bien hecho. Misión cumplida
adviser_deathrow_execution_2	Lo que pase ahora no está en nuestras manos. Hemos hecho un trabajo profesional y eso es lo que importa.
adviser_deathrow_execution_3	No te preocupes por lo que pasará.

adviser_deathrow_setupexecution1	Le ha llegado la hora a Edward.
adviser_deathrow_setupexecution2	Has hecho lo correcto pero este mundo no te perdonará.
adviser_deathrow_setupexecution3	Pronto estarás Dios y él pronunciará la sentencia definitiva.

adviser_deathrow_setupexecution4	Edward Romsey. Declarado culpable de doble asesinato en primer grado.
adviser_deathrow_setupexecution5	Pena de muerte.
adviser_deathrow_setupexecution6	¿Tiene algo que declarar?
adviser_deathrow_setupexecution7	Susan...
adviser_deathrow_setupexecution8	Lo siento.

# =============================================================================
# Expense popups
# =============================================================================

finance_cost_prisonsale	Venta de la prisión anterior
finance_cost_equiptazer	Equipamiento: Taser
finance_cost_equipbodyarmour	Equipamiento: Protecciones
finance_cost_exports	Exportaciones
finance_cost_foundations	Cimientos de los edificios
finance_cost_cashflow	Flujo de caja
finance_cost_bankloan	Préstamo bancario
finance_cost_bankloan_repayment	Reembolso de los préstamos del banco
finance_cost_sharesale	Compartir venta
finance_cost_sharepurchase	Compartir compra
finance_cost_grantadvance	Avance de subvención
finance_cost_grantcompletion	Pago completo de la subvención
finance_cost_reformprogram	Sesión del programa de reforma
finance_cost_repair	Arreglar
finance_cost_sellobject	Vender objeto
finance_cost_landpurchase	Compra de terrenos
finance_cost_prisonerintake	Entrada de presos
finance_cost_grantcancellation	Costes de cancelación
finance_cost_grantrefund	- Reembolso: *X
finance_cost_grantfine	- Multa: *X
finance_cost_executionfine	Multa por ejecución incorrecta
finance_cost_executioncompensation	Compensación por ejecución
finance_cost_shopintake	Beneficios de tienda
finance_cost_prisonerwages	Sueldos de presos
finance_cost_fine	Multa
finance_cost_shopcommission	Comisión por venta en tienda


# =============================================================================
# Clock
# =============================================================================

clock_speed_0	||
clock_speed_1	>
clock_speed_2	>>
clock_speed_5	>>>
clock_speed_10	>>>>
clock_speed_half	...
clock_add_hour	+
clock_am	AM
clock_pm	PM

# =============================================================================
# Events
# =============================================================================

event_powerstationfire	Una sobrecarga ha hecho que el generador se recalentase e incendiase
event_powerstationfire_x	Una sobrecarga ha producido una explosión en el generador y ha saltado por los aires.
event_powerstationfirelarge	Una sobrecarga ha hecho que el generador se recalentase e incendiase
event_powerstationfirelarge_x	Una sobrecarga ha producido una explosión en el generador y ha saltado por los aires.
event_kitchenfire	¡Hay fuego en la cocina!
event_waterpipeburst	Una cañería ha explotado y la zona está inundada. Arréglalo antes de que el daño sea irreparable.
event_bulkintake	Una catástrofe en una prisión cercana ha inutilizado las instalaciones. No tenemos más opción que transferir a los reclusos a tu prisión ya que no hay otra prisión cerca. Llegarán pronto.
event_workshopaccident	Un preso está gravemente herido por un accidente en el taller y no puede moverse. ¡Envía rápidamente a un médico!
event_subsidence	Un hundimiento del terreno ha destrozado una parte de nuestros muros exteriores. ¡Tienes que repararlo inmediatamente!
event_earthquake	¡Un terremoto ha derribado una parte de la prisión!
event_virus	Ha llegado a nuestros oídos que varios reclusos están enfermos. Deberíamos identificarlos y ponerlos en cuarentena parque la la infección no se extienda.
event_virus_x	Nos han informado de que hay varios reclusos enfermos con síntomas bastante graves. Deberías considerar ponerlos en cuarentena y tratarlos antes de que la infección se extienda.
event_treefire	¡Se ha iniciado un incendio en nuestra explotación forestal!
event_foodpoisoning	Hemos recibido informes de intoxicación alimentaria entre los reclusos. Deben de haberse estropeado algunos alimentos en la cocina. Por desgracia para los enfermos, no hay mucho que se pueda hacer aparte de esperar.
event_cilistleak	No sabemos cómo, pero han salido a la luz las identidades de algunos de nuestros informantes confidenciales. Como no los llevemos inmediatamente a un lugar seguro, correrán muchísimo peligro.
event_keysersoze	Uno de nuestros reclusos de mínima seguridad está implicado en un reciente y sonado caso de pandillas como líder de alto nivel. Estaba actuando con mucha discreción, pero ahora todo el mundo sabe quién es...
event_preacherconversion	Uno de nuestros presos más carismáticos se ha convertido en una especie de evangelista y parece que está siendo muy persuasivo con los demás. No es necesariamente un problema, pero puede que los reclusos pronto empiecen a tener necesidades espirituales.

event_massassassination_1	Se han filtrado las identidades de varios testigos protegidos y algunos de ellos son reclusos de nuestra prisión.
event_massassassination_2	Les han dado una paliza pero los necesitamos vivos. Tienes que identificarlos y mantenerlos a salvo hasta que sea su juicio.
event_massassassination_3_x	Vamos con retraso así que no tienes mucho tiempo antes de que se haga público todo esto.

event_tvremovaldemand_1	Los medios han iniciado una campaña contra los servicios que se ofrecen a los reclusos y estoy bajo muchísima presión.
event_tvremovaldemand_2	Voy a pasar una orden que prohíbe las teles en las zonas comunes así que necesito las teles fuera ya o te multarán. Tienes seis horas.
event_tvremovaldemand_fine	Has fracasado quitando las teles de las zonas comunes tal y como dictaba la ley. Te han multado y seguirás recibiendo multas hasta que las quites todas.
event_tvremovaldemand_complete	Los medios de comunicación han pasado a otro tema y se ha revocado la orden de quitar las teles. Puedes instalarlas de nuevo si quieres.

event_weightsremovaldemand_1	Los medios de comunicación han iniciado una campaña sobre las atenciones que reciben los presos y la cosa se está poniendo chunga.
event_weightsremovaldemand_2	Voy a pasar una orden que prohíbe el equipamiento para ejercicio físico en los patios de la prisión. Retira todos los bancos de pesas de los patios o te multarán. Tienes 6 horas.
event_weightsremovaldemand_fine	Has fracasado al retirar todos los bancos de pesas de los patios. Te han multado y te continuarán multando hasta que los retires.
event_weightsremovaldemand_complete	Los medios de comunicación han pasado a otro tema y se ha revocado la orden de quitar los bancos de pesas. Puedes instalarlos de nuevo si quieres.

event_lessfooddemand_1	La junta ha decidido experimentar con un número de medidas ahorrativas en varias instalaciones y tu prisión se ha incluido en el programa.
event_lessfooddemand_2	Tenemos que reducir la cantidad y variedad de la comida en nuestra prisión para ver el efecto que tiene en los presupuestos generales.
event_lessfooddemand_fine	Como has decidido no implementar la nueva política alimentaria que te hemos solicitado, vamos a coger los ahorros potenciales directamente de tus fondos. Seguiremos así hasta que hagas lo que te hemos pedido.
event_lessfooddemand_complete	El presupuesto para comida es alto y los resultados no son determinantes. Puedes  retomar tu política alimentaria original si quieres.

event_removevisitationdemand_1	Un incidente en otra prisión ha remarcado problemas potenciales con las verificaciones de seguridad en relación a las visitas de familiares.
event_removevisitationdemand_2	Hasta que se pueda revisar el proceso, todas las visitas deben suspenderse. Tienes 12 horas para eliminar todas las salas de visita de tu prisión.
event_removevisitationdemand_fine	Has fracasado quitando todas las salas de visita de tu prisión a pesar de los problemas de seguridad. Te han multado y te seguirán multando hasta que completes la tarea.
event_removevisitationdemand_complete	Hemos completado las comprobaciones de seguridad del proceso de visitas y puedes volver a añadir las salas de visita si lo deseas.

event_lessworkdemand_1	Me han informado de que los presos no están contentos con sus horarios de trabajo y planean causar problemas si no se reduce el horario laboral.
event_lessworkdemand_2	Un guardia ha escuchado que alguien ha comentado que si deben trabajar más de dos horas, tirarían la prisión abajo.
event_lessworkdemand_ignore	Parece que los reclusos se han rendido y están controlados. No están contentos pero es bueno enseñarles quién manda aquí.
event_lessworkdemand_complete	Los reclusos han aceptado su horario laboral, supongo que han entendido los últimos días como vacaciones. Podemos ponerlos a trabajar de nuevo sin problema.

event_moresleepdemand_1	Hemos recibido quejas de los presos porque no duermen suficiente y están muy irritados.
event_moresleepdemand_2	Han dicho que no duermen ni 7 horas y van a empezar a provocar problemas.
event_moresleepdemand_ignore	Parece que los reclusos se han cansado y han cesado en sus protestas sobre la falta de sueño. Supongo que estaban agotados.
event_moresleepdemand_complete	Lo de la falta de sueño de los presos se ha terminado así que puedes volver a cambiar los horarios sin problema si quieres.

event_morefreetimedemand_1	Los reclusos están descontentos por el poco tiempo libre que tienen en sus horarios.
event_morefreetimedemand_2	Los guardias han escuchado que si las cosas no cambian, los reclusos empezarán a causar problemas.
event_morefreetimedemand_ignore	Los presos se han calmado y han dejado de causar problemas por su falta de tiempo libre. Quizás se han dado cuenta de que tendrían aún menos si estuviesen en Aislamiento.
event_morefreetimedemand_complete	Las peticiones de los reclusos de más tiempo libre se han atendido durante suficiente tiempo, puedes cambiar los horarios de nuevo si quieres.

event_contrabandsurge_complete	Acabamos de descubrir que uno de los profesores que imparten clases a los presos estaba introduciendo enormes cantidades de contrabando. Lo hemos despedido, pero el mal ya está hecho.
event_corruptingspiritualist_complete	Uno de los líderes espirituales que vienen a participar en los programas religiosos ha estado calentándoles la cabeza a los reclusos con todo tipo de discursos del odio. Lo hemos despedido, pero llevará tiempo tranquilizar a los reclusos.

event_agitatingradio_1	Según dicen algunos guardias, un nuevo locutor de la emisora que escuchan los reclusos ha estado diciendo un montón de cosas que les han calentado la cabeza.
event_agitatingradio_2	Puede que nos convenga quitar las radios de momento, no vaya a ser que se empiecen a tomar en serio lo que dice.
event_agitatingradio_complete	Parece que, después de muchas quejas, han despedido a ese locutor. Ya no habrá más problemas con las radios de la prisión.

# =============================================================================
# Events Objectives (shown in todo list)
# =============================================================================

objective_bulkintake	Prisioneros entrantes
objective_tvremovaldemand	Elimina las teles de las zonas comunes
objective_tvremovaldemand_child	Asegúrate de que no haya teles en las zonas comunes
objective_weightsremovaldemand	Elimina los bancos de pesas de los patios
objective_weightsremovaldemand_child	Asegúrate de que no haya bancos de pesas en los patios
objective_lessfooddemand	Reduce la cantidad y variedad de la comida
objective_lessfooddemand_child	Reduce la cantidad y variedad de la comida de los presos
objective_removevisitationdemand	Elimina todas las salas de visita
objective_removevisitationdemand_child	Asegúrate de que no hay salas de visita en la prisión hasta que los controles de seguridad se hayan completado.
objective_virus	Brote viral
objective_virus_child	Total de reclusos infectados:
objective_massassassination	Testigo federal\nFecha de juicio
objective_massassassination_child	Testigos supervivientes:
objective_lessworkdemand	Los presos piden menos trabajo
objective_lessworkdemand_child	Reduce el trabajo a 2 horas al día o menos
objective_moresleepdemand	Dales a los presos más horas de sueño
objective_moresleepdemand_child	Incrementa las horas de sueño a al menos 7 horas al día
objective_morefreetimedemand	Dales a los presos más tiempo libre
objective_morefreetimedemand_child	Aumenta el tiempo libre a al menos 6 horas al día
objective_agitatingradio	Programas de radio polémicos
objective_agitatingradio_child	Los programas de radio actuales les están calentando la cabeza a nuestros reclusos...

# =============================================================================
# Custom warden strings
# =============================================================================

warden_default_name	El Alcaide
warden_default_desc	La persona más equilibrada del mundo, hace su trabajo y nada más. La gente le llama el Alcaide.
warden_lobbyist_name	El Activista
warden_lobbyist_desc	El Activista tiene amigos en altos cargos y se asegura de que los presos más maleables acaben uniéndose a él.\n\n - Reduce a la mitad la probabilidad de recibir prisioneros violentos, letales, volátiles, mortales o luchadores.
warden_lobbyist_desc_short	- Reduce a la mitad la probabilidad de recibir prisioneros violentos, letales, volátiles, mortales o luchadores.
warden_fear_name	Rita
warden_fear_desc	Despiadada y terrorífica, Rita tiene la reputación de gobernar las prisiones a través del miedo. Hay rumores de que lleva un látigo, pero quizás exageren.\n\n - Reduce a la mitad las probabilidades de ser estoico o temerario\nlos prisioneros se someten dos veces más rápido.
warden_fear_desc_short	- Reduce a la mitad las probabilidades de ser estoico o temerario\nlos prisioneros se someten dos veces más rápido.
warden_tunnels_name	J.W. Periwinkle
warden_tunnels_desc	El Alcaide Periwinkle dice que fue zapador en la guerra pero nunca especifica en qué guerra. Lo que es cierto es que sabe mucho de cavar túneles.\n\n - Los perros tienen un 50% de probabilidades de cubrir los túneles que encuentren
warden_tunnels_desc_short	- Los perros tienen un 50% de probabilidades de cubrir los túneles que encuentren
warden_calming_name	El Pacificador
warden_calming_desc	El Pacificador tiene un talento especial para calmar incluso a los individuos más violentos. Incluso estar en la misma habitación que ellos basta para mantenerlos dóciles y sumisos.\n\n - Reduce la tensión en tu prisión, volviendo a tus reclusos más dóciles
warden_calming_desc_short	- Reduce la tensión en tu prisión, volviendo a tus reclusos más dóciles
warden_contraband_name	Saphara Acknova
warden_contraband_desc	Saphara Acknova tiene una reputación impecable y un historial limpio. Pero por detrás, es experta en trapicheos y trucos.\n\n - Conoce el valor de la reventa de cada pieza de contrabando encontrada\n - Los presos a los que se les detecte contrabando serán multados y  el importe se restará directamente de sus ahorros
warden_contraband_desc_short	- Conoce el valor de la reventa de cada pieza de contrabando encontrada\n - Los presos a los que se les detecte contrabando serán multados y  el importe se restará directamente de sus ahorros
buildtoolbar_wardenlobbyist	El Activista
buildtoolbar_tooltip_wardenlobbyist	Reduce los criminales violentos de tu prisión
interfacetopbar_tension_calmingwarden	tu Alcaide tiene un efecto calmante en tus reclusos
warden_consultingfee	Consultar tarifa

# =============================================================================
# Crime names
# =============================================================================

crime_bribery	Corrupción
crime_aggravatedburglary	Robo con violencia
crime_burglary	Robo
crime_arson	Incendio provocado
crime_criminaldamage	Daños a propiedades
crime_vandalism	Vandalismo
crime_possession	Posesión de drogas
crime_possessionintenttosupply	Posesión y distribución de drogas
crime_forgery	Falsificación
crime_fraud	Fraude
crime_counterfeightingcurrency	Falsificación de dinero
crime_falseaccounting	Falsificación financiera
crime_insidertrading	Mal uso de información secreta
crime_moneylaundering	Blanqueo de capital
crime_aggravatedvehicletheft	Robo de coche con violencia
crime_joyriding	Hurto y uso de vehículos
crime_dangerousdriving	Conducción temeraria
crime_deathbydangerousdriving	Homicidio por conducción temeraria
crime_drivingunderinfluence	Conducción bajo los efectos de drogas
crime_kidnapping	Secuestro
crime_falseimprisonment	Secuestro falso
crime_torture	Tortura
crime_assault	Asalto
crime_aggravatedassault	Asalto con violencia
crime_assaultinganofficer	Asalto a un oficial
crime_greviousbodilyharm	Daños físicos importantes
crime_murder	Asesinato
crime_attemptedmurder	Intento de asesinato
crime_manslaughter	Homicidio imprudente
crime_pervertingcourseofjustice	Intento de alteración de la justicia
crime_contemptofcourt	Desprecio a la justicia
crime_drunkdisorderlybehaviour	Alteración del orden público
crime_escapingfromlawfulcustody	Fuga de la justicia
crime_perjury	Perjurios
crime_rioting	Amotinamiento
crime_espionage	Espionaje
crime_violentdisorder	Comportamiento violento
crime_trafficking	Tráfico de sustancias ilegales
crime_armedrobbery	Asalto a mano armada
crime_robbery	Asalto
crime_carjacking	Robos en coches
crime_blackmail	Chantaje
crime_handlingstolengoods	Tráfico de mercancías robadas
crime_videogamepiracy	Piratería de videojuegos
crime_indievideogamepiracy	Piratería de videojuegos indies
crime_shoplifting	Hurto
crime_pickpocketing	Carterismo
crime_cartheft	Robo de coche
crime_rape	Violación
crime_grossindecency	Conducta obscena
crime_voyeurism	Voyerismo

# =============================================================================
# Cause of death
# =============================================================================

causeofdeath_fight	Muerto peleando con *X
causeofdeath_fight_weapon	Abatido por *X con *W
causeofdeath_fight_prisoner	Asesinado por *X
causeofdeath_fight_prisoner_weapon	Asesinado por *X con *W
causeofdeath_fight_actor	Abatido con *W
causeofdeath_gang	Abatido por miembro de pandilla rival
causeofdeath_gang_weapon	Abatido por miembro de pandilla rival con *W
causeofdeath_fire	Muerto en un incendio
causeofdeath_escaping	Abatido por *X al intentar escapar
causeofdeath_escaping_weapon	Abatido por *X con *W al intentar escapar
causeofdeath_mauled	Abatido a dentelladas por perro guardián
causeofdeath_snitch	Asesinado por ser chivato
causeofdeath_exlaw	Asesinado por ser ex miembro de las fuerzas del orden
causeofdeath_copkiller	Asesinado por guardias por ser asesino de policías
causeofdeath_explosion	Muerto en una explosión
causeofdeath_electrocution	Muerto por electrocución
causeofdeath_starvation	Muerto de hambre
causeofdeath_virus	Muerto por infección
causeofdeath_overdosed	Muerto por sobredosis
causeofdeath_bledout	Muerto por desangramiento
causeofdeath_riot	Muerto en un disturbio
causeofdeath_executed	Ejecutado en la silla eléctrica
causeofdeath_unknown_1	Causa de fallecimiento desconocida.
causeofdeath_unknown_2	Desbloquea la inteligencia para determinarla.


# =============================================================================
# Mutators
# =============================================================================

codex_mutators_desc	Los mutágenos modifican la forma en que se reproduce el juego, añadiendo nuevos desafíos o estilos de juego, pero no están necesariamente equilibrados.
mutators_random	Aleatorio

mutator_name_bigheads	Modo cabezón
mutator_name_moreviolentprisoners	Reclusos más violentos
mutator_name_noviolentprisoners	Reclusos no violentos
mutator_name_fastwalking	Caminar rápido
mutator_name_biggerfights	Peores peleas
mutator_name_morevolatileprisoners	Reclusos volátiles
mutator_name_endlesswinter	Invierno eterno
mutator_name_norevealedreps	No se han revelado las reputaciones
mutator_name_allrepsrevealed	Se han revelado todas las reputaciones
mutator_name_indestructabletrees	Zona de conservación natural
mutator_name_alllegendary	La GRAN casa
mutator_name_slowdeliveries	Repartos lentos
mutator_name_fastdeliveries	Repartos rápidos
mutator_name_extremelyneedyprisoners	Reclusos con necesidades
mutator_name_slowtime	Tiempo lento
mutator_name_burnthedead	Quema al muerto
mutator_name_gangwarfare	Pelea de bandas
mutator_name_massescapes	¡Sácame de aquí!
mutator_name_notunnels	Sin túneles
mutator_name_morecontraband	Más contrabando
mutator_name_nocontrabandlimits	Sin límites de contrabando
mutator_name_highdanger	Zona de peligro
mutator_name_superdrugs	¡De lujo!
mutator_name_weirdreputations	Reputaciones adicionales
mutator_name_nopausing	Sin pausa
mutator_name_norelease	No liberación
mutator_name_fastrelease	Condenas cortas
mutator_name_acidrain	Lluvia ácida
mutator_name_permanentday	Día permanente
mutator_name_permanentnight	Noche permanente
mutator_name_spreadingtrees	Crecimiento salvaje
mutator_name_contrabanddetectors	Escáneres de contrabando
mutator_name_superguards	Superguardias
mutator_name_oldschoolintake	Consumo de la vieja escuela
mutator_name_noclipstaff	Personal espectral

mutator_tooltip_bigheads	¡Aumenta las cabezas de tus reclusos!
mutator_tooltip_moreviolentprisoners	Aumenta significativamente el número de reclusos que recibes con tendencias violentas.
mutator_tooltip_noviolentprisoners	Únicamente recibes reclusos que no tienen tendencias violentas.
mutator_tooltip_fastwalking	Todo el mundo camina el doble de rápido en tu prisión.
mutator_tooltip_biggerfights	Hace que sea más probable que los reclusos se sumen a las peleas y menos probable que se alejen de ellas.
mutator_tooltip_morevolatileprisoners	Hace que prácticamente la mitad de tus reclusos tengan el rasgo volátil, lo que les hace causar problemas por diversión.
mutator_tooltip_endlesswinter	Reaviva el efecto del estado de Exposición aterradora y sume al mundo en un invierno eterno y glacial. (No tiene efecto si el Clima está desactivado.)
mutator_tooltip_norevealedreps	No sabrás nada sobre las reputaciones de los reclusos que se bajen del autobús.
mutator_tooltip_allrepsrevealed	Las reputaciones de los reclusos que se bajan del autobús siempre serán visibles.
mutator_tooltip_indestructabletrees	Las leyes locales de conservación prohíben la tala de árboles en esta zona. ¡Tendrás que construir alrededor de ellos!
mutator_tooltip_alllegendary	Todos los reclusos son Legendarios. ¡Buena suerte!
mutator_tooltip_slowdeliveries	Cada cosa que compres tendrá que llegar en un camión.
mutator_tooltip_fastdeliveries	Se acabaron las esperas a camiones; todo llega directamente a la prisión siempre y cuando tengas espacio para ello.
mutator_tooltip_extremelyneedyprisoners	Las necesidades de tus reclusos aumentarán a un ritmo mucho más elevado.
mutator_tooltip_slowtime	Hace que el reloj del juego vaya más lento, lo que causa que los días sean mucho más largos.
mutator_tooltip_burnthedead	Cualquier persona que muera en tu prisión será pasto de las llamas de forma espontánea.
mutator_tooltip_gangwarfare	Solo llegarán miembros de la banda a la prisión. (No tendrá efecto si las bandas están desactivadas.)
mutator_tooltip_massescapes	Los reclusos serán mucho más propensos a intentar cavar túneles para escaparse de la prisión, eliminando cualquier límite habitual en los túneles de escape.
mutator_tooltip_notunnels	Los reclusos no pueden excavar túneles para escapar de la prisión.
