
# =============================================================================
# Basic dialog strings
# =============================================================================

dialog_new	Yeni
prisoner_understanding	Anlayış
prisoner_concentration_0	Korkunç
prisoner_concentration_1	Kötü
prisoner_concentration_2	Yeterli
prisoner_concentration_3	İyi
prisoner_concentration_4	Mükemmel
prisoner_passchance	Başarı Şansı: %*X
prisoner_informant	Gizli Muhbir

prisoner_dayswithoutincident	Olaysız *X Gün
prisoner_availablemoney	Nakit: *X$

informant_title	MUHBİR
informant_coverage	ETKİ ALANI
informant_suspicion	ŞÜPHE
informant_status	DURUM
informant_none	Çalışan Bir Gizli Muhbirin Yok
informant_hint	(Baskı Altındaki Mahkumları İşe Al. Örn. Hücre Hapsindekileri)
informant_recruitable	(Potansiyel Gizli Muhbir)
informant_target	Hedef
informant_dead	ÖLÜ
informant_released	Serbest Bırakıldı
informant_coverblown	GİZLİLİĞİ İFŞA OLDU
informant_activate	Etkinleştir
informant_deactivate	Devre Dışı Bırak
informant_idle	Boşta
informant_onroute	Yol Üstünde...
informant_active	Aktif
informant_coveragecaps	KAPSAM *X%


contraband_owner	Sahibi: *X
contraband_ownerunknown	Sahibi Bilinmiyor
contraband_stolenfrom	*X'den çalındı, *Y saat önce
contraband_smuggledthrough	*X ile kaçak sokuldu, *Y saat önce
contraband_smuggledin	Mahkum tarafından kaçak sokuldu, *Y saat önce
contraband_type	Tür: *X
contraband_tradevalue_title	Ticari fiyatlar
contraband_tradevalue_low	$
contraband_tradevalue_medium	$$
contraband_tradevalue_high	$$$
contraband_tradevalue_veryhigh	$$$$

staff_exhausted	Yorgun
staff_tired	Bitkin
staff_pissedoff	Öfkeli
staff_onstrike	Grevde
staff_needsrest	Personel bir Personel Odasında dinlenmeyi tercih ediyor.

dog_needskennel	Köpeklerin uyuyabileceği bir Köpek Kulübesine ihtiyaçları var.

doctor_requireinfirmary	Bir Revir Gerektirir

entity_carryingequipment	*X Taşıyor
entity_carryingkeys	Hapishane Anahtarlarını Taşıyor
entity_carryingstaffkeys	Personel Anahtarını Taşıyor
entity_wearingarmour	Üstünde bir *X var

reports_schedule	Tüm Programları Yeniden Planla
reports_edit	Planı Düzenle
reports_bankloan	Banka Kredisi
reports_increaseloan	Artır
reports_decreaseloan	Azalt
reports_unlockbankloans	Kilidi Açan: Muhasebeci

drugs_heroin	Eroin
drugs_cocaine	Kokain

#                                       Eg "Bob's Mother"
visitor_relationship	*X'in *Y'si
visitor_age	Yaşı: *X

family_wife	Eş
family_exwife	Eski Eş
family_girlfriend	Kız arkadaş
family_son	Erkek çocuk
family_daughter	Kız çocuk
family_mother	Anne
family_father	Baba
family_brother	Erkek kardeş
family_sister	Kız kardeş
family_lawyer	Avukat
family_priest	Rahip
family_victims	Kurbanın ailesi
family_caption	Aile:
family_none	Hiçbiri
family_husband	Koca
family_exhusband	Eski Koca
family_boyfriend	Erkek Arkadaş

damage_dead	Ölü
damage_unconscious	Bilinci Kapalı
damage_serious	Ağır Yaralı
damage_injured	Yaralı
damage_amount	%*X Hasarlı

message_autosaving	Otomatik Kaydediliyor...

buildtoolbar_entersearchterm	arama terimi gir...

deploymentscheduler_title	YERLEŞTİRME PLANLAYICISI
deploymentscheduler_patrolonly	[Sadece *X için planla]
deploymentscheduler_schedulenow	Yerleşim ŞİMDİ gösteriliyor
deploymentscheduler_scheduletime	*X.00 - *Y.00 için yerleşim gösteriliyor
supplyanddemand_supplyheader	ARZ
supplyanddemand_demandheader	TALEP

tooltip_multipleobjects	TAB: Nesneleri Döndür
remotedoor_noservo	Kumandalı Kapılar üzerinde çalışır bir servo olmadan açılmaz.

targettingfood_prisonersassigned	Atanan mahkumlar: *X
targettingfood_predicteddemand	= TAHMİNİ TALEP =
targettingfood_demand	*X TALEP ET
targettingfood_supply	*X (+*Y) TEDARİK ET
targettingfood_prisoners	mahkumlar
targettingfood_required	Gereken öğünler: *X
targettingfood_ready	Hazır olan öğünler: *X
targettingfood_cooked	Pişmekte olan öğünler: *X

roomgrading	Oda Derecelendirme
roomgrading_cell_roomsize	[*E] Oda boyutu en az *X Kare
roomgrading_cell_cleanliness	[*E] *X% üzerinde temizlik
roomgrading_cell_outsidewindow	[*E] *Y Dış Pencere
roomgrading_cell_item	[*E] Nesne: *X

roomgrading_dormitory_roomsize	[*E] Oda boyutu Mahkum başına en az *X Kare
roomgrading_dormitory_cleanliness	[*E] *X% üzerinde temizlik
roomgrading_dormitory_outsidewindow	[*E] *Y 8 Mahkum başına Dış Pencere
roomgrading_dormitory_item	[*E] Nesne: 4 Mahkum başına *X

roomgrading_sharedcell_roomsize	[*E] Oda boyutu Mahkum başına en az *X Kare
roomgrading_sharedcell_cleanliness	[*E] *X% üzerinde temizlik
roomgrading_sharedcell_outsidewindow	[*E] *Y Dış Pencere
roomgrading_sharedcell_item	[*E] Nesne: 4 Mahkum başına *X

roomgrading_result	Derece *X/*Y
roomgrading_currentoccupant	İşgalci *X derecesine yükseldi
roomgrading_unoccupied	İşgal edilmemiş
roomgrading_shared_occupuants	Mevcut İşgalciler: *X / *Y

weathermap_temperature_title	Sıcaklık
weathermap_temperature_text	*C° C / *F° F
weathermap_temperature_c	*C° C
weathermap_temperature_f	*F° F

roomerror_nokitchen	Bu kantine yemek gönderebilecek bir mutfak yok
roomerror_noprisoners	Bu kantinde yemek yemeye atanmış bir mahkum yok
roomerror_nocanteen_cells	Bu hücreden erişim sağlanabilecek bir kantin yok. Bu hücredeki mahkumların yemek yiyebilecek hiçbir yerleri yok
roomerror_nocanteen_kitchen	Bu mutfaktan erişim sağlanabilecek bir kantin yok. Yemek vaktinde hiçbir yemek pişirmeyecek

ceos_letter	Sayın Bay/Bayan,\n\n\nTebrikler şimdi kalifiye bir Hapishane Mimarı (Prison Architect) oldunuz! Yakında sadece bir boş arazi parçası ve birkaç tuğla yığınından başlayarak kendi hapishanelerini tasarlamaya, inşa etmeye ve işletmeye başlayacaksın. Başlamadan önce, seninle bazı önemli konuları paylaşmayı düşünüyorum.\n\n1. Her hapishanenin bir Müdüre ihtiyacı var - o işe alacaklarından ilki olmalı. Ona güzel bir ofis inşa et. Bürokrasi sistemiyle çok çeşitli gelişmiş tesisleri açacak.\n\n2. Tek kişilik hücreler pahalıdır, özellikle paranın çok kısıtlı olduğu başlangıç zamanlarında. Bir tek büyük Nezarethane ile başlayarak paradan tasarruf et. Nezarethane aynı anda pek çok mahkum tarafından paylaşılabilir.\n\n3. İlk mahkumlar gelmeden, Mutfak ve Kantinini hizmete sok ve işlet. Aşçıyı da işe aldığından emin ol; bir mahkumu boş mideden başka hiçbir şey sinirlendiremez.\n\n4 Bir hapishane inşa etmek pahalı bir taahhüttür. Hibe ve sözleşmelerle büyük hacimde parayı toplama ustası olman gerekli. Bu hibelere 'Raporlar' ekranından erişebilirsin.\n\nHepsi bu kadar, bol şans!\n\nCEO,\nPrison Architects Corp.

quickbuild_basiccell	Temel Hücre
quickbuild_solitarycell	Tecrit Hücresi
quickbuild_office	Ofis
quickbuild_luxurycell	Lüks Hücre
quickbuild_sharedcell	Ortak Hücre
quickbuild_kitchen	Mutfak
quickbuild_canteen	Kantin
quickbuild_utilityroom	Yardımcı Birim Odası
quickbuild_classroom	Sınıf
quickbuild_commonroom	Ortak Oda

season_current	Mevcut Mevsim: *X
season_spring	Bahar
season_summer	Yaz
season_autumn	Sonbahar
season_winter	Kış

weather_current	Şu Anki Hava Durumu: *X
weather_none	Güneşli
weather_overcast	Bulutlu
weather_rain	Yağmur
weather_snow	Kar
weather_heatwave	Sıcak hava dalgası
weather_torrentialrain	Şiddetli Yağmur

prisoner_cellerror_nonefree	Bu mahkum için serbest hücre yok
prisoner_cellerror_toohighquality	Mevcut tüm hücreler bu mahkum için çok yüksek kaliteli
prisoner_cellerror_nosolitary	Bu mahkum için tecrit hücresi gerekiyor ama boşta tecrit hücresi yok

group_all_staff	Tüm Personel
staff_onbreak	Molada
staff_onbreakremaining	Molada (*Xm)
staff_breaktime	Mola Zamanları:


# =============================================================================
# Campaign info
# =============================================================================

campaignchapter_chapternumber	Bölüm *C


# =============================================================================
# Death Row
# =============================================================================

campaignchapter_deathrow	Ölüm Hücresi

campaignchapter_deathrow_description	Bu hapishanede, mahkumlarından birinin planlı infazı zamanı için, bir İnfaz Odası inşa etmek üzere sözleşme yaptık.

campaigncutscene_deathrowmurder	Çifte Katil
campaigncutscene_deathrowconfession	Günah Çıkarma

adviser_deathrow_murder1	İkinizi burada yakalayacağımı biliyordum.
adviser_deathrow_murder2	Edward! I...
adviser_deathrow_murder25	Yapma. Sakın... yapma.
adviser_deathrow_murder3	Ne yapacaksın?

adviser_deathrow_church1	Size yardımcı olabilir miyim?
adviser_deathrow_church15	...
adviser_deathrow_church2	Bağışlanmak mı istiyorsun?
adviser_deathrow_church3	Bilmiyorum. Bir şeyler yapmalıyım, yaptığım şeylerle yaşayamam.
adviser_deathrow_church4	Kendi içine dönmelisin. Her ne yaptıysan sonuçlarından kaçamazsın.
adviser_deathrow_church5	Geçmişinle yüzleşene kadar asla kendin için yaşayamazsın.
adviser_deathrow_church6	Geri dönmek istiyorum. Onu bağışlamak istiyorum. Onun da beni bağışlamasını istiyorum.
adviser_deathrow_church7	Her ne yapmış olsan da, eğer istersen Tanrı seni bağışlar.
adviser_deathrow_church8	Fakat kanun nezdinde cezanı çekmelisin. Başka yolu yok.

adviser_deathrowintro_1	Bu çok zorlu.
adviser_deathrowintro_2	Bu binada iki kez cinayetten hüküm giymiş ve ölüm cezasına çarptırılmış bir mahkum yatmakta.
adviser_deathrowintro_3	İşte burası. Bu adamın büyük günü için bir infaz odası inşa etmek üzere sözleşme yaptık.
adviser_deathrowintrob_1	Burası benim yeni tesisi inşa etmek istediğim yer.
adviser_deathrowintrob_2	Bunun gibi herhangi bir projenin ilk adımı, infaz odası ve nezarethaneyi yerleştirmek için içinde yeterli alana sahip binayı inşa etmektir.
adviser_deathrowintrob_3	Haydi, başlayalım. Buraya yeni bir bina inşa et.

adviser_deathrow_explain1	İşçilerin bina inşa etmekten sorumludur.
adviser_deathrow_explain2	Malzeme odasından çelik ve beton toplayacak ve onu inşaat alanına götürecekler.
adviser_deathrow_explain3	Tüm bu hammaddeleri temel için kullanacaklar ve yeni binanın taslağını oluşturacak.
adviser_deathrow_explain4	Bu inşaatın en yavaş ilerleyen kısmı, bu yüzden yeni tesisler inşa ederken önceden plan yapmalısın.
adviser_deathrow_explain5	Biz beklerken etrafa bak. Etrafta dolaşmak için WASD veya yön tuşlarını kullan ve ekranı yakınlaştırıp uzaklaştırmak için farenin tekerleğini kullan.

objective_deathrow_building	İnfaz Tesisini konumlandırmak için bir bina inşa et.

adviser_deathrow_buildinside1	Aynı zamanda yeni İnfaz Tesisi için girişe ihtiyacımız olacak.
adviser_deathrow_buildinside2	Güneydeki duvara bir Büyük Hapis Kapısı inşa et.

objective_deathrow_buildouterdoor	Girişe bir Büyük Hapis Kapısı inşa et

adviser_deathrow_internalwalls1	Binanın içine Hücre ve İnfaz Odası istiyorum.
adviser_deathrow_internalwalls2	Alanı biraz Tuğla Duvar örerek bölümlere ayır.

objective_deathrow_buildinternalwalls	İç duvarlar inşa et.

adviser_deathrow_internaldoors1	Şimdi tüm bölünen duvarlara bir Büyük Hapis Kapısı ekle.
adviser_deathrow_internaldoors2	Bir nesneyi yerleştirmeden önce farenin orta tuşunu tıklayarak döndürebilirsin (ya da R'ye bas).

objective_deathrow_buildinternaldoors	İç duvarlar inşa et (Bir nesneyi döndürmek için orta tuşu Tıkla ya da R'ye bas).

adviser_deathrow_designation1	Güzel görünüyor. Şimdi tüm bu boşluklara Odalar belirlememiz gerekiyor.
adviser_deathrow_designation2	Daha küçük alanın içine hükümlülerin yaşayacağı bir Hücre belirle.
adviser_deathrow_designation3	Ardından daha büyük alanda İnfaz Odası belirle.

objective_deathrow_designatecell	Bir Hücre belirle
objective_deathrow_designateexecution	Bir İnfaz Odası belirle

adviser_deathrow_roomrequirements1	İşlevsel hale gelmeden önce bu yeni Odaların gereksinimleri var.
adviser_deathrow_roomrequirements2	Hücreye bir Yatak ve Tuvalet gerekli.
adviser_deathrow_roomrequirements3	İnfaz Odasına Elektrikli Sandalye gerekli.

objective_deathrow_cellobjects1	Bir Yatak yerleştir.
objective_deathrow_cellobjects2	Bir Tuvalet yerleştir.
objective_deathrow_executionobjects	Bir Elektrikli Sandalye yerleştir.

adviser_deathrow_optional1	Bunlar ilgilenilmesi gereken önemli şeyler. Fakat hala yapman gereken bir kaç iyileştirme var.
adviser_deathrow_optional2	Sana kalmış, ama bunlar kesinlikle gerekli değil. O senin mahkumlarını ve onların çevrelerini ne kadar düşündüğüne bağlı.
adviser_deathrow_optional3	Hücre, dışa bakan bir Pencere ve küçük bir Kitaplıkla geliştirilmeli.
adviser_deathrow_optional4	Ve bina yüksek kaliteli bir zemin malzemesi ile daha iyi görünür - Ahşap Döşemelik Tahta ya da Mozaik Karo gibi.
adviser_deathrow_optional5	Eğer gerekli olduğunu düşünüyorsan dışarıya biraz lamba ve bir asfalt yol ekle.

adviser_deathrow_transfer05	İşte bahsi geçen adam bu, Edward Romsey. İnanabiliyor musun, bir zamanlar öğretmenmiş.
adviser_deathrow_transfer06	O bunu hak ediyorsa bu bizim karar vereceğimiz bir şey değil. Bu kararı hukuk verdi. Biz burada göreve yeni başladık.
adviser_deathrow_transfer1	Binanın hazır olduğuna kanaat getiriyorsan, yeni hücresine Mahkum Transferine başlayabilirsin.
adviser_deathrow_transfer2	Hücresinde transferi başlatmak için sadece polaroide tıkla.

objective_deathrow_path	(İSTEĞE BAĞLI) Yeni binaya yol inşa et
objective_deathrow_window	(İSTEĞE BAĞLI) Hücreye bir Pencere ekle
objective_deathrow_bookshelf	(İSTEĞE BAĞLI) Hücreye bir Kitaplık ekle
objective_deathrow_flooring	(İSTEĞE BAĞLI) Yüksek kaliteli malzemelerle zemini yeniden döşe
objective_deathrow_outerlights	(İSTEĞE BAĞLI) Binanın etrafına bir kaç ışıklandırma yerleştir
objective_deathrow_transferinmate	İşin bittiğinde, Edward'ın hücresindeki polaroide tıklayarak Mahkum transferine başla.

adviser_deathrow_setupmurder1	Bu adam için tek bir gözyaşı dökme. O soğukkanlı bir katil, işlediği iddia edilen tüm suçlardan suçlu bulunmuştur.
adviser_deathrow_setupmurder2	Hatta itiraf etmiş. Ne yaptığını onun ağzından duymak ister misin?
adviser_deathrow_setupmurder3	Cıvık şey. "Öğleden sonra 11 gibiydi. Işıklar zaten açıktı. Onun evde olduğunu biliyordum..."
adviser_deathrow_postmurder1	Söylediğim gibi, soğukkanlı bir katil.
adviser_deathrow_postmurder2	Bana sorarsan gün gibi aşikar. Alacağı her bir voltu hak ediyor.
adviser_deathrow_postmurder3	Herkes affedilmeyi hak eder, o bile. Böyle bir nihai karar verebilecek kadar kendinden emin misin?
adviser_deathrow_postmurder4	Karını başka kadınla yakalamak, yaptıklarının bir mazereti değildir.
adviser_deathrow_postmurder5	Ve elinde dolu tabancayla gitti, onları birlikte basacağını biliyordu. İşte önceden planlanmış çifte cinayet.
adviser_deathrow_postmurder6	O yetkililerle işbirliği yapmaktan başka bir şey yapmadı. Bu eyalet için bir örnek oldu.
adviser_deathrow_postmurder7	Eğer cinayeti 160 km kuzeyde işleseydi, bunun yerine ömür boyu hapis cezasına çarptırılırdı. Bu nasıl bir adalet?
adviser_deathrow_postmurder8	Böyle bir adamın boş boş dolaşmasını ister misin? Onun gittiğini bildiğimde gece rahat bir uyku çekeceğim.


adviser_deathrowelectricity_1	Şimdiye kadar iyi.
adviser_deathrowelectricity_2	Fakat bir problem var. İnfaz odası henüz faal değil, çünkü elektrik yok.
adviser_deathrowelectricity_3	Elektrik şebekesine bağlanmaya ihtiyacımız var.

adviser_deathrowelectricityb_1	Biz şimdi hapishaneyi, tüm hapishanenin elektrik düzeneğini gösteren Yardımcı Birimler modunda görüntülüyoruz.
adviser_deathrowelectricityb_2	Hapishanedeki her bina kalın yeraltı elektrik kabloları ile Güç Nakil Şebekesine bağlıdır.
adviser_deathrowelectricityb_3	Hapishaneye elektrik bu trafo merkezinden sağlanmaktadır, ulusal şebekeden gelen elektriği düzenler.
adviser_deathrowelectricityb_4	Gördüğün gibi, hapishanenin tüm kanadındaki hücreler elektriksiz. Tüm ışıklar kapalı.
adviser_deathrowelectricityb_4b	Bu problemi çözmek için öncelikle Yardımcı Birimler moduna geçerek lambalarda neden elektrik olmadığını anlamamız gerekli.
adviser_deathrowelectricityb_5	En yakın elektrik kablosu buraya çok uzak. Mühendislerimiz bu bölgedeki elektrik tesisatını tamamlayamıyor.
adviser_deathrowelectricityb_6	Hapishanenin bu kanadını kaplamak için yakındaki elektrik kablosunu uzat.

objective_deathrow_cellpower	Odaları Elektrik Şebekesi'ne bağla.

adviser_deathrow_connectchair_1	Elektriğe ihtiyaç duyan tek şey ışıklar değil. Senin yeni Elektrikli Sandalyen de elektriğe ihtiyaç duyuyor.
adviser_deathrow_connectchair_2	İnfaz binasını elektrik şebekesine bağlamak için Güç Kablolarını kullan.
adviser_deathrow_connectchair_3	Elektrikli Sandalyenin kendisi elektrikli eşyaların bir çeşididir. Kendine özel elektrik hattına ihtiyaç duyar. Onu doğrudan ana kablolara bağlamaya ihtiyacın olacak.

objective_deathrow_chairpower	Elektrikli Sandalyeyi Elektrik Şebekesine bağla
objective_deathrow_condemnedcellpower	Hücreyi Elektrik Şebekesine bağla

adviser_deathrow_testchair_1	Bence işimiz bitti. Yeni İnfaz odasını kullanmadan önce en az bir defa test etmeliyiz.
adviser_deathrow_testchair_2	Her şeyin tamam olduğuna emin olmak için, onu bir kaç saniyeliğine açacağım.
adviser_deathrow_testchair_3	Çalışmadı. Görünüşe göre çok fazla güç çekip elektrik santralindeki şalteri attırdık. Tüm hapishane karanlık.
adviser_deathrow_testchair_4	Elektrikli sandalyenin çektiği gücün aniden artmasını engelleyebilmek için daha fazla enerjiye ihtiyacımız olacak.
adviser_deathrow_testchair_5	Öncelikle gücü tekrar açmamız gerekiyor. Bu iki adımlık bir işlemdir:
adviser_deathrow_testchair_5b	Elektrik santralini tekrar açmak için üzerine tıkla ve çıkan menüde Aç'ı seç.
adviser_deathrow_testchair_6	Sonra üçten fazla kapasitör inşa et. Böylece elektrikli sandalyeyi çalıştırmak için yeterince Elektrik Kapasitemiz olacak.
adviser_deathrow_testchair_7	Bunu yaptıktan sonra, Elektrikli sandalyeyi tekrar test etmek için üzerine tıkla ve çıkan menüde Aç'ı seç.

objective_deathrow_poweron	Elektrik Santraline geri aç. (Elektrik santralini tıkla, sonra menüden Aç'ı seç)
objective_deathrow_expandpower	Elektrik santralini üç yeni Kapasitörle genişlet.
objective_deathrow_chairworking	Sandalyeyi tekrar test et (üzerine tıkla ve Aç'ı seç)

adviser_deathrow_execution_1	Aferin. Bu işi bitirdiğimize inanıyorum.
adviser_deathrow_execution_2	Şimdi olanlar kontrolümüz dışında. Profesyonel bir iş yaptık, ve işletmemizde önemli olan da bu.
adviser_deathrow_execution_3	Daha sonra ne olacağı hakkında endişelenmemeye çalış.

adviser_deathrow_setupexecution1	Zamanı geldi, Edward.
adviser_deathrow_setupexecution2	Sen doğru olanı yaptın, dünya seni bunun için affetmeyecek olsa bile.
adviser_deathrow_setupexecution3	Yakında Tanrı'na kavuşacaksın ve seni en son yargılayacak olan O.

adviser_deathrow_setupexecution4	Edward Ramsey. İki kez kasten adam öldürmekten suçlanıyorsun.
adviser_deathrow_setupexecution5	Cezası ölüm.
adviser_deathrow_setupexecution6	Söyleyeceğin bir şey var mı?
adviser_deathrow_setupexecution7	Susan...
adviser_deathrow_setupexecution8	Üzgünüm.

# =============================================================================
# Expense popups
# =============================================================================

finance_cost_prisonsale	Önceki hapishanenin satışı
finance_cost_equiptazer	Ekipman: Tazer
finance_cost_equipbodyarmour	Ekipman: Çelik Yelek
finance_cost_exports	Dışsatımlar
finance_cost_foundations	Bina Temelleri
finance_cost_cashflow	Nakit Akışı
finance_cost_bankloan	Banka Kredisi
finance_cost_bankloan_repayment	Banka Kredisi Geri Ödemesi
finance_cost_sharesale	Hisse Satışı
finance_cost_sharepurchase	Hisse Alımı
finance_cost_grantadvance	Hibe Avansı
finance_cost_grantcompletion	Hibe Kalan Ödeme
finance_cost_reformprogram	Islah Programı Seansı
finance_cost_repair	Tamir Et
finance_cost_sellobject	Nesneyi Sat
finance_cost_landpurchase	Arazi Al
finance_cost_prisonerintake	Mahkum Alımı
finance_cost_grantcancellation	İptal Masrafları
finance_cost_grantrefund	- Geri ödeme: *X
finance_cost_grantfine	- Ceza: *X
finance_cost_executionfine	Hatalı İnfaz Dosyası
finance_cost_executioncompensation	İnfaz Tazminatı
finance_cost_shopintake	Mağaza Alımı
finance_cost_prisonerwages	Mahkum Maaşı
finance_cost_fine	Ceza
finance_cost_shopcommission	Mağaza Satış Komisyonu


# =============================================================================
# Clock
# =============================================================================

clock_speed_0	||
clock_speed_1	>
clock_speed_2	>>
clock_speed_5	>>>
clock_speed_10	>>>>
clock_speed_half	...
clock_add_hour	+
clock_am	ÖĞLEDEN ÖNCE
clock_pm	ÖĞLEDEN SONRA

# =============================================================================
# Events
# =============================================================================

event_powerstationfire	Bir güç dalgalanması jeneratörümüzün aşırı yüklenmesine ve alev almasına yol açtı.
event_powerstationfire_x	Bir güç dalgalanması jeneratörümüzde yıkıcı aşırı yüklenmeye sebep oldu ve her şey patladı!
event_powerstationfirelarge	Bir güç dalgalanması jeneratörümüzün aşırı yüklenmesine ve alev almasına yol açtı.
event_powerstationfirelarge_x	Bir güç dalgalanması jeneratörümüzde yıkıcı aşırı yüklenmeye sebep oldu ve her şey patladı!
event_kitchenfire	Mutfakta yangın çıktı!
event_waterpipeburst	Su borusu patladı ve etrafa dağıldı. Hasar çok ağır olmadan onu tamir et.
event_bulkintake	Hapishanenin yakınındaki bir afet binaların tüm bölümlerini kullanılamaz hale getirdi. Yakında başka uygun bina olmadığı için mahkumları senin hapishane taşımaktan başka seçeneğimiz yok. Yakında geliyorlar.
event_workshopaccident	Bir mahkum atölye kazasında ağır yaralandı ve hareket edemiyor! Çabucak bir doktor çağır!
event_subsidence	Heyelan dış kapımızın bir bölümünü harap etti. Acilen, onu onarmalısın!
event_earthquake	Yerel bir deprem hapishanenin bir bölümünün çökmesine neden oldu!
event_virus	Birkaç mahkumun hastalığını rapor ettik. İltihabın yayılmasını engellemek için karantinaya alınması gerekebilir.
event_virus_x	Birkaç mahkumun hastalığını rapor ettik ve belirtileri ağır görünüyor. Hastalık daha fazla yayılmadan karantinaya almayı ve hastaları tedavi etmeyi düşünmelisin.
event_treefire	Ormanlık alanda yangın çıktı!
event_foodpoisoning	Mahkumlar arasında gıda zehirlenmesi olduğuna dair raporlar alıyoruz. Mutfaktaki bazı yiyecekler bozulmuş olmalı. Maalesef etkilenenler için beklemekten başka yapabileceğimiz bir şey yok.
event_cilistleak	Nasıl olduğunu bilmiyoruz ama gizli muhbirlerimizin kimliği açığa çıktı. Eğer onları hemen güvenli bir yere götürmezsek başları gerçekten de tehlikede olacak.
event_keysersoze	Yeni bir yüksek profilli çete vakası, Minimum Güvenlikli mahkumlarımızdan birinin yüksek rütbeli bir çete lideri olduğunu ortaya çıkardı. Gözlerden uzak kalmayı başarmışlar ama artık herkes kim olduklarını biliyor...
event_preacherconversion	Daha karizmatik hükümlülerimizden biri, bir tür dini misyoner oldu ve diğerleri de onunla birlikte imana gelmiş görünüyor. Bu bir sorun değil ama mahkumlarımızın yakında daha fazla ruhani ihtiyaçları olabilir.

event_massassassination_1	Federal kovuşturma davasındaki birkaç şahidin kimlikleri sızdırıldı ve bunlardan bazıları bizim hapishanemizde.
event_massassassination_2	Onlardan hırslarını aldılar fakat onlar bize canlı lazım. Mahkumların kimliğini tespit etmelisin ve mahkeme günü gelene dek onları tek parça olarak tutmalısın.
event_massassassination_3_x	Bundan geç haberimiz oldu, bu yüzden bu patırtı başlamadan önce pek zamanın yok.

event_tvremovaldemand_1	Medya, mahkumların rahatlığıyla ilgili bir kampanya başlattı, bu da benim ofisimi çok hareketlendiriyor.
event_tvremovaldemand_2	TV'lerin hapishanedeki ortak yerlerde kullanımını yasaklayan bir dilekçe gönderiyorum. Artık tüm TV'leri ortak yerlerden kaldırman gerek, yoksa ceza alacaksın. 6 saatin var.
event_tvremovaldemand_fine	Yasa gereği kaldırman gereken, ortak odalardaki TV'leri kaldıramadın. Cezalısın ve bu şarta uyana kadar da ceza alacaksın.
event_tvremovaldemand_complete	Medya dikkatini başka bir şeye yöneltti ve TV'leri ortak alanlardan yasaklayan dilekçe yürürlükten kaldırıldı. Dilersen ücretsiz olarak yeniden yerleştirebilirsin.

event_weightsremovaldemand_1	Medya, mahkumların rahatlığıyla ilgili bir kampanya başlattı, bu da benim ofisimi çok hareketlendiriyor.
event_weightsremovaldemand_2	Egzersiz Ekipmanların hapishane avlularında kullanımını yasaklayan bir dilekçe gönderiyorum. Artık tüm Ağırlık Bench'lerini Avlularından kaldırman gerek, yoksa ceza alacaksın. 6 saatin var.
event_weightsremovaldemand_fine	Yasa gereği kaldırman gereken avlundaki tüm Ağırlık Bench'lerini kaldıramadın. Cezalısın ve bu şarta uyana kadar da ceza alacaksın.
event_weightsremovaldemand_complete	Medya dikkatini başka bir şeye yöneltti, avlulardaki ağırlık bench'lerini yasaklayan dilekçe yürürlükten kaldırıldı. Dilersen ücretsiz olarak yeniden yerleştirebilirsin.

event_lessfooddemand_1	Kurul, bir dizi maliyet tasarruf önlemini bizim binamızı ve senin hapishaneni kapsayacak şekilde denemeye karar verdi.
event_lessfooddemand_2	Hapishanendeki öğün miktarını ve yemek çeşitliği politikalarını azaltmana ihtiyacımız var, böylece tüm bütçeyi nasıl etkilediğini görebileceğiz.
event_lessfooddemand_fine	Senden istenilen yeni yemek politikasını uygulamamaya karar verdiğinde, potansiyel tasarrufu doğrudan senin fonundan alacağız. Bu senden istenileni yapana kadar devam edecek.
event_lessfooddemand_complete	Yemek bütçe denemesi bitti ve sonuçlar yetersiz. Gıda politikasını istediğin şekilde ayarlamakta özgürsün.

event_removevisitationdemand_1	Bu hapishanede aile ziyaretleri sırasında başka bir binadaki güvenlik kontrolleri ile ilgili bir olay olası sorunları ön plana çıkarmıştır.
event_removevisitationdemand_2	Dava incelenene kadar tüm görüşler askıya alındı. Hapishanenden tüm Görüş odalarını kaldırmak için 12 saatin var.
event_removevisitationdemand_fine	Şu anki güvenlik durumlarına rağmen Görüş odalarını hapishanenden kaldıramadın. Cezalandırıldın ve bu şarta uyana kadar da cezalı olacaksın.
event_removevisitationdemand_complete	Görüş süreci ile ilgili güvenlik incelememizi tamamladık ve seçerseniz Görüş odaları hapishanene yeniden eklenebilir.

event_lessworkdemand_1	Mahkumların gün boyu çalışarak geçirdikleri zamanın çok fazla olduğu ve bunun azaltılmaması durumunda sorun çıkaracakları haberini aldım.
event_lessworkdemand_2	Bir gardiyan, birilerinin, eğer burada 2 saatten fazla çalışmaya mecbur bırakılırlarsa, buranın altını üstüne getireceklerini söylediklerini duymuş.
event_lessworkdemand_ignore	Mahkumlar vazgeçmiş ve gevşemiş gibi görünüyorlar. Onlar bu konuda mutlu değiller ama burada patronun kim olduğunu göstermek için güzel.
event_lessworkdemand_complete	Mahkumlar çalışma saatleri içinde gevşediler. Sanırım son bir kaç günü tatil gibi görüyorlardı. Onları sorunsuzca işe döndürebiliriz.

event_moresleepdemand_1	Mahkumların yeterince uyumalarına izin verilmemesi ile ilgili şikayet aldık ve bu konuda çok sinirliler.
event_moresleepdemand_2	Mahkumlar, uyku saatleri 7 saatten az olursa sorun çıkaracaklarını söylediler.
