
# =============================================================================
# Basic dialog strings
# =============================================================================

dialog_new	Nieuw
supplyanddemand_supplyheader	AANBOD
supplyanddemand_demandheader	VRAAG

tooltip_multipleobjects	TAB: voorwerpen wisselen
remotedoor_noservo	Op afstand bedienbare deuren gaan alleen open als er een werkende Servo aan bevestigd is.

targettingfood_prisonersassigned	Toegewezen gevangenen: *X
targettingfood_predicteddemand	= VOORSPELDE VRAAG =
targettingfood_demand	VRAAG *X
targettingfood_supply	TOEVOER *X (+*Y)
targettingfood_prisoners	gevangenen
targettingfood_required	Vereiste maaltijden: *X
targettingfood_ready	Maaltijden klaar: *X
targettingfood_cooked	Maaltijden worden bereid: *X

roomgrading	Kamerwaardering
roomgrading_cell_roomsize	[*E] Kamer minstens *X vierkantjes groot
roomgrading_cell_cleanliness	[*E] Netheid boven *X%
roomgrading_cell_outsidewindow	[*E] *Y Buitenvenster
roomgrading_cell_item	[*E] Item : *X

roomgrading_dormitory_roomsize	[*E] Kamer minstens *X vierkantjes per gevangene
roomgrading_dormitory_cleanliness	[*E] Netheid boven *X%
roomgrading_dormitory_outsidewindow	[*E] *Y buitenvenster per 8 gevangenen
roomgrading_dormitory_item	[*E] Item : *X per 4 gevangenen

roomgrading_sharedcell_roomsize	[*E] Kamer minstens *X vierkantjes per gevangene
roomgrading_sharedcell_cleanliness	[*E] Netheid boven *X%
roomgrading_sharedcell_outsidewindow	[*E] *Y Buitenvenster
roomgrading_sharedcell_item	[*E] Item : *X per 4 gevangenen

roomgrading_result	Geef *X/*Y een cijfer
roomgrading_currentoccupant	Bewoner heeft recht op het uitdelen van cijfers voor *X
roomgrading_unoccupied	Niet bezet
roomgrading_shared_occupuants	Huidige bewoners: *X / *Y

weathermap_temperature_title	Temperatuur
weathermap_temperature_text	*C°C / *F°F
weathermap_temperature_c	*C°C
weathermap_temperature_f	*F°F

roomerror_nokitchen	Er zijn geen keukens die eten naar deze kantine kunnen brengen
roomerror_noprisoners	Er zijn geen gevangenen aangewezen die in deze kantine moeten eten
roomerror_nocanteen_cells	Er zijn vanuit deze cel geen kantines bereikbaar Gevangenen in deze cel kunnen nergens eten
roomerror_nocanteen_kitchen	Er zijn vanuit deze keuken geen kantines toegankelijk Er zullen geen maaltijden bereid worden voor etenstijd

ceos_letter	Beste heer/mevrouw,\n\n\nVan harte gefeliciteerd met het voltooien van de basiscursus. Je bent nu een gekwalificeerde gevangenisarchitect! Binnenkort kun je je eigen gevangenissen ontwerpen, bouwen en beheren. Begin met niets meer dan een leeg veldje en een stapeltje stenen! Maar voor je begint, wil ik je wat adviezen geven.\n\n1. Elke gevangenis heeft een gevangenisdirecteur nodig - neem er meteen eentje aan. Bouw een mooi kantoor voor hem zodat hij een hele reeks geavanceerde voorzieningen kan ontgrendelen via Bureaucratie.\n\n2. Losse cellen zijn duur, vooral in het begin als je al weinig geld hebt. Bespaar geld door te beginnen met één grote tijdelijke cel waar meerdere gevangenen in passen.\n\n3. Zorg dat je keuken en kantine in werking zijn voor de eerste gevangenen komen en neem een paar koks aan. Gevangenen hebben een gruwelijke hekel aan een lege maag.\n\n4. Het bouwen van een gevangenis is een duur geintje en je moet grote sommen geld kunnen inzamelen via subsidies en contracten. Het scherm 'Verslagen' geeft toegang tot deze subsidies.\n\nDat was het wel zo'n beetje. Succes!\n\nAlgemeen directeur,\nPrison Architects Corp.

quickbuild_basiccell	Gewone cel
quickbuild_solitarycell	Isoleercel
quickbuild_office	Kantoor
quickbuild_luxurycell	Luxecel
quickbuild_sharedcell	Gedeelde cel
quickbuild_kitchen	Keuken
quickbuild_canteen	Kantine
quickbuild_utilityroom	Wasserij
quickbuild_classroom	Klaslokaal
quickbuild_commonroom	Gemeenschapsruimte

season_current	Huidig seizoen: *X
season_spring	Lente
season_summer	Zomer
season_autumn	Herfst
season_winter	Winter

weather_current	Huidig weer: *X
weather_none	Zonnig
weather_overcast	Bewolkt
weather_rain	Regen
weather_snow	Sneeuw
weather_heatwave	Hittegolf
weather_torrentialrain	Stortregen

prisoner_cellerror_nonefree	Er zijn geen lege cellen voor deze gevangene
prisoner_cellerror_toohighquality	Alle beschikbare cellen zijn van te hoge kwaliteit voor deze gevangene
prisoner_cellerror_nosolitary	Voor deze gevangene is een isoleercel vereist, maar die zijn niet beschikbaar

group_all_staff	Alle personeelsleden
staff_onbreak	In pauze
staff_onbreakremaining	In pauze (*Xm)
staff_breaktime	Pauzetijden:


# =============================================================================
# Campaign info
# =============================================================================

campaignchapter_chapternumber	Hoofdstuk *C


# =============================================================================
# Death Row
# =============================================================================

campaignchapter_deathrow	Dodencel

campaignchapter_deathrow_description	We hebben een contract om een executieruimte te bouwen in deze gevangenis. Hij moet op tijd klaar zijn voor de executie van een van de gevangenen.

campaigncutscene_deathrowmurder	Dubbele moord
campaigncutscene_deathrowconfession	Bekentenis

adviser_deathrow_murder1	Ik wist wel dat ik jullie hier zou vinden.
adviser_deathrow_murder2	Edward! Ik...
adviser_deathrow_murder25	Zeg maar niets. Helemaal... niets.
adviser_deathrow_murder3	Wat ga je doen?

adviser_deathrow_church1	Kan ik u helpen?
adviser_deathrow_church15	...
adviser_deathrow_church2	Zoekt u vergiffenis?
adviser_deathrow_church3	Dat weet ik niet. Ik moet iets doen. Ik kan niet langer met mijn daden leven.
adviser_deathrow_church4	U moet uzelf aangeven. U hebt iets vreselijks gedaan en moet met de gevolgen leven.
adviser_deathrow_church5	U kunt pas met uzelf leven als u uw verleden onder ogen durft te zien.
adviser_deathrow_church6	Ik wil terug. Ik wil haar vergeven. Ik wil dat zij mij vergeeft.
adviser_deathrow_church7	God zal u vergeven, ongeacht uw daden, als u het Hem vraagt.
adviser_deathrow_church8	Maar u moet wel boeten voor uw daden. Het kan niet anders.

adviser_deathrowintro_1	Dit is een lastige.
adviser_deathrowintro_2	Er zit een gevangene in deze gevangenis die veroordeeld is wegens een dubbele moord, waar hij de doodstraf voor heeft gekregen.
adviser_deathrowintro_3	Nu kunnen wij aan de slag. Wij zijn aangenomen om een executieruimte te bouwen die op tijd klaar moet zijn voor zijn grote dag.
adviser_deathrowintrob_1	Hier moet de nieuwe faciliteit komen.
adviser_deathrowintrob_2	Bij zo'n project moet je eerst het gebouw zelf bouwen, met genoeg ruimte voor een executieruimte en een tijdelijke cel.
adviser_deathrowintrob_3	Aan de slag. Bouw hier een nieuw gebouw.

adviser_deathrow_explain1	Je bouwvakkers zijn verantwoordelijk voor de bouw van gebouwen.
adviser_deathrow_explain2	Zij verzamelen zelf het staal en beton uit de opslag en vervoeren het naar het bouwterrein.
adviser_deathrow_explain3	Ze gebruiken ruwe materialen voor de fundering en het frame van je nieuwe gebouw.
adviser_deathrow_explain4	Dit is het langzaamste deel van de bouw, dus je moet altijd goed vooruit plannen als je nieuwe faciliteiten laat bouwen.
adviser_deathrow_explain5	Nu we toch wachten, kun je even rondkijken. Gebruik WASD of de pijltjestoetsen om rond te lopen en gebruik het muiswiel om in- en uit te zoomen.

objective_deathrow_building	Bouw een gebouw waar de executieruimte in past

adviser_deathrow_buildinside1	We hebben ook een ingang nodig voor de nieuwe executieruimte.
adviser_deathrow_buildinside2	Bouw een grote gevangenisdeur in de zuidelijke muur

objective_deathrow_buildouterdoor	Bouw een grote gevangenisdeur als ingang

adviser_deathrow_internalwalls1	In het gebouw zelf wil ik een cel en een executieruimte.
adviser_deathrow_internalwalls2	Deel de ruimte in door bakstenen muren op te trekken.

objective_deathrow_buildinternalwalls	Bouw binnenmuren

adviser_deathrow_internaldoors1	Voeg nu grote gevangenisdeuren toe aan die tussenmuren.
adviser_deathrow_internaldoors2	Je kunt een voorwerp roteren voor je hem plaatst. Klik hiervoor op de middelste muisknop (of druk op R).

objective_deathrow_buildinternaldoors	Bouw binnendeuren (klik met de middelste muisknop of druk op R om een voorwerp te roteren).

adviser_deathrow_designation1	Dat ziet er al goed uit. Nu moeten we die ruimtes omtoveren tot kamers.
adviser_deathrow_designation2	Maak een cel van de kleinere ruimte. Hier zal de veroordeelde gevangene wonen.
adviser_deathrow_designation3	Tover de grotere ruimte nu om tot de executieruimte.

objective_deathrow_designatecell	Bouw een cel
objective_deathrow_designateexecution	Bouw een executieruimte

adviser_deathrow_roomrequirements1	De nieuwe ruimtes moeten aan bepaalde eisen voldoen voor ze in gebruik worden genomen.
adviser_deathrow_roomrequirements2	De cel heeft een bed en wc nodig.
adviser_deathrow_roomrequirements3	De executieruimte heeft een elektrische stoel nodig.

objective_deathrow_cellobjects1	Plaat een bed
objective_deathrow_cellobjects2	Plaats een wc
objective_deathrow_executionobjects	Plaats een elektrische stoel

adviser_deathrow_optional1	Dat is de basis. Maar er is nog ruimte voor verbetering.
adviser_deathrow_optional2	Je mag zelf beslissen: de verbeteringen zijn niet verplicht. Het ligt er maar net aan hoeveel je geeft om je gevangenen en hun leefomgeving.
adviser_deathrow_optional3	Je zou de cel kunnen verbeteren met een buitenraam en een kleine boekenplank.
adviser_deathrow_optional4	En de gevangenis zelf zou er een stuk chiquer uitzien als je een hoogwaardige vloer legt, zoals houten planken of mozaïektegels.
adviser_deathrow_optional5	Buiten kun je lampen plaatsen en een looppad aanleggen.

adviser_deathrow_transfer05	Dit is hem, Edward Romsey. Hij was ooit leraar. Geloof jij het?
adviser_deathrow_transfer06	Het is niet aan ons om te bepalen of hij deze straf verdient. Een rechter heeft dat besluit al gemaakt. Wij doen gewoon ons werk.
adviser_deathrow_transfer1	Zodra je tevreden bent en denkt dat de gevangenis klaar is, kun je de gevangene overplaatsen naar zijn nieuwe cel.
adviser_deathrow_transfer2	Klik op de polaroid in zijn cel om hem over te plaatsen.

objective_deathrow_path	(OPTIONEEL) Leg een pad aan naar de nieuwe gevangenis
objective_deathrow_window	(OPTIONEEL) Plaats een raam in de cel
objective_deathrow_bookshelf	(OPTIONEEL) Plaats een boekenplank in de cel
objective_deathrow_flooring	(OPTIONEEL) Leg een nieuwe vloer aan van hoogwaardige materialen
objective_deathrow_outerlights	(OPTIONEEL) Plaats verlichting rondom de gevangenis
objective_deathrow_transferinmate	Als je klaar bent, klik je op de polaroid in Edwards cel om de gevangene over te plaatsen.

adviser_deathrow_setupmurder1	Ik kan er geen traan om laten. Hij is een ijskoude moordenaar en zo schuldig als wat.
adviser_deathrow_setupmurder2	Hij heeft zelfs bekend. Wil je weten wat hij heeft gedaan?
adviser_deathrow_setupmurder3	Het is lekker bloederig. 'Het gebeurde rond elf uur 's avonds. De lampen waren aan. Ik wist dat ze thuis was...'
adviser_deathrow_postmurder1	Ik zei al, een ijskoude moordenaar.
adviser_deathrow_postmurder2	Geen twijfel over mogelijk. Hij verdient elke volt die door zijn lichaam zal sidderen.
adviser_deathrow_postmurder3	Alle mensen verdienen vergiffenis, zelfs hij. Ben je zo zeker van jezelf dat je zo'n wreed oordeel kunt vellen?
adviser_deathrow_postmurder4	Het maakt niet uit dat hij zijn vrouw met een ander betrapte. Dat is geen excuus.
adviser_deathrow_postmurder5	Hij had een geladen wapen bij zich. Hij wist wat ze uitspookten. Moord met voorbedachten rade, twee keer.
adviser_deathrow_postmurder6	Hij heeft netjes meegewerkt met de politie. Hij moet als voorbeeld dienen.
adviser_deathrow_postmurder7	Als hij deze misdaad 150 km verderop had gepleegd, had hij levenslang gekregen. Dat slaat toch nergens op?
adviser_deathrow_postmurder8	Wil je soms dat hij weer vrijkomt? Ik zal er geen nacht minder om slapen als hij dood is.


adviser_deathrowelectricity_1	Goed werk.
adviser_deathrowelectricity_2	Er is echter één probleem: de executieruimte is nog niet af omdat er nog geen elektriciteit is.
adviser_deathrowelectricity_3	We moeten de elektra aansluiten.

adviser_deathrowelectricityb_1	We bekijken de gevangenis nu vanuit de modus 'Voorzieningen'. Zo zien we alle elektrische bedrading van de hele gevangenis.
adviser_deathrowelectricityb_2	Elk gebouw van de gevangenis is met deze dikke, ondergrondse kabels verbonden met het netwerk.
adviser_deathrowelectricityb_3	Dit onderstation voorziet de gevangenis van elektriciteit, en het station haalt zijn elektriciteit weer van het landelijke netwerk.
adviser_deathrowelectricityb_4	Zoals je ziet, heeft deze hele vleugel vol cellen nog geen elektriciteit. Alle lampen zijn uit.
adviser_deathrowelectricityb_4b	Om dit probleem op te lossen, gaan we over op de modus 'Voorzieningen' om te kunnen zien waarom de lampen het niet doen.
adviser_deathrowelectricityb_5	De dichtstbijzijnde elektrische kabels zijn nog te ver weg: onze technici kunnen geen bedrading aanleggen.
adviser_deathrowelectricityb_6	Verleng de dichtstbijzijnde elektrische kabels om deze vleugel van de gevangenis aan te sluiten.

objective_deathrow_cellpower	Sluit de ruimtes aan

adviser_deathrow_connectchair_1	Niet alleen de lampen gebruiken elektriciteit. Je nieuwe elektrische stoel ook.
adviser_deathrow_connectchair_2	Gebruik de stroomkabels om de executieruimte aan te sluiten op het netwerk.
adviser_deathrow_connectchair_3	De elektrische stoel is een speciaal soort elektrisch voorwerp. Hij heeft zijn eigen aansluiting nodig. Je moet hem rechtstreeks aansluiten op de stroomvoorziening.

objective_deathrow_chairpower	Sluit de elektrische stoel aan op de stroomvoorziening
objective_deathrow_condemnedcellpower	Sluit de cel aan op de stroomvoorziening

adviser_deathrow_testchair_1	We zijn bijna klaar, denk ik. We moeten de nieuwe executieruimte minstens één keer testen voor we hem gaan gebruiken.
adviser_deathrow_testchair_2	Ik schakel hem een paar seconden in om te zien of alles in orde is.
adviser_deathrow_testchair_3	Nou, dat ging dus voor geen meter. Zo te zien gebruikten we te veel elektriciteit en sloegen de stoppen door. De hele gevangenis zit nu in het donker.
adviser_deathrow_testchair_4	We hebben meer elektriciteit nodig om de enorme piek van de elektrische stoel aan te kunnen.
adviser_deathrow_testchair_5	Eerst moet je de stroom weer aanzetten. Dit doe je in twee stappen:
adviser_deathrow_testchair_5b	eerst moet je de krachtcentrale inschakelen door erop te klikken. Selecteer nu 'Inschakelen' in het menu dat verschijnt.
adviser_deathrow_testchair_6	Bouw vervolgens nog eens drie condensators zodat we genoeg elektriciteit hebben voor de elektrische stoel.
adviser_deathrow_testchair_7	Zodra je dat gedaan hebt, kun je de elektrische stoel nog een keer testen door erop te klikken en 'Inschakelen' te selecteren.

objective_deathrow_poweron	Schakel de krachtcentrale weer in. (klik op de krachtcentrale en selecteer 'Inschakelen' in het menu)
objective_deathrow_expandpower	Breid de krachtcentrale uit met drie nieuwe condensators
objective_deathrow_chairworking	Test de stoel weer (klik erop en selecteer 'Inschakelen')

adviser_deathrow_execution_1	Goed gedaan. Ik denk dat we hier wel klaar zijn.
adviser_deathrow_execution_2	Wij hebben niets te maken met wat er hier zal gebeuren. We hebben goed werk geleverd, dat is wat telt in ons vak.
adviser_deathrow_execution_3	Probeer niet te piekeren over wat er hier zal plaatsvinden.

adviser_deathrow_setupexecution1	Het is zover, Edward.
adviser_deathrow_setupexecution2	Je hebt de goede keuze gemaakt, hoewel deze wereld je niet zal vergeven.
adviser_deathrow_setupexecution3	Je zult binnenkort bij God zijn. Hij zal het Laatste Oordeel vellen.

adviser_deathrow_setupexecution4	Edward Romsey. Je bent schuldig bevonden aan twee aanklachten van moord met voorbedachten rade.
adviser_deathrow_setupexecution5	Hier staat de doodstraf op.
adviser_deathrow_setupexecution6	Wil je nog iets zeggen?
adviser_deathrow_setupexecution7	Susan...
adviser_deathrow_setupexecution8	Het spijt me.

# =============================================================================
# Expense popups
# =============================================================================

finance_cost_prisonsale	Verkoop van vorige gevangenis
finance_cost_equiptazer	Uitrusting: Taser
finance_cost_equipbodyarmour	Uitrusting: Beschermende kleding
finance_cost_exports	Exportgoederen
finance_cost_foundations	Fundering
finance_cost_cashflow	Cashflow
finance_cost_bankloan	Lening
finance_cost_bankloan_repayment	Terugbetaling van lening
finance_cost_sharesale	Verkoop van aandelen
finance_cost_sharepurchase	Aankoop van aandelen
finance_cost_grantadvance	Voorschot subsidie
finance_cost_grantcompletion	Uitbetaling volledige subsidie
finance_cost_reformprogram	Sessie hervormingsprogramma
finance_cost_repair	Repareren
finance_cost_sellobject	Voorwerp verkopen
finance_cost_landpurchase	Aankoop van land
finance_cost_prisonerintake	Toestroom van gevangenen
finance_cost_grantcancellation	Annuleringskosten
finance_cost_grantrefund	- Terugbetaling *X
finance_cost_grantfine	- Boete: *X
finance_cost_executionfine	Boete voor onrechtmatige executie
finance_cost_executioncompensation	Compensatie voor executie
finance_cost_shopintake	Omzet winkel
finance_cost_prisonerwages	Lonen van gevangenen
finance_cost_fine	Boete
finance_cost_shopcommission	Commissie winkelverkoop


# =============================================================================
# Clock
# =============================================================================

clock_speed_0	||
clock_speed_1	>
clock_speed_2	>>
clock_speed_5	>>>
clock_speed_10	>>>>
clock_speed_half	...
clock_add_hour	+
clock_am	'S OCHTENDS
clock_pm	'S AVONDS

# =============================================================================
# Events
# =============================================================================

event_powerstationfire	Een stroompiek heeft onze generator overbelast en hij is in brand gevlogen!
event_powerstationfire_x	Een stroompiek heeft onze generator enorm overbelast en dat hele ding is ontploft!
event_powerstationfirelarge	Een stroompiek heeft onze generator overbelast en hij is in brand gevlogen!
event_powerstationfirelarge_x	Een stroompiek heeft onze generator enorm overbelast en dat hele ding is ontploft!
event_kitchenfire	Er is brand uitgebroken in de keuken!
event_waterpipeburst	Er is een waterleiding gesprongen en alles staat blank. Repareer de breuk voor de schade onherstelbaar wordt.
event_bulkintake	Vanwege een ramp in een nabijgelegen gevangenis is een hele sectie van de faciliteit onbruikbaar. We moeten hun gevangenen naar jouw gevangenis overplaatsen, aangezien er geen andere geschikte faciliteiten in de omgeving zijn. Ze zullen snel gebracht worden.
event_workshopaccident	Er is een gevangene ernstig gewond geraakt bij een ongeluk in de werkplaats. Hij kan niet verplaatst worden! Laat meteen een arts komen!
event_subsidence	Het land is verzakt en daardoor is een deel van onze buitenmuur verwoest. Je had dit probleem meteen moeten oplossen!
event_earthquake	Een sectie van de gevangenis is ingestort na een aardbeving!
event_virus	We krijgen steeds meer meldingen van zieke gevangenen. Misschien kun je de zieke gevangenen in quarantaine plaatsen om te voorkomen dat zo iedereen ziek is.
event_virus_x	We krijgen steeds meer meldingen van zieke gevangenen en de symptomen zijn vrij ernstig. Je moet de zieken in quarantaine plaatsen en ze behandelen voordat iedereen ziek wordt.
event_treefire	Er is brand ontstaan in onze bosbouwruimte!
event_foodpoisoning	We krijgen meldingen van voedselvergiftiging bij de gevangenen. Er is dus eten in de keuken dat bedorven is. Helaas voor de zieke personen kunnen we hier niet veel aan doen.
event_cilistleak	We weten niet hoe, maar de identiteit van onze vertrouwelijke informanten is bekend geraakt. Als we hen niet meteen naar een veilige plaats brengen, lopen ze gevaar.
event_keysersoze	Een van de gevangenen in onze gevangenis met minimale beveiliging is onlangs in een spraakmakende rechtszaak aangeduid als een hoge pief in een bende. De gevangene is onder de radar kunnen blijven, maar nu weet iedereen wie hij/zij is...
event_preacherconversion	Een van onze meest charismatische gevangenen is een soort van religieuze evangelist geworden en bekeert anderen tot zijn gedachtegoed. Dit is niet noodzakelijk een probleem, maar mogelijk krijgen onze gevangenen weldra grotere spirituele behoeften.

event_massassassination_1	De identiteiten van een aantal getuigen in een belangrijke zaak zijn gelekt: sommigen zijn gevangenen in deze faciliteit.
event_massassassination_2	Er staat een prijs op hun hoofd, maar ze moeten in leven blijven. Identificeer de gevangenen en bescherm ze tot ze moeten getuigen.
event_massassassination_3_x	We hoorden dit net pas, dus je hebt weinig tijd meer voor iemand ze te grazen neemt.

event_tvremovaldemand_1	In de media is een campagne begonnen tegen alle voorzieningen waar gevangenen gebruik van mogen maken en ik krijg alle klachten over me heen.
event_tvremovaldemand_2	Er is een nieuwe wet aangenomen waarbij televisies worden verboden in de gemeenschappelijke ruimtes in gevangenissen. Je moet alle televisies uit de gemeenschappelijke ruimtes halen, anders krijg je een boete. Je hebt zes uur de tijd.
event_tvremovaldemand_fine	Je hebt niet alle televisies uit de gemeenschappelijke ruimtes gehaald, hoewel televisies in zulke ruimtes nu verboden zijn. Je krijgt een boete en je blijft boetes krijgen tot je je aan de wet houdt.
event_tvremovaldemand_complete	De media heeft een nieuw onderwerp gevonden. De wet die televisies verbiedt in gemeenschappelijke ruimtes is weer ingetrokken. Als je wilt, mag je ze terugzetten.

event_weightsremovaldemand_1	De media is een campagne begonnen tegen alle voorzieningen waar gevangenen gebruik van mogen maken en ik krijg alle klachten over me heen.
event_weightsremovaldemand_2	Er is een nieuwe wet waarbij fitnessapparatuur wordt verboden in luchtplaatsen. Je moet alle halterbanken verwijderen van de luchtplaatsen, anders krijg je een boete. Je hebt zes uur de tijd.
event_weightsremovaldemand_fine	Je hebt niet alle halterbanken van de luchtplaatsen gehaald, hoewel ze nu verboden zijn in zulke ruimtes. Je krijgt een boete en je blijft boetes krijgen tot je je aan de wet houdt.
event_weightsremovaldemand_complete	De media heeft een nieuw onderwerp gevonden. De wet die halterbanken verbiedt op luchtplaatsen is weer ingetrokken. Als je wilt, mag je ze terugzetten.

event_lessfooddemand_1	Het bestuur heeft besloten om experimenten uit te voeren met een aantal kostenbesparende maatregelen in onze gevangenissen, waaronder die van jou.
event_lessfooddemand_2	Je moet de hoeveelheid eten verkleinen en voor minder afwisseling in de maaltijden zorgen. Zo kunnen we goed zien wat het effect op ons budget zal zijn.
event_lessfooddemand_fine	Aangezien je de nieuwe voedselreglementen niet hebt doorgevoerd, pakken we gewoon de mogelijke besparingen af. Dit blijven we doen tot je doet wat ik je heb gevraagd.
event_lessfooddemand_complete	Het experiment met het voedselbudget is afgelopen en de resultaten zijn niet doorslaggevend. Je mag je gevangenen weer geven wat je wilt.

event_removevisitationdemand_1	Een ongeluk in een andere gevangenis heeft mogelijke problemen met de beveiliging aan het licht gebracht tijdens bezoek van familie.
event_removevisitationdemand_2	Tot de processen goed bekeken kunnen worden, is er geen bezoek meer toegestaan. Je hebt 12 uur de tijd om alle bezoekersruimtes uit je gevangenis te verwijderen.
event_removevisitationdemand_fine	Je hebt niet alle bezoekersruimtes uit je gevangenis verwijderd, ondanks de beveiligingsproblemen. Je krijgt een boete en je blijft boetes krijgen tot je je doet wat je wordt opgedragen.
event_removevisitationdemand_complete	We hebben de beveiliging van de bezoekregeling gecontroleerd en je kunt nu weer bezoekersruimtes toevoegen aan je gevangenis, als je dat wilt.

event_lessworkdemand_1	Ik heb net gehoord dat de gevangenen niet tevreden zijn met hun lange werkdagen. Ze willen snel minder uren werken, anders gaan ze herrie schoppen.
event_lessworkdemand_2	Een bewaker hoorde een gevangene zeggen dat als ze langer dan 2 uur moesten werken, ze 'deze hele toko overhoop zouden halen'.
event_lessworkdemand_ignore	Zo te zien hebben de gevangenen het opgegeven. Ze zijn er niet blij mee, maar nu weten ze wie er de baas is.
event_lessworkdemand_complete	De gevangenen zijn nu weer tevreden met hun werktijden. Misschien zagen ze de afgelopen paar dagen als een korte vakantie. We kunnen ze gewoon weer aan het werk zetten.

event_moresleepdemand_1	We hebben klachten gekregen van gevangenen die niet lang genoeg kunnen slapen en daar heel chagrijnig van worden.
event_moresleepdemand_2	Ze zeggen dat ze herrie gaan schoppen als ze niet minstens 7 uur per nacht kunnen slapen.
event_moresleepdemand_ignore	Zo te zien zijn de gevangenen er klaar mee en hebben ze geen zin meer om te protesteren tegen hun gebrek aan slaap. Ze waren zeker te moe.
event_moresleepdemand_complete	Dat hele gedoe met de slaappatronen van gevangenen is eindelijk overgewaaid, dus je kunt alles zonder problemen terugdraaien als je wilt.

event_morefreetimedemand_1	De gevangenen waren blijkbaar niet tevreden met de hoeveelheid vrije tijd in hun dagschema.
event_morefreetimedemand_2	De bewakers hebben geruchten opgevangen: als er niet snel iets verandert, zullen de gevangenen de boel slopen.
event_morefreetimedemand_ignore	De gevangenen hebben het opgegeven en doen niet meer moeilijk over het gebrek aan vrije tijd. Misschien weten ze dat ze in eenzame opsluiting meer dan genoeg vrije tijd zullen hebben.
event_morefreetimedemand_complete	De gevangenen die meer vrije tijd eisten, hebben hun missie opgegeven. Je kunt hun rooster weer omgooien, als je dat wilt.

event_contrabandsurge_complete	We hebben net ontdekt dat een van de leraren die lesgeeft aan onze gevangenen grote hoeveelheden smokkelwaar de gevangenis binnen brengt. We hebben de schuldige ontslagen, maar er is al veel schade aangericht.
event_corruptingspiritualist_complete	Een van de spirituele leiders in onze religieuze programma's heeft gevangenen opgejut met haatdragende boodschappen. We hebben de persoon ontslagen, maar het zal even duren voordat de gemoederen weer bedaard zullen zijn.

event_agitatingradio_1	Volgens enkele bewakers is een nieuwe radiopresentator op de zender waar de gevangenen naar luisteren, dingen aan het zeggen die de gevangenen opjutten.
event_agitatingradio_2	Het is misschien raadzaam om de radio's voorlopig te verwijderen.
event_agitatingradio_complete	Schijnbaar is de radiopresentator ontslagen na veel klachten. De radio's zouden geen problemen meer mogen veroorzaken in de gevangenis.

# =============================================================================
# Events Objectives (shown in todo list)
# =============================================================================

objective_bulkintake	Nieuwe gevangenen
objective_tvremovaldemand	Haal televisies uit gemeenschappelijke ruimtes
objective_tvremovaldemand_child	Zorg dat er geen televisies meer in gemeenschappelijke ruimtes staan
objective_weightsremovaldemand	Verwijder halterbanken uit de luchtplaatsen
objective_weightsremovaldemand_child	Zorg dat er geen halterbanken meer op luchtplaatsen staan
objective_lessfooddemand	Geef de gevangenen minder te eten en ook minder variatie
objective_lessfooddemand_child	Verander de porties die de gevangenen krijgen en geef ze ook minder variatie
objective_removevisitationdemand	Verwijder alle bezoekersruimtes
objective_removevisitationdemand_child	Zorg dat de gevangenis geen bezoekersruimtes meer heeft tot de controle is afgerond
objective_virus	Virusuitbraak
objective_virus_child	Totaal aantal besmette gevangenen:
objective_massassassination	Beschermde getuige\nZittingsdatum
objective_massassassination_child	Overlevende getuigen:
objective_lessworkdemand	Gevangenen eisen minder werk
objective_lessworkdemand_child	Verminder het werk tot 2 uur per dag of minder
objective_moresleepdemand	Gun gevangenen meer slaap
objective_moresleepdemand_child	Verleng de nachtrust tot minstens 7 uur per nacht
objective_morefreetimedemand	Geef gevangenen meer vrije tijd
objective_morefreetimedemand_child	Verleng de hoeveelheid vrije tijd tot minstens 6 uur per dag
objective_agitatingradio	Beroering door radio-uitzendingen
objective_agitatingradio_child	De gevangenen worden opgejut door de radio-uitzending...

# =============================================================================
# Custom warden strings
# =============================================================================

warden_default_name	De gevangenisdirecteur
warden_default_desc	De meest evenwichtige persoon ter wereld. Hij doet zijn werk en dat is het. Mensen noemen hem ook wel De Directeur.
warden_lobbyist_name	De lobbyist
warden_lobbyist_desc	De lobbyist heeft belangrijke vriendjes zodat er gevangenen zijn kant op komen die zich makkelijk laten beïnvloeden.\n\n- Halveert de kans op gevangenen die gewelddadig, moordzuchtig, onvoorspelbaar, dodelijk of echte vechtersbazen zijn.
warden_lobbyist_desc_short	- Halveert de kans op gevangenen die gewelddadig, moordzuchtig, onvoorspelbaar, dodelijk of echte vechtersbazen zijn.
warden_fear_name	Rita
warden_fear_desc	Rita is genadeloos en angstaanjagend. Ze staat erom bekend dat ze de gevangenen onder de duim houdt door ze angst aan te jagen. Er gaan geruchten rond dat ze een zweep heeft, maar dat is misschien wat overdreven.\n\n - Halveert de kans op stoïcijnse of onbevreesde gevangenen\n - Gevangenen worden twee keer zo snel onderdrukt.
warden_fear_desc_short	- Halveert de kans op stoïcijnse of onbevreesde gevangenen\n - gevangenen worden twee keer zo snel onderdrukt.
warden_tunnels_name	J.W. Periwinkle
warden_tunnels_desc	Gevangenisdirecteur Periwinkle zegt dat hij in de oorlog heeft gevochten. Hij zegt alleen nooit welke oorlog, maar hij weet alles over het graven van tunnels.\n\n - Waakhonden hebben 50% kans op het ontdekken van tunnels
warden_tunnels_desc_short	- Waakhonden hebben 50% kans op het ontdekken van tunnels
