
# =============================================================================
# Basic dialog strings
# =============================================================================

dialog_new	新建
informant_onroute	在途中...
informant_active	使用中
informant_coveragecaps	覆蓋 *X%


contraband_owner	所有者：*X
contraband_ownerunknown	所有者未知
contraband_stolenfrom	*Y 小時前，從 *X 處竊得
contraband_smuggledthrough	*Y 小時前，透過 *X 走私
contraband_smuggledin	*Y 小時前，由囚犯走私進來
contraband_type	類型：*X
contraband_tradevalue_title	交易價格
contraband_tradevalue_low	$
contraband_tradevalue_medium	$$
contraband_tradevalue_high	$$$
contraband_tradevalue_veryhigh	$$$$

staff_exhausted	非常疲憊
staff_tired	疲憊
staff_pissedoff	憤怒
staff_onstrike	罷工
staff_needsrest	工作人員更喜歡在員工休息室內休息。

dog_needskennel	警犬需要在犬舍內睡覺。

doctor_requireinfirmary	需要一間醫務室

entity_carryingequipment	攜帶 *X
entity_carryingkeys	攜帶監獄鑰匙
entity_carryingstaffkeys	攜帶工作人員鑰匙
entity_wearingarmour	佩戴 *X

reports_schedule	重新安排所有的課程
reports_edit	編輯排程
reports_bankloan	銀行貸款
reports_increaseloan	增加
reports_decreaseloan	減少
reports_unlockbankloans	由會計師解鎖

drugs_heroin	海洛因
drugs_cocaine	可卡因

#                                       Eg "Bob's Mother"
visitor_relationship	*X 的 *Y
visitor_age	年齡：*X

family_wife	妻子
family_exwife	前妻
family_girlfriend	女友
family_son	兒子
family_daughter	女兒
family_mother	母親
family_father	父親
family_brother	兄弟
family_sister	姐妹
family_lawyer	律師
family_priest	牧師
family_victims	受害者家屬
family_caption	家人：
family_none	無
family_husband	丈夫
family_exhusband	前夫
family_boyfriend	男友

damage_dead	死亡
damage_unconscious	失去意識
damage_serious	嚴重受傷
damage_injured	受傷
damage_amount	*X% 受損

message_autosaving	正在自動儲存...

buildtoolbar_entersearchterm	輸入搜尋字詞...

deploymentscheduler_title	部署調度程序
deploymentscheduler_patrolonly	[僅排定 *X ]
deploymentscheduler_schedulenow	立刻顯示部署
deploymentscheduler_scheduletime	顯示 *X.00 - *Y.00 部署
supplyanddemand_supplyheader	供應
supplyanddemand_demandheader	需求

tooltip_multipleobjects	TAB：循環顯示物品
remotedoor_noservo	如果沒有連接正常工作的伺服系統，遠端門不會開啟。

targettingfood_prisonersassigned	安排的囚犯：*X
targettingfood_predicteddemand	= 預期需求 =
targettingfood_demand	需求 *X
targettingfood_supply	供給 *X (+*Y)
targettingfood_prisoners	囚犯
targettingfood_required	所需的餐數：*X
targettingfood_ready	備妥的餐數： *X
targettingfood_cooked	烹煮的餐數：*X

roomgrading	房間等級
roomgrading_cell_roomsize	[*E] 房間大小最少 *X 平方
roomgrading_cell_cleanliness	[*E] 整潔高於 *X%
roomgrading_cell_outsidewindow	[*E] *Y 戶外窗戶
roomgrading_cell_item	[*E] 項目：*X

roomgrading_dormitory_roomsize	[*E] 每名囚犯的房間大小，最少應有 *X 平方
roomgrading_dormitory_cleanliness	[*E] 整潔高於 *X%
roomgrading_dormitory_outsidewindow	[*E] *Y 每 8 名囚犯有 扇戶外窗戶
roomgrading_dormitory_item	[*E] 項目：每 4 名囚犯應有 *X 個

roomgrading_sharedcell_roomsize	[*E] 每名囚犯的房間大小，最少應有 *X 平方
roomgrading_sharedcell_cleanliness	[*E] 整潔高於 *X%
roomgrading_sharedcell_outsidewindow	[*E] *Y 戶外窗戶
roomgrading_sharedcell_item	[*E] 項目：每 4 名囚犯應有 *X 個

roomgrading_result	等級 *X/*Y
roomgrading_currentoccupant	居住者有權享有等級 *X
roomgrading_unoccupied	無人居住
roomgrading_shared_occupuants	目前使用人數：*X / *Y

weathermap_temperature_title	溫度
weathermap_temperature_text	攝氏*C度 / 華氏*F度
weathermap_temperature_c	攝氏*C度
weathermap_temperature_f	華氏*F度

roomerror_nokitchen	沒有任何廚房能夠將食品送到這間食堂
roomerror_noprisoners	這間食堂未被指派任何囚犯來此就餐
roomerror_nocanteen_cells	這些牢房沒有可以使用的食堂。這間牢房的囚犯將無處就餐
roomerror_nocanteen_kitchen	這間廚房沒有任何可用的食堂。它在就餐時間將不會烹製任何食物

ceos_letter	尊敬的女士/先生：\n\n\n祝賀您完成本入職培訓 — 您現在已經是一位完全合格的監獄建築師了！不久後，您就將白手起家，僅憑一塊空置土地和幾堆磚塊，來設計、構建並運營您自己的監獄。在您開始之前，我想我可以與您分享一些重要的經驗教訓。\n\n1.每所監獄都需要一位監獄長 — 他應該是您首批雇傭的工作人員之一。為他構建一間漂亮的辦公室，他就將透過官僚機構體系開創各種先進設施。\n\n2.單人牢房成本高昂，尤其是在資金非常緊張的早期階段。從一間可同時由許多囚犯共用的寬敞拘留室著手，以節省資金。\n\n3.在首批囚犯出現之前，讓廚房和食堂投入正常使用，務必雇傭些廚師 — 沒有什麼比饑腸轆轆更能激怒囚犯的了！\n\n4.構建監獄是一項成本高昂的事業，您需要成為透過津貼任務和合約籌集大量資金的高手。您可以透過「報告」螢幕存取這些津貼任務。\n\n我想說的就這麼多 — 祝您好運！\n\n執行長，\nPrison Architects Corp.

quickbuild_basiccell	基本牢房
quickbuild_solitarycell	單人牢房
quickbuild_office	辦公室
quickbuild_luxurycell	奢華牢房
quickbuild_sharedcell	集體牢房
quickbuild_kitchen	廚房
quickbuild_canteen	食堂
quickbuild_utilityroom	雜物房
quickbuild_classroom	教室
quickbuild_commonroom	公共活動室

season_current	目前季節：*X
season_spring	春天
season_summer	夏天
season_autumn	秋天
season_winter	冬天

weather_current	目前天氣：*X
weather_none	晴天
weather_overcast	陰天
weather_rain	雨天
weather_snow	下雪
weather_heatwave	熱浪
weather_torrentialrain	傾盆大雨

prisoner_cellerror_nonefree	沒有空牢房給這一名囚犯
prisoner_cellerror_toohighquality	所有可用牢房對這名囚犯來說品質過高
prisoner_cellerror_nosolitary	這名囚犯需要被關到禁閉室，但沒有可用的禁閉室

group_all_staff	所有工作人員
staff_onbreak	休息中
staff_onbreakremaining	休息中 (*Xm)
staff_breaktime	休息時間：


# =============================================================================
# Campaign info
# =============================================================================

campaignchapter_chapternumber	章節 *C


# =============================================================================
# Death Row
# =============================================================================

campaignchapter_deathrow	死囚區

campaignchapter_deathrow_description	我們已經簽訂合約，要在這所監獄承建一間死刑室，以便能夠及時趕上預定執行的其中一名囚犯的死刑。

campaigncutscene_deathrowmurder	雙重謀殺
campaigncutscene_deathrowconfession	告解

adviser_deathrow_murder1	我就知道會在這裡找到你們兩個。
adviser_deathrow_murder2	愛德華！我...
adviser_deathrow_murder25	不想。只是…不想。
adviser_deathrow_murder3	你會怎麼做？

adviser_deathrow_church1	我能幫你嗎？
adviser_deathrow_church15	...
adviser_deathrow_church2	你在尋求寬恕嗎？
adviser_deathrow_church3	我不知道。我得做點什麼，我無法忍受我曾經做過的事。
adviser_deathrow_church4	你必須自首。無論你做了什麼，都不能逃避其後果。
adviser_deathrow_church5	除非你面對自己的過去，否則你永遠都無法心安理得。
adviser_deathrow_church6	我想回到過去。我想原諒她。我希望她能原諒我。
adviser_deathrow_church7	只要你誠心懇求，無論你曾經做過什麼，上帝都會寬恕你的。
adviser_deathrow_church8	但你必須在法律面前為自己的罪行負責。別無他法。

adviser_deathrowintro_1	這會很困難。
adviser_deathrowintro_2	此設施內監禁的一名囚犯經裁定犯有雙重謀殺罪並已被判處死刑。
adviser_deathrowintro_3	這正是需要我們發揮作用的地方。我們已經簽訂合約，要承建一間死刑室，以便能夠及時趕上這個傢伙的大日子。
adviser_deathrowintrob_1	這就是我希望構建新設施的地方。
adviser_deathrowintrob_2	類似此專案的任何專案的第一步都是構建建築本身 — 其內部應具備足夠的空間來構建一間死刑室和一間拘留室。
adviser_deathrowintrob_3	讓我們開始吧。在此處構建一棟新建築。

adviser_deathrow_explain1	您的工人負責構建建築。
adviser_deathrow_explain2	他們會從這間儲藏室收集鋼筋和混凝土，並把其帶到施工現場。
adviser_deathrow_explain3	他們會使用這些原材料來構建新建築的地基和建築框架。
adviser_deathrow_explain4	這是構建過程中最慢的部分，因此您應該在構建新設施時進行事先規劃。
adviser_deathrow_explain5	在我們等待時，四處看看。使用 WASD 或方向鍵四處移動，並使用滑鼠滾輪來放大和縮小。

objective_deathrow_building	構建一棟建築來安置死刑行刑設施

adviser_deathrow_buildinside1	我們還需要為新建死刑行刑設施構建一個入口。
adviser_deathrow_buildinside2	在南牆上構建大型監獄門。

objective_deathrow_buildouterdoor	構建大型監獄門入口

adviser_deathrow_internalwalls1	我希望在建築內構建一間牢房和一間死刑室。
adviser_deathrow_internalwalls2	構建一些磚牆來劃分該空間。

objective_deathrow_buildinternalwalls	構建內牆

adviser_deathrow_internaldoors1	現在將大型監獄門新增到這些分隔牆上。
adviser_deathrow_internaldoors2	在放置前按一下滑鼠中鍵（或按 R），可旋轉物品。

objective_deathrow_buildinternaldoors	構建內部門（按一下滑鼠中鍵或按 R，可旋轉物品）

adviser_deathrow_designation1	這看起來很不錯。我們現在需要在這些空間內指定房間。
adviser_deathrow_designation2	在較小的區域內指定一間判刑囚犯將居住的牢房。
adviser_deathrow_designation3	然後在較大的區域內指定死刑室本身。

objective_deathrow_designatecell	指定牢房
objective_deathrow_designateexecution	指定死刑室

adviser_deathrow_roomrequirements1	這些新房間需要滿足一些要求，才能開始發揮功能。
adviser_deathrow_roomrequirements2	牢房需要一張床和一個馬桶。
adviser_deathrow_roomrequirements3	死刑室需要電椅。

objective_deathrow_cellobjects1	構建一張床
objective_deathrow_cellobjects2	構建一個馬桶
objective_deathrow_executionobjects	構建一張電椅

adviser_deathrow_optional1	雖然基本要素已得到妥善處理。但您仍然可以做些改進。
adviser_deathrow_optional2	這些由您做主，不屬於必須達到的要求。而是取決於您對囚犯及其環境的重視程度。
adviser_deathrow_optional3	牢房本身可使用朝向外部的窗戶和小書架予以改進。
adviser_deathrow_optional4	使用木質地板和馬賽克瓷磚等品質更高的地面材料，將讓設施看起來更美觀。
adviser_deathrow_optional5	您可以根據其需要在外部新增些照明和一條鋪設好的路徑。

adviser_deathrow_transfer05	這就是我們所討論的人，愛德華•羅姆西。你能相信嗎，他曾是一名教師。
adviser_deathrow_transfer06	我們沒有立場決定這是否是他應得的。是法律做出了這個決定。我們只是來這裡完成任務而已。
adviser_deathrow_transfer1	一旦您對設施準備就緒感到滿意，您就可以開始轉移囚犯到他的新牢房。
adviser_deathrow_transfer2	只需按一下其牢房中的快照，即可開始轉移。

objective_deathrow_path	（可選）構建一條通往新設施的路徑
objective_deathrow_window	（可選）為牢房新增一個窗戶
objective_deathrow_bookshelf	（可選）為牢房新增一個書架
objective_deathrow_flooring	（可選）用品質更高的材料重新裝飾地板
objective_deathrow_outerlights	（可選）在設施周圍建立一些室外照明
objective_deathrow_transferinmate	完成後，按一下愛德華牢房中的快照，即可開始轉移囚犯。

adviser_deathrow_setupmurder1	不要為這個傢伙留一滴眼淚。他是個冷血殺手，罪有應得。
adviser_deathrow_setupmurder2	他甚至也認罪了。想聽聽他如何描述他自己都做了什麼嗎？
adviser_deathrow_setupmurder3	內容相當精彩。「那是晚上 11 點左右。燈已經打開了。我知道她就在家裡…」
adviser_deathrow_postmurder1	就像我說的，這是個冷血殺手。
adviser_deathrow_postmurder2	依我看，這再清楚不過。他即將領受的每一伏電壓，都是他應得的。
adviser_deathrow_postmurder3	所有人都應該得到寬恕，即使是他。你就這樣肯定自己能夠予以這樣的最終判決嗎？
adviser_deathrow_postmurder4	抓到妻子與其他男人在一起並不能為他所做的事開脫。
adviser_deathrow_postmurder5	他帶著一把裝滿子彈的槍前往那裡，並知道會在那裡找到他們兩個人在一起。這是雙重預謀殺人罪。
adviser_deathrow_postmurder6	他什麼都沒做，只是配合當局的工作。本州將對他予以懲罰，以儆效尤。
adviser_deathrow_postmurder7	要是他在 100 英里以北的地方犯罪，那麼他將面臨無期徒刑。這怎麼能稱得上正義？
adviser_deathrow_postmurder8	你們希望像這樣的傢伙逍遙法外嗎？即使知道他跑了，我也一樣會在晚上睡得很好。


adviser_deathrowelectricity_1	到目前為止，做得不錯。
adviser_deathrowelectricity_2	但是有一個問題 — 因為不具備任何電源，死刑室現在還不能工作。
adviser_deathrowelectricity_3	我們需要將其連接到電源。

adviser_deathrowelectricityb_1	我們正在「公用事業設施」模式下檢視監獄，該模式將向我們展示整個監獄的電氣佈線圖。
adviser_deathrowelectricityb_2	監獄中的每棟建築均透過這些密集的地下電纜連接到電網。
adviser_deathrowelectricityb_3	監獄由從國家電網取電的此變電站供電。
adviser_deathrowelectricityb_4	正如您所看到的，牢房的這個側翼完全沒有電力供應。所有的燈都熄滅了。
adviser_deathrowelectricityb_4b	如要解決這個問題，我們首先需要切換到「公用事業設施」模式，以瞭解燈沒有供電的原因。
adviser_deathrowelectricityb_5	最近的電纜太遠了 — 我們的工程師無法完成此區域的佈線。
adviser_deathrowelectricityb_6	延長附近的電纜，以覆蓋監獄的這一側翼。

objective_deathrow_cellpower	將房間連接到電源

adviser_deathrow_connectchair_1	燈並不是唯一需要電力供應的設備。您新增的電椅也需要供電。
adviser_deathrow_connectchair_2	用電纜將死刑行刑設施連接到電網。
adviser_deathrow_connectchair_3	電椅本身是一種特殊類型的電器。需要具備自己的專用電源線路。您需要將其與電源電纜直接連接起來。

objective_deathrow_chairpower	將電椅連接到電源
objective_deathrow_condemnedcellpower	將牢房連接到電源

adviser_deathrow_testchair_1	我想我們差不多完成了。但我們應該在嘗試使用新建死刑室之前，對其測試至少一次。
adviser_deathrow_testchair_2	我只是要將其打開幾秒鐘，確保一切正常。
adviser_deathrow_testchair_3	好吧，這出故障了。看起來我們耗電太多，使發電站中的斷路器跳閘了。整個監獄漆黑一片。
adviser_deathrow_testchair_4	我們需要更多電流，才能應對電椅產生的功率峰值。
adviser_deathrow_testchair_5	首先，我們需要重新打開電源。此過程分為兩步：
adviser_deathrow_testchair_5b	按一下發電站，將發電站電源重新打開，並在顯示的功能表中選擇「打開」。
adviser_deathrow_testchair_6	然後再構建 3 個電容器，從而讓我們有足夠的電源容量來應對電椅。
adviser_deathrow_testchair_7	完成後，按一下電椅，再次對其進行測試，並在功能表中選擇「打開」。

objective_deathrow_poweron	重新打開發電站的開關。（按一下發電站，然後從功能表中選擇「打開」。）
objective_deathrow_expandpower	用 3 個新的電容器擴建發電站
objective_deathrow_chairworking	再次測試電椅（按一下電椅，然後選擇「打開」）

adviser_deathrow_execution_1	做得好。我想我們已經完成此任務了。
adviser_deathrow_execution_2	目前所發生的事超出了我們的控制。我們的工作做得很專業，這對我們的業務非常重要。
adviser_deathrow_execution_3	盡量不要擔心接下來會發生什麼。

adviser_deathrow_setupexecution1	是時候了，愛德華。
adviser_deathrow_setupexecution2	你做了正確的事，儘管這個世界不會因此而寬恕你。
adviser_deathrow_setupexecution3	您很快就會與上帝同在，他將對您進行最後的審判。

adviser_deathrow_setupexecution4	愛德華•羅姆西。你被發現犯有兩項一級謀殺罪名。
adviser_deathrow_setupexecution5	將被處以死刑。
adviser_deathrow_setupexecution6	你有什麼要說的嗎？
adviser_deathrow_setupexecution7	蘇珊...
adviser_deathrow_setupexecution8	對不起。

# =============================================================================
# Expense popups
# =============================================================================

finance_cost_prisonsale	之前的監獄銷售
finance_cost_equiptazer	設備：泰瑟槍
finance_cost_equipbodyarmour	設備：護身防彈衣
finance_cost_exports	外銷產品
finance_cost_foundations	建築地基
finance_cost_cashflow	現金流
finance_cost_bankloan	銀行貸款
finance_cost_bankloan_repayment	銀行貸款償還
finance_cost_sharesale	股份出售
finance_cost_sharepurchase	股份購買
finance_cost_grantadvance	津貼任務預付款
finance_cost_grantcompletion	津貼任務完工付款
finance_cost_reformprogram	改造課程
finance_cost_repair	修補
finance_cost_sellobject	出售物品
finance_cost_landpurchase	土地購買
finance_cost_prisonerintake	囚犯收監
finance_cost_grantcancellation	取消成本
finance_cost_grantrefund	- 償還：*X
finance_cost_grantfine	- 罰款：*X
finance_cost_executionfine	不當行刑罰款
finance_cost_executioncompensation	死刑行刑酬勞
finance_cost_shopintake	商店接收囚犯
finance_cost_prisonerwages	囚犯工資
finance_cost_fine	罰款
finance_cost_shopcommission	商店銷售額佣金


# =============================================================================
# Clock
# =============================================================================

clock_speed_0	||
clock_speed_1	>
clock_speed_2	>>
clock_speed_5	>>>
clock_speed_10	>>>>
clock_speed_half	...
clock_add_hour	0
clock_am	上午
clock_pm	下午

# =============================================================================
# Events
# =============================================================================

event_powerstationfire	電湧已造成我們的發電機超載並起火！
event_powerstationfire_x	電湧已在我們的發電機中造成災難性超載，整個發電機已經爆炸了！
event_powerstationfirelarge	電湧已造成我們的發電機超載並起火！
event_powerstationfirelarge_x	電湧已在我們的發電機中造成災難性超載，整個發電機已經爆炸了！
event_kitchenfire	廚房已經起火！
event_waterpipeburst	一條水管已經破裂，整個區域都被水淹了。請在損失變得過於嚴重之前將其修復。
event_bulkintake	附近一所監獄的災難導致該設施的某個防區完全不能使用。我們別無選擇，只能將那裡的囚犯轉移到您的監獄，因為附近沒有其他合適的設施了。他們很快就會抵達。
event_workshopaccident	一名囚犯在車間事故中嚴重受傷，而且無法移動！快點派一名醫生！
event_subsidence	土地沉陷破壞了我們的一段外牆。您應該馬上把它修好！
event_earthquake	當地地震已導致監獄的一個防區坍塌！
event_virus	許多囚犯已向我們報告染病。您可能應當確定並隔離染病囚犯，以阻止疾病傳播。
event_virus_x	許多囚犯已向我們報告染病，而且症狀似乎相當嚴重。您應該考慮隔離染病囚犯並對其進行治療，以免疾病傳播太廣。
event_treefire	你的林場著火了！
event_foodpoisoning	我們持續收到囚犯食物中毒的報告。廚房的某些食物肯定壞了。不幸的是，病人除了等症狀退去，也別無他法。
event_cilistleak	我們不知道為何，但是你的線人的資訊外洩了。如果我們不立刻將他們移到別處，他們將面臨真正的危險。
event_keysersoze	根據近期備受關注的幫派案件指出，我們其中一名最低安全級別囚犯是高層幫派領袖。他們雖然保持低調，可是現在所有人都知道他們是誰...
event_preacherconversion	一名富有魅力的囚犯成了某種傳教士，而其他人似乎也開始跟隨他。這不見得是一個大問題，但我們的囚犯很快地會有更多精神層面的需求。

event_massassassination_1	一起聯邦起訴案件中的多位證人的身份遭到洩漏，而其中部分證人正是我們監獄中的囚犯。
event_massassassination_2	有人要雇傭殺手除掉他們，但我們需要他們活著。您需要找出這些囚犯，將他們關押在單人牢房，直至他們開庭的日子。
event_massassassination_3_x	我們獲知這一消息的時候有點晚，所以在這些殺手行動之前，您沒有太多的時間了。

event_tvremovaldemand_1	媒體針對准予囚犯使用的設施發起運動，這為我的辦公室施加了很大壓力。
event_tvremovaldemand_2	我將通過禁止在監獄的公共區域內設置電視的法案，所以我需要您移除公共活動室內的所有電視，否則您會被處以罰款。您有 6 個小時的時間。
event_tvremovaldemand_fine	您未能按照現行法律的要求移除公共活動室內的電視。您已被處以罰款，除非您遵循法律要求，否則將繼續收到罰款。
event_tvremovaldemand_complete	媒體的注意力已經轉向其他地方，禁止在公共區域內設置電視的法案已被廢除。如果您願意，隨時都可以重新安裝。

event_weightsremovaldemand_1	媒體已經針對准予囚犯使用的設施發起運動，這為我的辦公室施加了很大壓力。
event_weightsremovaldemand_2	我將通過禁止在監獄庭院中設置健身器材的法案，所以我需要您移除庭院中的所有舉重床，否則您會被處以罰款。您有 6 個小時的時間。
event_weightsremovaldemand_fine	您未能按照現行法律的要求移除庭院中的所有舉重床。您已被處以罰款，除非您遵循法律要求，否則將繼續收到罰款。
event_weightsremovaldemand_complete	媒體的注意力已經轉向其他地方，禁止在庭院中設置舉重床的法案已被廢除。如果您願意，隨時都可以重新安裝。

event_lessfooddemand_1	董事會已經決定在我們的所有設施中實驗一系列成本節約措施，您的監獄正在此列。
event_lessfooddemand_2	我們需要您將您監獄中的餐點數量和膳食種類政策減少為「低」，以便我們能夠瞭解這對於整體預算有什麼影響。
event_lessfooddemand_fine	既然您已經決定不實施我們所要求的新食品政策，我們將從您的資金中直接提取可能節省的資金金額。除非您照我的要求行事，否則這種情況還會繼續發生。
event_lessfooddemand_complete	食品預算實驗已經結束，結果尚無定論。如果您願意，可以隨時重新設定食品政策。

event_removevisitationdemand_1	發生在其他設施的一場事故突出了家屬探監時安全檢查方面的潛在問題。
event_removevisitationdemand_2	在相關過程可以獲得適當審查前，必須暫停所有探監。您有 12 個小時的時間，來移除您監獄中的所有探監室。
event_removevisitationdemand_fine	儘管當前出現諸多安全問題，您未能移除您監獄中的探監室。您已被處以罰款，除非您遵循法律要求，否則將繼續被處以罰款。
event_removevisitationdemand_complete	我們已經完成了對探監過程的安全審查，如果您願意，現在可以重新為您的監獄添加探監室。

event_lessworkdemand_1	我剛剛得到消息，囚犯對其白天工作時長感到不滿，並計畫在該情況無法得到改善時製造麻煩。
event_lessworkdemand_2	一名警衛聽到有人說，如果他們必須工作 2 個小時以上，他們將「把這個地方撕碎」。
event_lessworkdemand_ignore	看起來囚犯已經放棄並平靜下來。他們對此感到不滿意，不過讓他們明白誰才是這裡的老大也挺好。
event_lessworkdemand_complete	囚犯現在對其工作時長的問題已經平靜下來 — 我想他們是將過去的幾天看作某種度假了。我們可以很輕鬆地讓他們回去工作。

event_moresleepdemand_1	我們已經收到投訴，聲稱囚犯得不到足夠的睡眠，而且對此感到越來越煩躁。
event_moresleepdemand_2	他們說，如果他們每晚的睡眠時間達不到 7 小時的最低限度，他們將開始製造麻煩。
event_moresleepdemand_ignore	看起來囚犯終於到了強弩之末，並已放棄有關睡眠不足的抗議。我想他們是太累了。
event_moresleepdemand_complete	有關囚犯睡眠時間安排的整個問題終於平息了，所以如果您願意，您可以對其進行再次更改，而不會引發任何問題。

event_morefreetimedemand_1	囚犯顯然對於其日常安排中較少的空閒時間很不滿意。
event_morefreetimedemand_2	警衛們一直有聽到傳聞，如果情況在不久後仍然沒有改變，囚犯將開始製造破壞。
event_morefreetimedemand_ignore	囚犯已經平靜下來，並停止為缺少空閒時間而製造麻煩。或許他們意識到，如果關在單人牢房裡，空閒時間會更少。
event_morefreetimedemand_complete	囚犯增加空閒時間的要求已被放任得太久了，如果您願意，可以隨時再次更改他們的排程。

event_contrabandsurge_complete	我們剛剛發現我們為囚犯課程聘請的老師，一直在走私大量違禁品。他們雖然被開除了，但傷害已造成了。
event_corruptingspiritualist_complete	我們為了宗教計劃而聘請的其中一位精神領袖，一直用各種仇恨言論激怒囚犯們。他們雖然被開除了，但是囚犯們仍需時間冷靜下來。

event_agitatingradio_1	根據一些守衛的說法，囚犯們收聽的廣播電台有一位新主持人一直在發表激怒囚犯的言論。
event_agitatingradio_2	暫時停止使用收音機可能是個明智的決定，除非他們開始把主持人的話當一回事。
event_agitatingradio_complete	遭到大量投訴後，那名電台主持人顯然被開除了。接下來監獄應該不會再有電台的問題了。

# =============================================================================
# Events Objectives (shown in todo list)
# =============================================================================

objective_bulkintake	即將到來的囚犯
objective_tvremovaldemand	移除公共活動室內的電視
objective_tvremovaldemand_child	確保公共活動室內沒有電視
objective_weightsremovaldemand	移除庭院中的舉重床
objective_weightsremovaldemand_child	確保庭院中沒有舉重床
objective_lessfooddemand	將餐點數量和種類減少為「低」
objective_lessfooddemand_child	將囚犯的用餐數量和膳食種類改為低
objective_removevisitationdemand	移除所有探監室
objective_removevisitationdemand_child	在安全審查完成前，確保監獄內沒有探監室
objective_virus	病毒爆發
objective_virus_child	感染囚犯總數：
objective_massassassination	聯邦證人\n開庭日期
objective_massassassination_child	倖存的證人：
objective_lessworkdemand	囚犯要求減少工作量
objective_lessworkdemand_child	將工作時長減至每天 2 小時或更少
objective_moresleepdemand	為囚犯提供更多睡眠時間
objective_moresleepdemand_child	將睡眠時間增至每天至少 7 小時
objective_morefreetimedemand	為囚犯提供更多空閒時間
objective_morefreetimedemand_child	將空閒時間增至每天至少 6 小時
objective_agitatingradio	煽動的電台節目
objective_agitatingradio_child	現在的電台廣播節目在激怒我們的囚犯...

# =============================================================================
# Custom warden strings
# =============================================================================

warden_default_name	監獄長
warden_default_desc	這個星球上最平衡的人，只做自己份內的工作。人們只是叫他監獄長。
warden_lobbyist_name	說客
warden_lobbyist_desc	說客擁有身居高位的朋友，可確保更容易控制的囚犯來到他所在的監獄。\n\n - 可將監獄接收暴力、破壞性大、喜怒無常、致命或戰鬥力強的囚犯的可能性降低一半。
warden_lobbyist_desc_short	- 可將監獄接收暴力、破壞性大、喜怒無常、致命或戰鬥力強的囚犯的可能性降低一半。
warden_fear_name	麗塔
warden_fear_desc	據傳，無情而可怕的麗塔透過在司法領域施加震懾來運營設施。她隨身攜帶鞭子的傳言可能被誇大了。\n\n - 可將囚犯堅忍無畏的可能性降低一半\n - 囚犯被鎮壓的速度是原來的兩倍
warden_fear_desc_short	- 可將囚犯堅忍無畏的可能性降低一半\n - 囚犯被鎮壓的速度是原來的兩倍
warden_tunnels_name	J•W•佩里溫克爾
warden_tunnels_desc	監獄長佩里溫克爾聲稱他曾在戰爭中擔任工兵。他從未具體說過是哪一場戰爭，但他確實瞭解有關挖掘隧道的一切。\n\n - 警犬完全揭露其檢測到的任何隧道的機率為 50%
warden_tunnels_desc_short	- 警犬完全揭露其檢測到的任何隧道的機率為 50%
warden_calming_name	撫慰者
warden_calming_desc	撫慰者擁有不尋常的天賦，能夠安撫最暴力的人。只是與他同處一個房間，就足以讓人溫順服從。\n\n - 可讓您的監獄整體「降溫」，讓囚犯不太可能製造麻煩
warden_calming_desc_short	- 可讓您的監獄整體「降溫」，讓囚犯不太可能製造麻煩
warden_contraband_name	薩弗拉•阿科諾瓦
warden_contraband_desc	薩弗拉•阿科諾瓦具有無可挑剔的聲譽和非常乾淨的記錄。但幕後的不正當交易和秘密賄賂對她而言稀鬆平常。\n\n - 少量盤剝每件找到的違禁品的轉售價值\n - 被發現攜帶違禁品的囚犯將直接從其積蓄中「處以罰款」
warden_contraband_desc_short	- 少量盤剝每件找到的違禁品的轉售價值\n - 被發現攜帶違禁品的囚犯將直接從其積蓄中「處以罰款」
buildtoolbar_wardenlobbyist	說客
buildtoolbar_tooltip_wardenlobbyist	為您的監獄獲取不太暴力的罪犯
interfacetopbar_tension_calmingwarden	- 您的監獄長對囚犯有安撫的作用
warden_consultingfee	諮詢費

# =============================================================================
# Crime names
# =============================================================================

crime_bribery	賄賂
crime_aggravatedburglary	嚴重入室行竊
crime_burglary	入室行竊
crime_arson	縱火
crime_criminaldamage	刑事損害
crime_vandalism	惡意破壞
crime_possession	持有毒品
crime_possessionintenttosupply	持有並意圖販賣毒品
crime_forgery	偽造
crime_fraud	欺詐
crime_counterfeightingcurrency	偽造貨幣
crime_falseaccounting	偽造帳目
crime_insidertrading	內幕交易
crime_moneylaundering	洗錢
crime_aggravatedvehicletheft	嚴重汽車盜竊
crime_joyriding	偷車兜風
crime_dangerousdriving	危險駕駛
crime_deathbydangerousdriving	危險駕駛致死
crime_drivingunderinfluence	醉酒駕駛
crime_kidnapping	綁架
crime_falseimprisonment	非法監禁
crime_torture	拷打
crime_assault	襲擊
crime_aggravatedassault	嚴重襲擊
crime_assaultinganofficer	襲警
crime_greviousbodilyharm	嚴重傷害他人身體
crime_murder	謀殺
crime_attemptedmurder	謀殺未遂
crime_manslaughter	過失殺人
crime_pervertingcourseofjustice	妨礙司法公正
crime_contemptofcourt	蔑視法庭
crime_drunkdisorderlybehaviour	酗酒滋事
crime_escapingfromlawfulcustody	逃避合法羈押
crime_perjury	做偽證
crime_rioting	暴動
crime_espionage	從事間諜活動
crime_violentdisorder	暴力擾亂治安
crime_trafficking	販賣人口
crime_armedrobbery	持械搶劫
crime_robbery	搶劫
crime_carjacking	汽車搶劫
crime_blackmail	敲詐勒索
crime_handlingstolengoods	處理贓物
crime_videogamepiracy	視頻遊戲盜版
