
# =============================================================================
# Basic dialog strings
# =============================================================================

dialog_new                              Нова игра

regime_nothing                          Заключване
regime_sleep                            Сън
regime_eat                              Ядене
regime_shower                           Баня
regime_yard                             Двор
regime_work                             Работа/Свободно време
regime_lockdown                         Затваряне
regime_freetime                         Свободно време
regime_currenttime                      Сега
regime_unspecified                      Неопределено
regime_worklockdown                     Работа/Арестантско помещение

regimetooltip_nothing                   Затворниците са заключени в килиите си. Те нямат какво друго да правят, освен да мислят за действията си, които са ги довели на това място.\n\nПродължителното заключване може да се окаже строго наказание дори за най-издръжливите затворници.
regimetooltip_sleep                     Затворниците са заключени в килиите си и лампите се изключват. Всички заспиват.\n\nОсвен онези, които копаят тунели за бягство...
regimetooltip_eat                       Затворниците отиват до най-близката столова и сядат да обядват.\n\nЗатворниците могат да използват всички съоръжения в Столовата, но не могат да я напускат, докато времето за обяд не свърши.
regimetooltip_shower                    Затворниците се събличат и влизат в банята. Времето за баня е много важно за хигиената на затворниците, макар че някои затворници не искат да се къпят, освен ако не са принудени да го направят.
regimetooltip_yard                      Затворниците се извеждат на двора за физически упражнения, слънчева светлина и чист въздух.\n\nПо това време затворниците могат да използват всички съоръжения на двора, например лежанките за вдигане на тежести, телефоните, за да се обадят на близките си, душовете и др.
regimetooltip_work                      Затворниците се изпращат да работят в затвора.  Всички свободни места се попълват и затворниците автоматично отиват на съответното място за работа. (Свободните места за работа могат да се определят чрез екрана Разпределение.)\n\nВсички Програми за реформи също се провеждат през Работно време.  Затворниците, които не са на работа и не участват в Програма за реформи, могат свободно да се разхождат в затвора, както когато имат 'Свободно време'.
regimetooltip_freetime                  Затворниците се пускат от килиите и могат да използват всички съоръжения в затвора. Затворниците най-много харесват това време, защото те могат да общуват и да се погрижат за нуждите си по най-добрия начин.\n\nПродължителните периоди на свободно време могат да намалят стреса и напрежението в затвора, но според повечето хора, то не може да се смята за наказание.
regimetooltip_worklockdown              Затворниците се назначават на работа в пределите на затвора. Всички свободни работни места се запълват и затворниците автоматично се явяват на работните места в обектите. (Можете да настроите свободните работни места от екрана „Разположение“.)\n\nВсички програми за реформиране също се провеждат през работното време. На затворниците, които нямат работа и които не са включени в определена програма за реформиране, не се позволява да напускат килиите, както при 'арест'.

regime_clear                            Изчистете режима в тази категория и вместо това използвайте Нормалния режим по подразбиране.

schedule_editor_students                Ученици: *X/*Y
schedule_editor_error_staffonly         Стаята е маркирана като Само за персонал
schedule_editor_error_noregimetime      Програмата е извън валидното Работно време
schedule_editor_error_noteachers        За тази програма няма учители
schedule_editor_error_noobjects         Във валидната стая не са открити обектите, необходими за тази програма
schedule_editor_pin                     Отбележи тази програма
schedule_editor_unpin                   Отмени отбелязването на програмата

# =============================================================================
# DoorTimer stuff
# =============================================================================

doortimer_title                         Таймер на врати
doortimer_connected_servos              *X свързани сервоуправления
doortimer_state_open                    Отворено
doortimer_state_closed                  Затворено

doortimer_security_none                 Произволна сигурност
doortimer_security_minsec               Минимална сигурност
doortimer_security_normal               Нормална сигурност
doortimer_security_maxsec               Максимална сигурност
doortimer_security_Protected            Под защита
doortimer_security_SuperMax             Супер макс.
doortimer_security_DeathRow             Смъртна присъда


# =============================================================================
# Execution
# =============================================================================

execution_stage_completed               ПРИКЛЮЧЕН
execution_stage_authorise               РАЗРЕШАВАНЕ
execution_stage_Start                   Екзекуцията е започнала
execution_stage_Lockdown                Започни затваряне в целия затвор
execution_stage_Testing                 Тествай съоръжението
execution_stage_Assemble                Подготовка на екзекуцията
execution_stage_Witnesses               Ескортирай свидетелите в сградата
execution_stage_Escort                  Ескортирай затворника в сградата
execution_stage_Execution               ЕКЗЕКУЦИЯ
execution_stage_Dismissed               Освободи персонала и свидетелите
execution_stage_FinalReport             Окончателен отчет

execution_stagetooltip_start            Вие сте насрочили екзекуцията на този затворник и трябва да спазвате официалната процедура.
execution_stagetooltip_lockdown         Всички затворници се изпращат в килиите си и затворът се заключва.
execution_stagetooltip_testing          Последен тест, за да се провери дали всичко работи. Електрическото захранване на стола се проверява при натоварване.  Освен това се планира последният маршрут на затворника – той трябва да може самостоятелно да отиде до стаята за екзекуции.
execution_stagetooltip_assemble         Надзирателят и директорът отиват в килията на осъдения затворник. Освен това в затвора пристига избраният от затворника свещеник или духовен водач и посещава затворника в килията за последно причастие.
execution_stagetooltip_witnesses        В затвора пристигат свидетелите на екзекуцията и отиват в сградата за екзекуции. Тази група от хора може да включва роднините на осъдения затворник, както и роднините на жертвата.\n\nNb. За свидетелите на екзекуцията трябва да бъдат осигурени столове.
execution_stagetooltip_escort           Осъденият затворник се ескортира от килията си до сградата за екзекуции. Той се придружава от Директора, Шефа и Свещеника.
execution_stagetooltip_execution        Когато всички са на мястото и всички процедури са спазени, се дава окончателно разрешение за извършване на екзекуцията.
execution_stagetooltip_dismissed        Персоналът и свидетелите се освобождават и могат да напуснат сградата.
execution_stagetooltip_finalreport      След края на екзекуцията се изготвя отчет с оценка на вашата работа.

execution_underway                      ЕКЗЕКУЦИЯТА СЕ ИЗВЪРШВА
execution_result_ok                     Насрочената екзекуция на *N беше извършена в *T по план, чрез електрически стол, в присъствието на свидетели. Институцията получава стандартна компенсация в размер на $10 000 за участието си в този процес.
execution_result_appealed               Насрочената екзекуция на *N беше извършена в *T по план, чрез електрически стол, в присъствието на свидетели. За съжаление, след екзекуцията се появи нова информация, която можеше да окаже значително влияние върху молбата му за помилване, но срещу институцията няма да бъдат предприети никакви мерки и тя ще получи стандартна компенсация в размер на $10 000 за участието си в този процес.
execution_result_innocent               Насрочената екзекуция на *N беше извършена в *T по план, чрез електрически стол, в присъствието на свидетели. За съжаление, по-късно бяха открити доказателства, които показват, че *N е невинен, но срещу институцията няма да бъдат предприети никакви мерки и тя ще получи стандартна компенсация в размер на $10 000 за участието си в този процес.
execution_result_illegal                Екзекуцията на *N беше извършена в *T по план, чрез електрически стол, в присъствието на свидетели. Поради неспазване на задължителната процедура за обжалване и появата на информация, която можеше да доведе до успешно обжалване на делото, на институцията е наложена глоба в размер на $50 000. Поради неспазване на задължителния протокол, екзекуциите се прекратяват за неопределен срок, а останалите затворници със Смъртна присъда ще бъдат прехвърлени в друг затвор.
execution_result_illegalinnocent        Незаконната екзекуция на *N беше извършена в *T по план, чрез електрически стол, в присъствието на свидетели. Поради неспазване на задължителната процедура за обжалване, както и факта, че *N е бил невинен, администраторът на този затвор ще бъде незабавно освободен от длъжност.
execution_warning_one                   Ако следващата извършена тук екзекуция не съответства на задължителната процедура, вие ще бъдете уволнен.
execution_warning_two                   Поради неспазването на задължителната процедура при предишните екзекуции, още едно нарушение на протокола по този начин ще доведе до вашето уволнение.

execution_error_MissingEquipment        ГРЕШКА: ЛИПСВАЩО ОБОРУДВАНЕ\nТрябва ви стая за екзекуции с електрически стол.
execution_error_ElectricalSupply        ГРЕШКА: НЕДОСТАТЪЧНА МОЩНОСТ\nЗахранването на електрическия стол е с недостатъчна мощност.
execution_error_NavigationPrisoner      ГРЕШКА: ЕСКОРТ НА ЗАТВОРНИКА\nОсъденият затворник не може да отиде от килията си до стаята за екзекуции.
execution_error_NoRouteFromRoad         ГРЕШКА: НЯМА ДОСТЪП\nВъншните хора, които трябва да дойдат на екзекуцията, не могат да стигнат до мястото.
execution_error_NoSpaceInRoom           ГРЕШКА: НЯМА ДОСТЪП\nВ стаята за екзекуции няма достатъчно свободно място за посетителите.
execution_error_NoRoom                  Трябва ви Стая за екзекуции, преди да започнете да извършвате Екзекуции

roomerror_deathrow_sharedcell           За осъдените на смъртно наказание затворници са необходими самостоятелни килии, като те не могат да бъдат настанявани в обща килия
roomerror_nonursery                     От тази килия няма достъп до детските стаи. При семейните килии е необходимо да има детска стая, в която затворниците да се хранят
roomerror_laundryoverloaded             Кошовете за пране не могат да бъдат разтоварени. Прането може да е твърде малко, за да отговори на изискванията за търсене.

# =============================================================================
# Misc
# =============================================================================

box_contents                             Съдържание: *X
stack_contents                           Съдържание: *X x *Y
mail_contents                            Съдържание: *X писма
mail_opened_from                         Писмо от *F на *X
mail_closed_from                         Писмо за *X

object_dump                             Боклук
object_todo                             Задачи: *X
object_sale_price                       Продажна цена:   *X

object_door_cyclepermissions            Щракнете за превключване на Разрешенията за достъп
object_door_cyclepermissions_1          (отворено, само за персонал, затворено)

object_firemen_hosehelp_move            Кликнете с десния бутон на мишката, за да зададете на пожарникарите да се преместят там
object_firemen_hosehelp_intro           Пожарникарите ще насочат маркучите към близкия огън
object_firemen_hosehelp                 Натиснете H, за да насочите маркучите ръчно

interface_clone_help_copy               Задръжте десния бутон и влачете курсора на мишката, за да изберете областта за копиране
interface_clone_help_paste              Натиснете левия бутон, за да копирате избраната област

object_inactive                         НЕАКТИВНО
object_cctv_moremonitors                Направете повече Монитори
object_cctvmonitor_needsguards          Мониторът трябва да се управлява от Надзирател
object_processor_blocked                Работното място не може да се достигне

administrator_requiresoffice            се нуждае от Офис
administrator_requiresoffice_2          *X се нуждае от Офис
office_ownership                        Офис на *X

teacher_teaching                        Учи
teacher_preparing                       Подготвя

prisoner_assignedto                     се нуждае от: *X
prisoner_roomquality                    Качество на килията: *X (*Y)
prisoner_roomquality_average            Средно
prisoner_roomquality_aboveaverage       Над средното
prisoner_roomquality_wayaboveaverage    Много над средното
prisoner_roomquality_belowaverage       Под средното
prisoner_roomquality_waybelowaverage    Много под средното
prisoner_attendance                     Посещение
prisoner_concentration                  Концентрация
prisoner_understanding                  Разбиране
prisoner_concentration_0                Ужасно
prisoner_concentration_1                Лошо
prisoner_concentration_2                Задоволително
prisoner_concentration_3                Добро
prisoner_concentration_4                Отлично
prisoner_passchance                     Шанс за успех: *X%
prisoner_informant                      Доносник

prisoner_dayswithoutincident            *X дни без инциденти
prisoner_availablemoney                 Пари: $*X

informant_title                         ИНФОРМАТОР
informant_coverage						ПРИКРИТИЕ
informant_suspicion						ПОДОЗРЕНИЕ
informant_status						СТАТУТ
informant_none                          Вие нямате доносници
informant_hint                          (Вербувайте затворници по принуда, например в Изолатора)
informant_recruitable                   (Потенциален доносник)
informant_target                        Цел
informant_dead                          МЪРТЪВ
informant_released                      Освободен
informant_coverblown                    С РАЗКРИТО ПРИКРИТИЕ
informant_activate                      Активиране
informant_deactivate                    Деактивиране
informant_idle                          Бездействащ
informant_onroute                       На път...
informant_active                        Активен
informant_coveragecaps                  ПОКРИТИЕ *X%


contraband_owner                        Собственик: *X
contraband_ownerunknown                 Неизвестен собственик
contraband_stolenfrom                   Откраднато от *X, преди *Y часа
contraband_smuggledthrough              Вкарано през *X, преди *Y часа
contraband_smuggledin                   Вкарано от Затворник, преди *Y часа
contraband_type                         Вид: *X
contraband_tradevalue_title             Търговски цени
contraband_tradevalue_low               $
contraband_tradevalue_medium            $$
contraband_tradevalue_high              $$$
contraband_tradevalue_veryhigh          $$$$

staff_exhausted                         Изтощен
staff_tired                             Уморен
staff_pissedoff							Раздразнен
staff_onstrike                          В стачка
staff_needsrest                         Персоналът предпочита да си почива в Стаята за персонал.

dog_needskennel                         Кучетата се нуждаят от Кучкарник, в който да спят.

doctor_requireinfirmary                 Нуждае се от Болница

entity_carryingequipment                Носи *X
entity_carryingkeys                     Носи Ключове от затвора
entity_carryingstaffkeys                Носи Ключ на персонала
entity_wearingarmour                    Носи *X

reports_schedule                        Планирай отново всички Програми
reports_edit                            Редактирай графика
reports_bankloan                        Банков заем
reports_increaseloan                    Увеличи
reports_decreaseloan                    Намали
reports_unlockbankloans                 Отключва се от Счетоводителя

drugs_heroin                            Хероин
drugs_cocaine                           Кокаин

#                                       Eg "Bob's Mother"
visitor_relationship                    *Y на *X
visitor_age                             Възраст: *X

family_wife                             Жена
family_exwife                           Бивша жена
family_girlfriend                       Приятелка
family_son                              Син
family_daughter                         Дъщеря
family_mother                           Майка
family_father                           Баща
family_brother                          Брат
family_sister                           Сестра
family_lawyer                           Адвокат
family_priest                           Свещеник
family_victims                          Семейство на жертвата
family_caption                          Семейство:
family_none                             Няма
family_husband                          Съпруг
family_exhusband                        Бивш съпруг
family_boyfriend                        Приятел

damage_dead                             Мъртъв
damage_unconscious                      В безсъзнание
damage_serious                          Сериозно ранен
damage_injured                          Ранен
damage_amount                           *X% поражения

message_autosaving                      Автоматично запазване...

buildtoolbar_entersearchterm            въведи дума за търсене...

deploymentscheduler_title               ГРАФИК ЗА РАЗПРЕДЕЛЕНИЕ
deploymentscheduler_patrolonly          [Само график *X]
deploymentscheduler_schedulenow         Показване на разположението СЕГА
deploymentscheduler_scheduletime        Показване на разположението за *X.00 − *Y.00
supplyanddemand_supplyheader            ПРЕДЛАГАНЕ
supplyanddemand_demandheader            ТЪРСЕНЕ

tooltip_multipleobjects                 TAB: Превъртане на предметите
remotedoor_noservo                      Дистанционните врати няма да се отворят без работещо сервоуправление.

targettingfood_prisonersassigned        Зададени затворници : *X
targettingfood_predicteddemand          = ПРЕДВИДЕНО ТЪРСЕНЕ =
targettingfood_demand                   ТЪРСЕНЕ *X
targettingfood_supply                   ПРЕДЛАГАНЕ *X (+*Y)
targettingfood_prisoners                затворници
targettingfood_required                 Необходими ястия : *X
targettingfood_ready                    Готови ястия : *X
targettingfood_cooked                   Ястия в процес на приготвяне : *X

roomgrading                             Оценка на стаята
roomgrading_cell_roomsize               [*E] Размер на помещението поне *X кв.м
roomgrading_cell_cleanliness            [*E] Чистота над *X%
roomgrading_cell_outsidewindow          [*E] *Y Външен прозорец
roomgrading_cell_item                   [*E] Артикул : *X

roomgrading_dormitory_roomsize          [*E] Размер на помещението поне *X кв.м за затворник
roomgrading_dormitory_cleanliness       [*E] Чистота над *X%
roomgrading_dormitory_outsidewindow     [*E] *Y външен прозорец за 8 затворника
roomgrading_dormitory_item              [*E] Артикул : *X за 4 затворника

roomgrading_sharedcell_roomsize          [*E] Размер на помещението поне *X кв.м за затворник
roomgrading_sharedcell_cleanliness       [*E] Чистота над *X%
roomgrading_sharedcell_outsidewindow     [*E] *Y Външен прозорец
roomgrading_sharedcell_item              [*E] Артикул : *X за 4 затворника

roomgrading_result                      Оценка *X/*Y
roomgrading_currentoccupant             Обитателят има право на оценка *X
roomgrading_unoccupied                  Незаето
roomgrading_shared_occupuants           Текущи обитатели: *X / *Y

weathermap_temperature_title            Температура
weathermap_temperature_text             *C° C / *F° F
weathermap_temperature_c                *C° C
weathermap_temperature_f                *F° F

roomerror_nokitchen                     Няма кухни, които да изпращат храна в тази столова
roomerror_noprisoners                   Няма затворници, изпратени да се хранят в тази столова
roomerror_nocanteen_cells               Няма столова, която да е достъпна от тази килия. Затворниците в тази килия няма да имат къде да се хранят
roomerror_nocanteen_kitchen             Няма столова, която да е достъпна от тази кухня. Кухнята няма да приготвя храна за времето за хранене

ceos_letter                             Здравейте,\n\n\nПоздравяваме ви за официалното ви встъпване в длъжност – сега сте напълно квалифициран Архитект на затвор!  Съвсем скоро вие ще конструирате, строите и управлявате собствени затвори, започвайки само с едно празно парче земя и няколко купчини тухли.  Преди да започнете, бих искал да ви дам някои важни инструкции.\n\n1. Всеки затвор се нуждае от Директор – той трябва да бъде един от първите служители, които ще наемете.  Направете му хубав офис и той ще отвори голям брой модерни съоръжения с помощта на бюрократичната система.\n\n2. Индивидуалните килии са скъпи, особено в началото, когато средствата ви са оскъдни.  Спестете пари, като започнете с една голяма Обща килия, в която могат да живеят едновременно много затворници.\n\n3. Създайте Кухнята и Столовата преди появата на първите затворници. Освен това трябва да наемете няколко Готвача, защото нищо не дразни един затворник толкова, колкото празен стомах!\n\n4. Строежът на затвор е скъпо начинание и вие трябва да станете специалисти в събирането на голямо количество пари чрез дарения и договори. Вие можете да видите даренията чрез екраните на 'Докладите'.\n\nТова е всичко - успех!\n\nИзпълнителен директор,\nPrison Architects Corp.

quickbuild_basiccell                    Основна килия
quickbuild_solitarycell                 Самостоятелна килия
quickbuild_office                       Офис
quickbuild_luxurycell                   Луксозна килия
quickbuild_sharedcell                   Обща килия
quickbuild_kitchen                      Кухня
quickbuild_canteen                      Столова
quickbuild_utilityroom                  Помощно помещение
quickbuild_classroom                    Класна стая
quickbuild_commonroom                   Общо помещение

season_current                          Текущ сезон: *X
season_spring                           Пролет
season_summer                           Лято
season_autumn                           Есен
season_winter                           Зима

weather_current                         Времето в момента: *X
weather_none                            Слънчево
weather_overcast                        Облачно
weather_rain                            Дъжд
weather_snow                            Сняг
weather_heatwave                        Гореща вълна
weather_torrentialrain                  Проливен дъжд

prisoner_cellerror_nonefree             Няма свободни килии за този затворник
prisoner_cellerror_toohighquality       Всички налични килии са от твърде високо качество за този затворник
prisoner_cellerror_nosolitary           За този затворник се изисква строг тъмничен режим, но няма налични единични килии

group_all_staff                         Целия персонал
staff_onbreak                           В почивка
staff_onbreakremaining					В почивка (*Xm)
staff_breaktime                         Брой почивки:


# =============================================================================
# Campaign info
# =============================================================================

campaignchapter_chapternumber			Глава *C


# =============================================================================
# Death Row
# =============================================================================

campaignchapter_deathrow                Смъртна присъда

campaignchapter_deathrow_description    Наредиха ни да построим Стая за екзекуции в този затвор, която трябва да е готова навреме за планираната екзекуция на един от затворниците.

campaigncutscene_deathrowmurder         Двойно убийство
campaigncutscene_deathrowconfession     Признание

adviser_deathrow_murder1                Знаех си, че ще ви хвана тук двамата.
adviser_deathrow_murder2                Едуард! Аз...
adviser_deathrow_murder25               Недей. Просто... недей.
adviser_deathrow_murder3                Какво ще правиш?

adviser_deathrow_church1                Мога ли да ви помогна?
adviser_deathrow_church15               ...
adviser_deathrow_church2                Опрощение ли търсите?
adviser_deathrow_church3                Не знам. Трябва да направя нещо, не мога да живея с нещата, които направих.
adviser_deathrow_church4                Трябва да се предадете. Каквото и да сте направили, не можете да избегнете последствията.
adviser_deathrow_church5                Няма да можете да живеете със себе си, докато не се изправите срещу миналото си.
adviser_deathrow_church6                Искам да се върна. Искам да й простя. Искам тя да ми прости.
adviser_deathrow_church7                Господ ще ви прости, независимо какво сте направили. Трябва само да го помолите.
adviser_deathrow_church8                Трябва обаче да отговаряте за престъпленията си пред закона.  Няма друг начин.

adviser_deathrowintro_1                 Тази задача е доста трудна.
adviser_deathrowintro_2                 В този затвор има затворник, осъден на смърт за двойно убийство.
adviser_deathrowintro_3                 Ето каква е нашата роля. Наредено ни е да построим стая за екзекуции, която трябва да е готова навреме за големия ден на този затворник.
adviser_deathrowintrob_1                Новото помещение трябва да се построи ето тук.
adviser_deathrowintrob_2                Първата стъпка при всеки такъв проект е да се построи самата сграда, като тя трябва да има достатъчно място както за стаята за екзекуции, така и за килията.
adviser_deathrowintrob_3                Хайде да започваме.  Постройте новата сграда тук.

adviser_deathrow_explain1               Вашите Работници отговарят за строителството на сгради.
adviser_deathrow_explain2               Те ще донесат стомана и бетон от този склад и ще ги занесат на строителния обект.
adviser_deathrow_explain3               Те ще използват тези материали, за да направят основите и структурата на новата ви сграда.
adviser_deathrow_explain4               Това е най-бавната част от строителството, затова трябва да имате предварителен план, когато изграждате нови помещения.
adviser_deathrow_explain5               Нека поразгледаме, докато чакаме.  Използвайте WASD или стрелките, за да се движите, а скролерът на мишката служи за приближаване и отдалечаване.

objective_deathrow_building             Постройте сграда, в която ще се намира Помещението за екзекуции

adviser_deathrow_buildinside1           Освен това, новото Помещение за екзекуции трябва да има вход.
adviser_deathrow_buildinside2           Направете Голяма затворническа врата на южната стена.

objective_deathrow_buildouterdoor       Направете вход с Голяма затворническа врата

adviser_deathrow_internalwalls1          В сградата трябва да има Килия и Стая за екзекуции.
adviser_deathrow_internalwalls2          Преградете пространството чрез изграждане на няколко Тухлени стени.

objective_deathrow_buildinternalwalls   Направете вътрешни стени

adviser_deathrow_internaldoors1          Сега поставете Големи затворнически врати в преграждащите стени.
adviser_deathrow_internaldoors2          Вие можете да завъртите обекта преди да го поставите чрез натискане на средния бутон на мишката (или чрез натискане на клавиша R).

objective_deathrow_buildinternaldoors   Направете вътрешни врати (Среден бутон на мишката или R, за да завъртите обекта)

adviser_deathrow_designation1           Това изглежда добре.  Сега трябва да определим различните Помещения в тези пространства.
adviser_deathrow_designation2           Посочете Килия в по-малката област, в която ще живее осъденият ни затворник.
adviser_deathrow_designation3           След това посочете самата Стая за екзекуции в по-голямата област.

objective_deathrow_designatecell        Посочете Килия
objective_deathrow_designateexecution   Посочете Стая за екзекуции

adviser_deathrow_roomrequirements1      Новите помещения имат определени изисквания, преди да станат напълно функционални.
adviser_deathrow_roomrequirements2      В Килията трябва да има Легло и Тоалетна.
adviser_deathrow_roomrequirements3      В Стаята за екзекуции трябва да има Електрически стол.

objective_deathrow_cellobjects1         Направете Легло
objective_deathrow_cellobjects2         Направете Тоалетна
objective_deathrow_executionobjects     Направете Електрически стол

adviser_deathrow_optional1              Това са основните неща, за които трябва да се погрижите.  Все пак можете да направите и някои подобрения.
adviser_deathrow_optional2              Това обаче зависи от вас, тъй като те не са задължителни.  Всичко зависи от това, доколко ви е грижа за затворниците и средата, в която живеят.
adviser_deathrow_optional3              Килията може да се подобри с помощта на Прозорец, който гледа навън и малка Полица за книги.
adviser_deathrow_optional4              Помещението ще изглежда по-добре с висококачествен подов материал, като Дървени подови дъски или Подова мозайка.
adviser_deathrow_optional5              Отвън можете да добавите осветление и павирана пътека, ако смятате, че има нужда от тях.

adviser_deathrow_transfer05             Това е въпросният човек, Едуард Ромзи.  Представяте ли си, едно време е бил учител!
adviser_deathrow_transfer06             Не е наша работа да решаваме дали той заслужава това.  Законът е взел своето решение.  Ние сме тук, само за да си свършим работата.
adviser_deathrow_transfer1              Ако сте доволни от готовото помещение, можете да започнете Прехвърлянето на затворника в новата му килия.
adviser_deathrow_transfer2              Просто щракнете върху полароидната снимка в неговата килия, за да започнете прехвърлянето.

objective_deathrow_path                 (ПО ИЗБОР) Направете Пътека към новата сграда
objective_deathrow_window               (ПО ИЗБОР) Добавете Прозорец в Килията
objective_deathrow_bookshelf            (ПО ИЗБОР) Добавете Полица за книги в Килията
objective_deathrow_flooring             (ПО ИЗБОР) Направете подовата настилка с висококачествени материали
objective_deathrow_outerlights          (ПО ИЗБОР) Направете външно осветление около сградата
objective_deathrow_transferinmate       Когато сте готови, започнете Прехвърлянето на затворника, като щракнете върху полароидната снимка в килията на Едуард.

adviser_deathrow_setupmurder1           Изобщо не съжалявайте този човек.  Той е безмилостен убиец, виновен по всички параграфи.
adviser_deathrow_setupmurder2           Той дори си призна.  Искате ли да чуете какво е направил?
adviser_deathrow_setupmurder3           Историята е доста пикантна.  "Беше около 11 ч. през нощта.  Лампите вече светеха.  Аз знаех, че си е вкъщи..."
adviser_deathrow_postmurder1            Както казах, безмилостен убиец.
adviser_deathrow_postmurder2            Ясно като бял ден, ако питате мен. Заслужава си всеки волт, който ще получи.
adviser_deathrow_postmurder3            Всички хора заслужават прошка, дори той. Толкова ли сте сигурен в себе си, че можете да дадете такава окончателна присъда?
adviser_deathrow_postmurder4            Това, че е хванал жена си с друг мъж не оправдава постъпката му.
