
# =============================================================================
# Basic dialog strings
# =============================================================================

dialog_new                              Új
execution_stagetooltip_finalreport      Amikor a kivégzés kész, jelentés készül és a teljesítmény értékelésre kerül.

execution_underway                      KIVÉGZÉS FOLYAMATBAN
execution_result_ok                     *N kitűzött kivégzése *T időpontban végrehajtásra került villamosszék által tanúk jelenlétében. A szabályos 10000 dolláros kompenzációt a létesítmény az előírások szerint megkapta.
execution_result_appealed               *N kitűzött kivégzése *T időpontban végrehajtásra került villamosszék által, tanúk jelenlétében. Sajnálatos módon új tények kerültek napvilágra, amelyek kedvező irányban befolyásolhatták volna kegyelmi eljárását, de a létesítmény ellen nem indult eljárás.  A szabályos 10000 dolláros kompenzációt a létesítmény az előírások szerint megkapta.
execution_result_innocent               *N kitűzött kivégzése *T időpontban végrehajtásra került villamosszék által, tanúk jelenlétében. Sajnálatos módon új bizonyítékok kerültek elő, amelyek igazolták volna *N ártatlanságát, de a létesítmény ellen nem indult eljárás.  A szabályos 10000 dolláros kompenzációt a létesítmény az előírások szerint megkapta.
execution_result_illegal                *N kitűzött kivégzése *T időpontban végrehajtásra került villamosszék által, tanúk jelenlétében. A törvény által megkívánt kegyelmi eljárást semmibe vették, így az időközben felfedezett új bizonyítékokat, amelyek igazolták volna *N ártatlanságát és felmentését, nem vehették figyelembe.  A börtönt 50000 dollár büntetésre ítélték a szabályok megszegéséért, a halálos ítéleteket bizonytalan ideig felfüggesztették, a halálsoron tartózkodó maradék elítéltet pedig más büntetés-végrehajtó intézménybe szállították.
execution_result_illegalinnocent        *N törvénytelen kivégzése *T időpontban végrehajtásra került villamosszék által, tanúk jelenlétében. A törvény által megkívánt kegyelmi eljárásokat és *N ártatlanságának tényét semmibe vették, ezért az intézmény igazgatóját azonnal hatállyal felmentették megbízatása alól.
execution_warning_one                   Ha a legközelebbi kivégzés során nem tartod be a megfelelő szabályokat, elbocsátanak pozíciódból.
execution_warning_two                   Mivel a múltban számos alkalommal figyelmen kívül hagytad a törvény által megkövetelt eljárásokat, a következő hasonló eset után azonnali elbocsátással kell számolnod.

execution_error_MissingEquipment        HIBA: HIÁNYZÓ FELSZERELÉS\nKivégzőkamrára és villamosszékre lesz szükséged.
execution_error_ElectricalSupply        HIBA: ENERGIAELLÁTÁSI ZAVAR\nA villamosszéknek nem megfelelő az áramerőssége.
execution_error_NavigationPrisoner      HIBA: RAB TÁJÉKOZÓDÁSA\nA halálra ítélt őrizetes nem képes elmenni cellájából a kivégzőkamráig.
execution_error_NoRouteFromRoad         HIBA: NINCS HOZZÁFÉRÉS\nA kivégzésen részt venni kívánó személyek nem jutnak el a kivégzőkamráig.
execution_error_NoSpaceInRoom           HIBA: HELYHIÁNY\nNincs elegendő üres hely a kivégzőkamrában minden jelenlévő számára.
execution_error_NoRoom                  Kivégzőkamrára lesz szükséged a kivégzés megkezdése előtt.

roomerror_deathrow_sharedcell           A Halálsoron levő raboknak különálló cellákban kell lenniük, nem kerülhetnek megosztott cellákba
roomerror_nonursery                     Ebből a cellából nem érhető el bölcsőde. A Családi cellákhoz bölcsőde szükséges, ahol a rabok ehetnek
roomerror_laundryoverloaded             A Szennyestartókat nem lehet kiüríteni. A Mosoda talán túl kicsi, hogy lépést tartson az igényekkel.

# =============================================================================
# Misc
# =============================================================================

box_contents                             Tartalom: *X
stack_contents                           Tartalom: *X x *Y
mail_contents                            Tartalom: *X levél
mail_opened_from                         Levél a következőtől: *X, *F
mail_closed_from                         Levél a következőnek: *X

object_dump                             Szemét
object_todo                             Teendők listája: *X
object_sale_price                       Eladási ár: *X

object_door_cyclepermissions            Kattints a eblépési engedélyek közötti váltához!
object_door_cyclepermissions_1          (Nyitva, csak személyzet, zárva)

object_firemen_hosehelp_move            Jobb kattintással oda tudod küldeni a tűzoltókat
object_firemen_hosehelp_intro           A tűzoltók a közeli tűzre fognak célozni
object_firemen_hosehelp                 A H megnyomásával manuálisan irányíthatod a tömlőket

interface_clone_help_copy               Tartsd lenyomva a jobb egérgombot, majd húzással válaszd ki a klónozni kívánt területet
interface_clone_help_paste              Kattints a bal egérgombbal a kiválasztott terület klónozásához

object_inactive                         INAKTÍV
object_cctv_moremonitors                Szerelj be több CCTV monitort
object_cctvmonitor_needsguards          A monitor működtetéséhez őr kell
object_processor_blocked                A munkapozíció nem érhető el

administrator_requiresoffice            Irodára van szüksége
administrator_requiresoffice_2          Irodára van szükség *X számára
office_ownership                        *X irodája

teacher_teaching                        Tanítás
teacher_preparing                       Felkészítés

prisoner_assignedto                     Szükséges: *X
prisoner_roomquality                    Cella minősége: *X (*Y)
prisoner_roomquality_average            Átlagos
prisoner_roomquality_aboveaverage       Az átlagosnál jobb
prisoner_roomquality_wayaboveaverage    Az átlagosnál sokkal jobb
prisoner_roomquality_belowaverage       Az átlagosnál rosszabb
prisoner_roomquality_waybelowaverage    Az átlagosnál sokkal rosszabb
prisoner_attendance                     Részvétel
prisoner_concentration                  Koncentráció
prisoner_understanding                  Megértés
prisoner_concentration_0                Szörnyű
prisoner_concentration_1                Rossz
prisoner_concentration_2                Megfelelő
prisoner_concentration_3                Jó
prisoner_concentration_4                Kiváló
prisoner_passchance                     Siker esélye: *X%
prisoner_informant                      Titkos besúgó

prisoner_dayswithoutincident            *X nap incidens nélkül
prisoner_availablemoney                 Készpénz:  $*X

informant_title                         TITKOS BESÚGÓ
informant_coverage						LEFEDETTSÉG
informant_suspicion						GYANAKVÁS
informant_status						ÁLLAPOT
informant_none                          nem alkalmaztál titkos besúgókat
informant_hint                          (Szervezz be nyomás alatt lló őrizeteseket – pl. magánzárkában)
informant_recruitable                   (Potenciális TB)
informant_target                        Célpont
informant_dead                          HALOTT
informant_released                      Szabadult
informant_coverblown                    LEBUKOTT
informant_activate                      Bekapcsol
informant_deactivate                    Kikapcsol
informant_idle                          Tétlen
informant_onroute                       Úton...
informant_active                        Aktív
informant_coveragecaps                  LEFEDETTSÉG *X%


contraband_owner                        Tulajdonos: *X
contraband_ownerunknown                 Tulajdonos ismeretlen
contraband_stolenfrom                   Ellopva *X-től, *Y órája.
contraband_smuggledthrough              Csempészve *X segítségével,  *Y órája
contraband_smuggledin                   Őrizetes csempészte be,  *Y órája
contraband_type                         Típus: *X
contraband_tradevalue_title             Kereskedelmi érték
contraband_tradevalue_low               $
contraband_tradevalue_medium            $$
contraband_tradevalue_high              $$$
contraband_tradevalue_veryhigh          $$$$

staff_exhausted                         Kimerült
staff_tired                             Fáradt
staff_pissedoff							Dühös
staff_onstrike                          Sztrájkol
staff_needsrest                         A személyzet a személyzet szobában szeretne pihenni

dog_needskennel                         A kutyáknak kifutóban kell aludniuk

doctor_requireinfirmary                 Kórházat igényel

entity_carryingequipment                Hordoz: *X
entity_carryingkeys                     Börtönkulcs van nála
entity_carryingstaffkeys                Személyzeti kulcs van nála
entity_wearingarmour                    *X-et visel

reports_schedule                        Minden program újraszervezése
reports_edit                            Napirend újraszervezése
reports_bankloan                        Bankhitel
reports_increaseloan                    Növel
reports_decreaseloan                    Csökkent
reports_unlockbankloans                 Megnyitva könyvelő által

drugs_heroin                            Heroin
drugs_cocaine                           Kokain

#                                       Eg "Bob's Mother"
visitor_relationship                    *Y: *X
visitor_age                             Kor: *X

family_wife                             Feleség
family_exwife                           Volt feleség
family_girlfriend                       Barátnő
family_son                              Fiú
family_daughter                         Lány
family_mother                           Anya
family_father                           Apa
family_brother                          Fivér
family_sister                           Lánytestvér
family_lawyer                           Ügyvéd
family_priest                           Pap
family_victims                          Áldozat családja
family_caption                          Család:
family_none                             Senki
family_husband                          Férj
family_exhusband                        Volt férj
family_boyfriend                        Barát (kapcsolatban)

damage_dead                             Halott
damage_unconscious                      Eszméletlen
damage_serious                          Súlyosan sérült
damage_injured                          Sérült
damage_amount                           *X % sérült

message_autosaving                      Automatikus mentés…

buildtoolbar_entersearchterm            írd be a keresett kifejezést…

deploymentscheduler_title               BEVETÉS NAPIREND
deploymentscheduler_patrolonly          [Csak *X beosztása]
deploymentscheduler_schedulenow         Beosztás kijelzése MOST
deploymentscheduler_scheduletime        Beosztás kijelzése a következőhöz: *X.00 - *Y.00
supplyanddemand_supplyheader            KÍNÁLAT
supplyanddemand_demandheader            KERESLET

tooltip_multipleobjects                 TAB: Körobjektumok
remotedoor_noservo                      A távirányított ajtók nem nyílnak ki, amíg nem csatlakoztattál hozzájuk szervót.

targettingfood_prisonersassigned        Beosztott rabok : *X
targettingfood_predicteddemand          = ELŐRELÁTHATÓ KERESLET =
targettingfood_demand                   KERESLET *X
targettingfood_supply                   KÍNÁLAT *X (+*Y)
targettingfood_prisoners                rabok
targettingfood_required                 Szükséges adagok : *X
targettingfood_ready                    Kész adagok : *X
targettingfood_cooked                   Készülő adagok : *X

roomgrading                             Szoba osztályzás
roomgrading_cell_roomsize               [*E] A szoba mérete legalább *X négyzet
roomgrading_cell_cleanliness            [*E] Tisztaság legalább *X%
roomgrading_cell_outsidewindow          [*E] *Y Külső ablak
roomgrading_cell_item                   [*E] Tárgy : *X

roomgrading_dormitory_roomsize          [*E] A szoba mérete legalább *X négyzet rabonként
roomgrading_dormitory_cleanliness       [*E] Tisztaság legalább *X%
roomgrading_dormitory_outsidewindow     [*E] *Y külső ablak 8 rabonként
roomgrading_dormitory_item              [*E] Tárgy : *X 4 rabonként

roomgrading_sharedcell_roomsize          [*E] A szoba mérete legalább *X négyzet rabonként
roomgrading_sharedcell_cleanliness       [*E] Tisztaság legalább *X%
roomgrading_sharedcell_outsidewindow     [*E] *Y Külső ablak
roomgrading_sharedcell_item              [*E] Tárgy : *X 4 rabonként

roomgrading_result                      Szint: *X/*Y
roomgrading_currentoccupant             Lakók jogosultsági szintje: *X
roomgrading_unoccupied                  Üres
roomgrading_shared_occupuants           Jelenlegi lakók: *X / *Y

weathermap_temperature_title            Hőmérséklet
weathermap_temperature_text             *C° C / *F° F
weathermap_temperature_c                *C° C
weathermap_temperature_f                *F° F

roomerror_nokitchen                     Nincs konyha, amely élelmet küldene ebben az étkezőbe
roomerror_noprisoners                   Nincsenek őrizetesek, akik ebben az étkezőben ehetnének
roomerror_nocanteen_cells               Ebből a cellából nem étkező nem érhető el, az itt lakó őrizeteseknek nincs hol enniük.
roomerror_nocanteen_kitchen             Ehhez a konyhához nem tartozik étkező, innen nem kerül ki étel az étkezések idejére.

ceos_letter                             Tisztelt hölgyem/uram!\n\n\nGratulálunk a bemutatkozó elvégzéséhez! Ön mától képzett börtönépítésznek számít! Hamarosan képes lesz rá, hogy egy egyetlen üres mezőre börtönt tervezzen néhány kupac téglából, hogy utána megépíthesse és üzemeltethesse is! Mielőtt azonban nekikezd, talán érdemes meghallgatnia néhány fontos leckét. \n\n1. Minden börtönnek szüksége van egy börtönigazgatóra, akit az elsők között kell alkalmaznia. Építsen neki egy megfelelő irodát, hogy szakértelmével számos fejlett létesítménnyel egészíthesse ki börtönén a bürokráciát kihasználva.\n\n2. Az egyes börtöncellák költségesnek számítanak, főleg a korai fázisban, amikor az anyagi lehetőségek még szűkösek. Takarítson meg pénzt oly módon, hogy egyetlen nagy cellát épít, amelyen több őrizetes osztozhat meg.\n\n3. Gondoskodjon róla, hogy a konyha és az étkező működik, mielőtt az első rabok megérkeznek és alkalmazzon pár szakácsot, mert semmi nem teszi ingerlékenyebbé az őrizeteseket, mint az, ha üres a gyomruk.\n\n4. Egy börtön felépítése rendkívül drága, szakértő módon kell forrásokat szereznie adományok és előnyös szerződések útján. Ezeket a Jelentések képernyőn tekintheti át.\n\nEz minden. Sok szerencsét!\nA vezérigazgató,\nPrison Architects Corp.

quickbuild_basiccell                    Alapcella
quickbuild_solitarycell                 Magánzárka
quickbuild_office                       Iroda
quickbuild_luxurycell                   Luxuscella
quickbuild_sharedcell                   Közös cella
quickbuild_kitchen                      Konyha
quickbuild_canteen                      Menza
quickbuild_utilityroom                  Takarítószoba
quickbuild_classroom                    Osztályterem
quickbuild_commonroom                   Közös helyiség

season_current                          Aktuális évszak: *X
season_spring                           Tavasz
season_summer                           Nyár
season_autumn                           Ősz
season_winter                           Tél

weather_current                         Jelenlegi időjárás: *X
weather_none                            Napos
weather_overcast                        Felhős
weather_rain                            Eső
weather_snow                            Hó
weather_heatwave                        Hőhullám
weather_torrentialrain                  Szakadó eső

prisoner_cellerror_nonefree             Ennek a rabnak nincsen már szabad cella
prisoner_cellerror_toohighquality       Ennek a rabnak az összes rendelkezésre álló cella túl jó minőségű
prisoner_cellerror_nosolitary           Ennek a rabnak magánzárka kell, de nincsenek szabad magánzárkák

group_all_staff                         Teljes személyzet
staff_onbreak                           Pihenőn
staff_onbreakremaining					Pihenőn (*Xm)
staff_breaktime                         Pihenőidő:


# =============================================================================
# Campaign info
# =============================================================================

campaignchapter_chapternumber			*C fejezet


# =============================================================================
# Death Row
# =============================================================================

campaignchapter_deathrow                Halálsor

campaignchapter_deathrow_description    Szerződét kötöttél egy kivégzőkamra építésére börtönödben. Időre készen kell állnia az egyik őrizetesük kivégzéséhez.

campaigncutscene_deathrowmurder         Kettős gyilkosság
campaigncutscene_deathrowconfession     Vallomás

adviser_deathrow_murder1                Tudtam, hogy itt kaplak el benneteket!
adviser_deathrow_murder2                Edward, én…
adviser_deathrow_murder25               Ne! ne tedd!
adviser_deathrow_murder3                Mit akarsz csinálni?

adviser_deathrow_church1                Segíthetek?
adviser_deathrow_church15               ...
adviser_deathrow_church2                Megbocsátást keresel?
adviser_deathrow_church3                Nem tudom. Meg kell tennem valamit, mert nem tudok együtt élni azzal, amit tettem!
adviser_deathrow_church4                Fel kell adnod magad! Mindegy, mit tettél, nem rejtőzhetsz el a következmények elől.
adviser_deathrow_church5                Nem békélhetsz meg magaddal, amíg nem néztél szembe a múltaddal.
adviser_deathrow_church6                Vissza akarom forgatni az időt! Meg akarok neki bocsátani és azt akarom, hogy bocsásson meg nekem!
adviser_deathrow_church7                Az Úr megbocsát neked, bármit is tettél. Csak könyörögnöd kell.
adviser_deathrow_church8                De a törvény előtt is felelősséget kell vállalnod bűnödért. Nincs más megoldás.

adviser_deathrowintro_1                 Ez nehéz ügy.
adviser_deathrowintro_2                 Az egyik őrizetesünk ellen kettős gyilkosság volt a vád és halálra ítélték.
adviser_deathrowintro_3                 itt jövünk mi a képbe. Szerződést kötöttünk egy kivégzőkamra kivitelezésére, hogy a fickó ne késse le a nagy napot!
adviser_deathrowintrob_1                Azt akarom, hogy ezen a helyen épüljön meg.
adviser_deathrowintrob_2                Egy ilyen projekt első lépése maga az épület felépítése. Elég nagynak kell lennie, hogy elférjen odabent a kivégzőkamra és a cella.
adviser_deathrowintrob_3                Kezdjük! Építs ide egy új épületet!

adviser_deathrow_explain1               Munkásaid feladata az épületek felépítése.
adviser_deathrow_explain2               Ebből a raktárteremből viszik a betont és az acélt az építési területre.
adviser_deathrow_explain3               Ezekből az alapanyagokból építik meg az új épület alapjai és vázát.
adviser_deathrow_explain4               Ez lesz az építkezés leglassúbb része, tehát előre kell tervezned új épületek építésénél.
adviser_deathrow_explain5               Nézz körül, miközben várakozunk! Használd a WASD vagy a nyílgombokat a mozgáshoz és az egér kerekét a fókuszáláshoz.

objective_deathrow_building             Építs egy épületet a kivégzésekhez!

adviser_deathrow_buildinside1           Az új kivégzőhelynek bejárat is kell majd.
adviser_deathrow_buildinside2           Építs egy nagy börtönajtót a déli falba.

objective_deathrow_buildouterdoor       Építs egy nagy börtönajtót bejáratnak.

adviser_deathrow_internalwalls1          Egy cellát és egy kivégzőkamrát akarok az épületbe!
adviser_deathrow_internalwalls2          Válaszd le a belteret téglafalakkal!

objective_deathrow_buildinternalwalls   Építs belső falakat!

adviser_deathrow_internaldoors1          Most építs nagy börtönajtókat a válaszfalakra!
adviser_deathrow_internaldoors2          A tárgyakat a lehelyezés előtt elforgathatod a középső egérgomb, vagy az R gomb segítségével.

objective_deathrow_buildinternaldoors   Építs belső ajtókat! (Egy tárgy elfordításához használd az R gombot, vagy a középső egérgombot!)

adviser_deathrow_designation1           Jó lesz így. Most ki kell jelölnünk odabent a helyiségeket.
adviser_deathrow_designation2           Tervezz egy cellát a kisebb részre. Itt él majd a halálra ítélt őrizetesünk.
adviser_deathrow_designation3           A nagyobb részre jelöld ki a kivégzőkamrát.

objective_deathrow_designatecell        Jelölj ki helyet egy cellának.
objective_deathrow_designateexecution   Jelölj ki helyet egy kivégzőkamrának.

adviser_deathrow_roomrequirements1      Az új szobák csak akkor lesznek használhatóak, ha megfelelnek néhány követelménynek.
adviser_deathrow_roomrequirements2      A cellában ágynak és vécének kell lennie.
adviser_deathrow_roomrequirements3      A kivégzőkamrában villamosszéknek kell lennie.

objective_deathrow_cellobjects1         Építs egy ágyat!
objective_deathrow_cellobjects2         Építs egy vécét!
objective_deathrow_executionobjects     Szerelj be egy villamosszéket!

adviser_deathrow_optional1              Az alapvető követelményeknek eleget tettünk, de azért van még min javítani.
adviser_deathrow_optional2              Ez azonban rajtad múlik, ezek nem kötelezőek. Te döntöd el, mennyire törődsz őrizeteseikkel és környezetükkel.
adviser_deathrow_optional3              A cella minősége javítható egy kifelé néző ablakkal és egy könyvespolccal.
adviser_deathrow_optional4              Ráadásul az épület jobban nézne ki valami jobb minőségű padlóborítással, például fa vagy mozaik padlólappal.
adviser_deathrow_optional5              Kívülre felszerelhetsz egy lámpát, vagy akár építhetsz eg kövezett utat a bejáratig, ha úgy véled, szükséges.

adviser_deathrow_transfer05             Ő a mi emberünk, Edward Romsey. Hihetetlen, de egyszer tanár volt.
adviser_deathrow_transfer06             Nem a mi dolgunk eldönteni, hogy rászolgált-e erre. A törvény már ítélt. Mi csak elvégezzük a munkát.
adviser_deathrow_transfer1              Ha elégedett vagy az elkészült létesítménnyel, megkezdheted az őrizetes átszállítását az új cellába.
adviser_deathrow_transfer2              Egyszerűen csak kattints a cellában lévő polaroidra az átszállításhoz.

objective_deathrow_path                 (OPCIONÁLIS) Építs egy utat az új épülethez!
objective_deathrow_window               (OPCIONÁLIS) Építs ablakot a cellára!
objective_deathrow_bookshelf            (OPCIONÁLIS)tegyél egy könyvespolcot a cellába!
objective_deathrow_flooring             (OPCIONÁLIS) Fektess jobb minőségű padlóburkolatot!
objective_deathrow_outerlights          (OPCIONÁLIS) Építs egy utat az új épülethez!
objective_deathrow_transferinmate       Ha elkészültél, kattints a polaroidra Edward cellájában az átvitel megkezdéséhez.

adviser_deathrow_setupmurder1           Ne is ejts könnyet ezért a fickóért! Hidegvérű gyilkos, bűnösnek is ítélték!
adviser_deathrow_setupmurder2           Még be is vallotta. Akarod hallani a vallomását?
adviser_deathrow_setupmurder3           Itt a szaftos rész: „Este 11 volt, a villany már égett. Tudtam, hogy otthon van.”
adviser_deathrow_postmurder1            Mondtam, hidegvérű gyilkos.
adviser_deathrow_postmurder2            Szerintem ez világos, mint a vakablak. Megérdemel minden egyes voltot, amit a testébe vezetnek!
adviser_deathrow_postmurder3            Mindenki megérdemli a megbocsátást, még ő is! Biztos vagy benne, hogy képes vagy meghozni ezt a megváltoztathatatlan ítéletet?
adviser_deathrow_postmurder4            Nem mentség arra, amit tett, hogy rajtakapta a feleségét egy másik férfival!
adviser_deathrow_postmurder5            Már a kezében volt a töltött fegyver, amikor bement hozzájuk. Ez előre kitervelt gyilkosság.
adviser_deathrow_postmurder6            Végig együttműködött a hatóságokkal. Az állam csak példát akar rajta statuálni!
adviser_deathrow_postmurder7            Ha 100 mérfölddel északabbra követi el mindezt, akkor életfogytiglant kap. Hol itt az igazság?
adviser_deathrow_postmurder8            azt akarod, hogy szabadon mászkáljon egy ilyen ember? Én nyugodtabban alszom, ha már meghalt.


adviser_deathrowelectricity_1           Eddig szép munka.
adviser_deathrowelectricity_2           Van azonban egy kis gond. A kivégzőkamra nem működik, mert nincs odabent áram.
adviser_deathrowelectricity_3           Rá kell csatlakoztatnunk az elektromos hálózatra.

adviser_deathrowelectricityb_1          Most közművek nézetben látjuk a létesítményt, amely a teljes börtön összes elektromos vezetékét megjeleníti.
adviser_deathrowelectricityb_2          A börtön összes épülete az elektromos hálózatra csatlakozik ezeken a vastag, föld alatti kábeleken át.
adviser_deathrowelectricityb_3          A börtön elektromos ellátását egy alállomáson keresztül az országos hálózat adja.
adviser_deathrowelectricityb_4          Amint látod, ez a teljes szárny áram nélkül van. Egyetlen lámpa sem világít.
adviser_deathrowelectricityb_4b         A probléma megoldásához közmű nézetbe kell váltanod, hogy lásd, miért nem jut el az áram a lámpákig.
adviser_deathrowelectricityb_5          A legközelebbi elektromos kábelek is túl messze vannak, a mérnökeink nem tudják bekötni a vezetékeket ezen a területen.
adviser_deathrowelectricityb_6          Fektesd le az elektromos kábeleket a környéken, hogy ez a szárny is kapjon áramot.

objective_deathrow_cellpower            Kapcsold a szobákat az elektromos hálózatra!

adviser_deathrow_connectchair_1         Nem csak a lámpáknak kell az áram, hanem új villamosszékednek is.
adviser_deathrow_connectchair_2         Az elektromos kábelek segítségével kapcsold a létesítményt a hálózatra.
adviser_deathrow_connectchair_3         Maga a villamosszék egy különleges tárgy. Külön elektromos vezetéket igényel és közvetlenül a főkábelhez kell kapcsolnod.

objective_deathrow_chairpower           Csatlakoztasd a villamosszéket az elektromos hálózatra!
objective_deathrow_condemnedcellpower   Csatlakoztasd a cellát az elektromos hálózatra!

adviser_deathrow_testchair_1            Azt hiszem, majdnem készen vagyunk. Mielőtt azonban használnánk a kivégzőkamrát, ki kell próbálnunk.
adviser_deathrow_testchair_2            Néhány másodpercre bekapcsolom, hogy lássuk, minden rendben van-e.
adviser_deathrow_testchair_3            Nem működik. Úgy tűnik, túlságosan sok áramot fogyaszt, így lecsaphatott egy biztosítékot az erőműnél. AZ egész börtön elsötétült!
adviser_deathrow_testchair_4            Több áramra lesz szükségünk, hogy kezelni tudjuk a hirtelen megnövekvő áramfogyasztást., amit a villamosszék okoz.
adviser_deathrow_testchair_5            Először vissza kell kapcsolnunk az áramot. Ez egy kétlépcsős eljárás:
adviser_deathrow_testchair_5b           Kattints az erőműre, majd válaszd a Bekapcsol pontot a megjelenő menüben.
adviser_deathrow_testchair_6            Ezután építs három kondenzátort, hogy elég energia jusson a villamosszékhez.
adviser_deathrow_testchair_7            Ha ezzel megvagy, kattints a villamosszékre, majd válaszd a Bekapcsol pontot a megjelenő menüben, hogy kipróbálhasd.

objective_deathrow_poweron              Kapcsold be ismét az erőművet. (Kattints az erőműre, majd válaszd a Bekapcsol pontot a megjelenő menüben. )
objective_deathrow_expandpower          Egészítsd ki az erőművet három kondenzátorral.
objective_deathrow_chairworking         Teszteld újra a villamosszéket.  (Kattints rá majd válaszd a Bekapcsol pontot a megjelenő menüben. )

adviser_deathrow_execution_1            Szép munka, azt hiszem, ezzel végeztünk is.
adviser_deathrow_execution_2            Ami most következik, arra már nincs befolyásunk. Profi munkát végeztünk, és ez fontos a mi mesterségünkben.
adviser_deathrow_execution_3            Próbálj nem gondolni arra, ami  következik.

adviser_deathrow_setupexecution1        Eljött az idő, Edward.
adviser_deathrow_setupexecution2        helyesen cselekedtél, bár a világ nem fog neked megbocsátani.
adviser_deathrow_setupexecution3        Hamarosan az Úr oldalán állsz majd, a végső ítéletet ő mondja majd ki feletted.

adviser_deathrow_setupexecution4        Edward Romsey. Két rendbeli szándékos emberölésben találtak bűnösnek.
adviser_deathrow_setupexecution5        Az ítélet: halál.
adviser_deathrow_setupexecution6        Utolsó szavak?
adviser_deathrow_setupexecution7        Susan…
adviser_deathrow_setupexecution8        Sajnálom.

# =============================================================================
# Expense popups
# =============================================================================

finance_cost_prisonsale                 Az előző börtön eladása
finance_cost_equiptazer                 Felszerelés: tézer
finance_cost_equipbodyarmour            Felszerelés: testpáncél
finance_cost_exports                    Szállítások
finance_cost_foundations                Alapok lerakása
finance_cost_cashflow                   Pénzforgalom
finance_cost_bankloan                   Bankkölcsön
finance_cost_bankloan_repayment         Bankkölcsön visszafizetés
finance_cost_sharesale                  Részesedés eladása
finance_cost_sharepurchase              Részesedés vásárlása
finance_cost_grantadvance               Adományelőleg
finance_cost_grantcompletion            Pénz az adomány teljesítésekor
finance_cost_reformprogram              Reformprogram
finance_cost_repair                     Javítás
finance_cost_sellobject                 Tárgy eladása
finance_cost_landpurchase               Földvásárlás
finance_cost_prisonerintake             Érkező  rabok
finance_cost_grantcancellation          Törlés költsége
finance_cost_grantrefund                - Visszafizetés: *X
finance_cost_grantfine                  - Bírság: *X
finance_cost_executionfine              Szabálytalan kivégzés büntetése
finance_cost_executioncompensation      Kompenzáció kivégzésért
finance_cost_shopintake                 Műhely bevétele
finance_cost_prisonerwages              Rabok fizetése
finance_cost_fine                       Bírság
finance_cost_shopcommission             Bolti értékesítési jutalék


# =============================================================================
# Clock
# =============================================================================

clock_speed_0                           ||
clock_speed_1                           >
clock_speed_2                           >>
clock_speed_5                           >>>
clock_speed_10							>>>>
clock_speed_half                        ...
clock_add_hour                          +
clock_am                                DE
clock_pm                                DU

# =============================================================================
# Events
# =============================================================================

event_powerstationfire                  Egy feszültségingadozás túlterhelte a generátort, amely kigyulladt!
event_powerstationfire_x                Egy feszültségingadozás katasztrofálisan túlterhelte a generátort, és felrobbant!
event_powerstationfirelarge             Egy feszültségingadozás túlterhelte a generátort, amely kigyulladt!
event_powerstationfirelarge_x           Egy feszültségingadozás katasztrofálisan túlterhelte a generátort, és felrobbant!
event_kitchenfire                       Tűz ütött ki a konyhában!
event_waterpipeburst                    Egy vízcső elrepedt és elárasztja a területet. Javítsd ki, mielőtt túl nagy kár keletkezne!
event_bulkintake                        Egy közeli börtönben baleset történt, amely használhatatlanná tette a létesítmény nagy részét. Nincs más választásunk, át kell szállítani a rabokat a te börtönödbe, mert ez az egyetlen a közelben. Hamarosan érkezik a szállítmány.
event_workshopaccident                  Az egyik őrizetes súlyosan megsérült egy üzemi balesetben! Nem mozdítható, tehát gyorsan küldj oda egy orvost!
event_subsidence                        Megsüllyedt a föld az egyik falszakasz alatt, amely leomlott. Haladéktalanul meg kell javítanod!
event_earthquake                        Egy földrengés lerombolta a börtön egy részét!
event_virus                             Több őrizetesünk is megbetegedett. Ki kell derítenünk, ki kapta el a fertőzést és el kell különítenünk őket, hogy ne terjedjen tovább a járvány!
event_virus_x                           Több őrizetesünk is megbetegedett, a tünetek pedig súlyosak. Karanténba kellene zárnod a betegeket, és kezelned kell a fertőzést, mielőtt elharapózna!
event_treefire                          Tűz ütött ki az erdészetünkben!
event_foodpoisoning                     Értesüléseink szerint ételmérgezés ütötte fel a fejét a rabok közt. Biztosan megromlottak a konyhai élelmiszerek. Rossz hír a betegnek, de nem tudunk mást tenni, mint kivárni ennek a végét.
event_cilistleak                        Nem tudjuk hogyan, de a bizalmas informátoraink személyazonossága kiderült. Ha nem tesszük át azonnal valamilyen biztonságos helyre, akkor valós veszélybe kerülnek.
event_keysersoze                        Az egyik minimális őrizetben lévő rabunk magas rangú bandavezetőként keveredett bele valamilyen újabb nagy horderejű bandaügybe. Eddig nem figyeltünk fel rájuk, de most már mindenki tudja, kik ezek...
event_preacherconversion                Az egyik karizmatikusabb fogvatartottunk valamiféle vallási prófétává vált, mások pedig látszólag átveszik a gondolkodásmódját. Ez nem feltétlenül probléma, de rabjainknak hamarosan megnövekedhet a spirituális igénye.

event_massassassination_1               Kiszivárgott néhány szövetségi ügy tanújának személyazonossága. Néhányan közülük a te börtönödben vannak.
event_massassassination_2               Meg akarják gyilkoltatni őket, de nekünk élve kellenek. Azonosítanod kell őket, és a tárgyalásig gondoskodnod kell róla, hogy egy darabban maradjanak.
event_massassassination_3_x             Későn tudtuk meg, tehát nincs sok időd a gyilkossági kísérletekig!

