
# =============================================================================
# Basic dialog strings
# =============================================================================

dialog_new	Nouvelle
targettingfood_ready	Repas préparés : *X
targettingfood_cooked	Repas en cours de préparation : *X

roomgrading	Évaluation de la pièce
roomgrading_cell_roomsize	[*E] Pièce d'au moins *X cases
roomgrading_cell_cleanliness	[*E] Propreté supérieure à *X %
roomgrading_cell_outsidewindow	[*E] *Y Fenêtre vers l'extérieur
roomgrading_cell_item	[*E] Élément : *X

roomgrading_dormitory_roomsize	[*E] Pièce d'au moins *X cases par prisonnier/ère
roomgrading_dormitory_cleanliness	[*E] Propreté supérieure à *X %
roomgrading_dormitory_outsidewindow	[*E] *Y Fenêtre vers l'extérieur pour huit prisonniers
roomgrading_dormitory_item	[*E] Élément : un *X pour quatre prisonniers

roomgrading_sharedcell_roomsize	[*E] Pièce d'au moins *X cases par prisonnier/ère
roomgrading_sharedcell_cleanliness	[*E] Propreté supérieure à *X %
roomgrading_sharedcell_outsidewindow	[*E] *Y Fenêtre vers l'extérieur
roomgrading_sharedcell_item	[*E] Élément : un *X per 4 Prisoners

roomgrading_result	Catégorie *X/*Y
roomgrading_currentoccupant	Occupant habilité à la catégorie *X
roomgrading_unoccupied	Inoccupée
roomgrading_shared_occupuants	Occupants actuels : *X / *Y

weathermap_temperature_title	Température
weathermap_temperature_text	*C° C / *F° F
weathermap_temperature_c	*C° C
weathermap_temperature_f	*F° F

roomerror_nokitchen	Aucune cuisine ne peut envoyer des plats à cette cantine
roomerror_noprisoners	Aucun prisonnier n'est affecté à prendre ses repas dans cette cantine
roomerror_nocanteen_cells	Impossible d'accéder à une cantine à partir de cette cellule. Ses prisonniers n'auront nulle part où manger
roomerror_nocanteen_kitchen	Il est impossible d'accéder à une cantine à partir de cette cuisine. Aucun plat n'y sera préparé

ceos_letter	Cher monsieur, chère madame,\n\n\nFélicitations pour avoir réussi votre formation ! Vous voilà désormais l'architecte de véritables prisons. Très bientôt, vous élaborerez, construirez et dirigerez vos propres établissements pénitentiaires à partir de rien d’autre qu’un bout de terrain et quelques tas de briques. Mais avant de commencer, je souhaitais vous donner quelques précieux conseils.\n\n1. Chaque prison a besoin d’un directeur - c’est l’une des premières personnes à engager. Construisez-lui un joli bureau et il vous ouvrira toute une gamme de nouveautés via l’arborescence Administration.\n\n2. Les cellules individuelles sont chères, surtout quand vous débutez et que vous n’avez pas beaucoup d’argent. Faites des économies en commençant par une simple cellule d’attente. Plusieurs prisonniers pourront la partager.\n\n3. Disposez déjà d’une cuisine et d’une cantine avant l’arrivée de vos premiers prisonniers, et engagez bien des cuisiniers. Rien n’irrite plus un prisonnier qu’un ventre vide !\n\n4. La construction d’une prison coûte cher, et vous devrez lever d’importantes sommes par des contrats et par des subventions. Vous pouvez accéder aux subventions par l’écran « Rapports ».\n\nC’est à peu près tout – bonne chance !\n\nLe PDG,\nPrison Architects Corp.

quickbuild_basiccell	Cellule basique
quickbuild_solitarycell	Cellule solitaire
quickbuild_office	Bureau
quickbuild_luxurycell	Cellule de luxe
quickbuild_sharedcell	Cellule partagée
quickbuild_kitchen	Cuisine
quickbuild_canteen	Cantine
quickbuild_utilityroom	Salle de rangement
quickbuild_classroom	Salle de classe
quickbuild_commonroom	Salle commune

season_current	Saison actuelle : *X
season_spring	printemps
season_summer	été
season_autumn	automne
season_winter	hiver

weather_current	Temps actuel : *X
weather_none	ensoleillé
weather_overcast	nuageux
weather_rain	pluvieux
weather_snow	chutes de neiges
weather_heatwave	canicule
weather_torrentialrain	pluie torrentielle

prisoner_cellerror_nonefree	Il n'y a pas de cellule libre pour ce prisonnier
prisoner_cellerror_toohighquality	Toutes les cellules disponibles sont trop haut de gamme pour ce prisonnier
prisoner_cellerror_nosolitary	Ce prisonnier doit être placé en cellule d'isolement, mais aucune de ces cellules n'est disponible

group_all_staff	Tout le personnel
staff_onbreak	En pause
staff_onbreakremaining	En pause (*Xm)
staff_breaktime	Heures de pause :


# =============================================================================
# Campaign info
# =============================================================================

campaignchapter_chapternumber	Chapitre *C


# =============================================================================
# Death Row
# =============================================================================

campaignchapter_deathrow	Le couloir de la mort

campaignchapter_deathrow_description	Nous sommes chargés de construire une chambre d'exécution dans cette prison. Elle devra être prête à temps pour l'exécution d'un de leurs détenus.

campaigncutscene_deathrowmurder	Double homicide
campaigncutscene_deathrowconfession	Confession

adviser_deathrow_murder1	Je savais bien que je vous trouverais là tous les deux.
adviser_deathrow_murder2	Edward ! Je...
adviser_deathrow_murder25	Tais-toi... C'est tout... Tais-toi.
adviser_deathrow_murder3	Mais qu'est-ce que tu vas faire ?

adviser_deathrow_church1	Puis-je vous aider ?
adviser_deathrow_church15	...
adviser_deathrow_church2	Cherchez-vous le pardon ?
adviser_deathrow_church3	Je ne sais pas. Je dois faire quelque chose. Je ne peux pas vivre avec ce que j'ai fait.
adviser_deathrow_church4	Vous devez vous rendre. Quel que soit le crime que vous avez commis, vous ne pouvez pas échapper aux conséquences.
adviser_deathrow_church5	À moins de regarder votre passé en face, vous ne pourrez jamais vivre en paix avec vous-même.
adviser_deathrow_church6	Je veux revenir en arrière. Je veux lui pardonner. Je veux qu'elle me pardonne.
adviser_deathrow_church7	Quoi que vous ayez fait, dieu vous pardonnera si vous le lui demandez.
adviser_deathrow_church8	Mais vous devez répondre de vos crimes aux yeux de la justice. C'est le seul moyen.

adviser_deathrowintro_1	On a un cas difficile.
adviser_deathrowintro_2	Un des prisonniers ici a été reconnu coupable de double homicide et condamné à mort.
adviser_deathrowintro_3	C'est là qu'on entre en scène. On est chargés de construire une chambre d'exécution à temps pour le jour J.
adviser_deathrowintrob_1	C'est là qu'on va construire la nouvelle installation.
adviser_deathrowintrob_2	La première étape avec un tel projet est de construire le bâtiment en tant que tel. Il doit être assez grand pour comporter une chambre d'exécution et une cellule.
adviser_deathrowintrob_3	Commençons donc. Construisez un nouveau bâtiment ici.

adviser_deathrow_explain1	Vos ouvriers se chargent de la construction des bâtiments.
adviser_deathrow_explain2	Ils récupèreront l'acier et le béton voulus dans cet entrepôt et l'amèneront jusqu'au site de construction.
adviser_deathrow_explain3	Ils se serviront de ces matériaux de base pour construire les fondations et la structure du bâtiment.
adviser_deathrow_explain4	Il s'agit de la partie la plus lente d'une édification. Planifiez donc bien les choses avant de construire de nouvelles installations.
adviser_deathrow_explain5	Jetons un œil aux alentours en attendant. Utilisez les flèches directionnelles pour déplacer la vue, et servez-vous de la molette pour zoomer ou dézoomer.

objective_deathrow_building	Construire un bâtiment pour abriter le lieu d'exécution

adviser_deathrow_buildinside1	Il va également falloir une entrée.
adviser_deathrow_buildinside2	Construisez une grande porte de prison dans le mur sud.

objective_deathrow_buildouterdoor	Construire une grande porte de prison comme entrée

adviser_deathrow_internalwalls1	Il va falloir à l'intérieur une cellule et une chambre d'exécution.
adviser_deathrow_internalwalls2	Divisez l'espace avec des murs de briques.

objective_deathrow_buildinternalwalls	Constuire des murs internes

adviser_deathrow_internaldoors1	Reliez ces murs par deux barrières de prison à présent.
adviser_deathrow_internaldoors2	Vous pouvez faire pivoter un objet avant de le placer en effectuant un clic central (ou en appuyant sur R).

objective_deathrow_buildinternaldoors	Construire des portes internes (clic central ou touche R pour faire pivoter)

adviser_deathrow_designation1	Ça se présente bien. Nous devons à présent définir quelles pièces vont occuper ces espaces.
adviser_deathrow_designation2	Définissez une cellule dans la plus petite pièce. C'est là que vivra le condamné.
adviser_deathrow_designation3	Définissez ensuite la chambre d'exécution dans la plus grande pièce.

objective_deathrow_designatecell	Définir une cellule
objective_deathrow_designateexecution	Définir une chambre d'exécution

adviser_deathrow_roomrequirements1	Ces nouvelles pièces devront remplir certaines conditions pour devenir opérationnelles.
adviser_deathrow_roomrequirements2	La cellule doit comporter un lit et des toilettes.
adviser_deathrow_roomrequirements3	La chambre d'exécution doit comporter une chaise électrique.

objective_deathrow_cellobjects1	Installer un lit
objective_deathrow_cellobjects2	Installer des toilettes
objective_deathrow_executionobjects	Construire une chaise électrique

adviser_deathrow_optional1	Voilà pour l'essentiel. Mais vous pouvez encore ajouter quelques améliorations.
adviser_deathrow_optional2	C'est juste à vous de voir. Ce n'est pas du tout obligatoire. Ça dépend à quel point vous vous souciez de vos prisonniers et du milieu dans lequel ils vivent.
adviser_deathrow_optional3	Vous pourriez améliorer la cellule avec une fenêtre donnant sur le dehors et avec une petite étagère à livres.
adviser_deathrow_optional4	Et l'installation aurait bien meilleure allure avec un meilleur sol, comme du parquet ou de la mosaïque.
adviser_deathrow_optional5	Quant à l'extérieur, vous pourriez ajouter des lumières et un chemin pavé si vous pensez que c'est nécessaire.

adviser_deathrow_transfer05	Voici l'homme en question. Edward Romsey. C'était un professeur autrefois.
adviser_deathrow_transfer06	Ce n'est pas à nous de décider s'il mérite cette peine. La justice a pris sa décision. Nous ne sommes ici que pour faire un travail.
adviser_deathrow_transfer1	Quand vous estimerez que l'installation est prête, vous pourrez commencer le transfert du prisonnier jusqu'à sa nouvelle cellule.
adviser_deathrow_transfer2	Cliquez simplement sur le polaroïd de sa cellule pour commencer le transfert.

objective_deathrow_path	(OPTIONNEL) Construire un chemin vers le lieu d'exécution
objective_deathrow_window	(OPTIONNEL) Ajouter une fenêtre à la cellule
objective_deathrow_bookshelf	(OPTIONNEL) Ajouter une étagère à livres dans la cellule
objective_deathrow_flooring	(OPTIONNEL) Refaire le sol avec de meilleurs revêtements
objective_deathrow_outerlights	(OPTIONNEL) Installer un éclairage près du bâtiment
objective_deathrow_transferinmate	Quand vous aurez terminé, commencez le transfert en cliquant sur le polaroïd dans la cellule d'Edward.

adviser_deathrow_setupmurder1	Ne vous laissez pas apitoyer par ce type. C'est un tueur de sang-froid. La justice l'a reconnu coupable.
adviser_deathrow_setupmurder2	Il a même avoué. Vous voulez savoir ce qu'il a dit ?
adviser_deathrow_setupmurder3	C'est du saignant. « C'était pas loin de 23 h. Les lumières étaient allumés. Je savais qu'elle était là... »
adviser_deathrow_postmurder1	Un tueur de sang-froid, comme je l'ai dit.
adviser_deathrow_postmurder2	C'est parfaitement clair à mon avis. Il mérite chaque volt qu'il va recevoir.
adviser_deathrow_postmurder3	Chaque homme mérite le pardon. Même lui. Pensez-vous vraiment avoir le droit de passer sur lui un tel verdict ?
adviser_deathrow_postmurder4	Une simple infidélité ne mérite pas d'être massacré.
adviser_deathrow_postmurder5	Et il y est allé avec une arme chargée, en sachant parfaitement qu'il les surprendrait tous les deux. C'est un double homicide avec préméditation.
adviser_deathrow_postmurder6	Il n'a rien fait d'autre que de coopérer avec les autorités. Cet état fait de lui un exemple.
adviser_deathrow_postmurder7	S'il avait fait la même chose 100 km plus au nord, il n'aurait reçu que la perpétuité. Comment pouvez-vous parler de justice ?
adviser_deathrow_postmurder8	Vous voulez vraiment qu'un type comme lui se promène en liberté ? Je dormirai beaucoup mieux quand je serai qu'il n'est plus là.


adviser_deathrowelectricity_1	Vous avez effectué du très bon travail jusqu'à présent.
adviser_deathrowelectricity_2	Mais il y a un problème. La chambre d'exécution n'est pas fonctionnelle, il n'y a pas de courant.
adviser_deathrowelectricity_3	Il faut la raccorder au réseau électrique.

adviser_deathrowelectricityb_1	La prison est maintenant affichée en mode Services. Nous pouvons voir le réseau électrique de toute la prison.
adviser_deathrowelectricityb_2	Chaque bâtiment de la prison est relié au réseau électrique par ces gros câbles souterrains.
adviser_deathrowelectricityb_3	Le courant de la prison provient de ce poste électrique. Il est directement relié au réseau national.
adviser_deathrowelectricityb_4	Comme vous pouvez le constater, c'est toute cette aile qui n'est pas alimentée. Toutes les lumières sont éteintes.
adviser_deathrowelectricityb_4b	Pour résoudre ce problème, passons tout d'abord en mode Services pour comprendre pourquoi les lumières ne sont pas alimentées.
adviser_deathrowelectricityb_5	Les câbles électriques les plus proches sont trop éloignés. Nos ingénieurs ne peuvent pas terminer le câblage de ce secteur.
adviser_deathrowelectricityb_6	Prolongez les câbles électriques pour alimenter cette aile de la prison.

objective_deathrow_cellpower	Raccorder les pièces au réseau électrique

adviser_deathrow_connectchair_1	Les lumières ne sont pas les seules à avoir besoin d'électricité. Votre nouvelle chaise électrique également.
adviser_deathrow_connectchair_2	Servez-vous de câbles électriques pour raccorder le lieu d'exécution au réseau.
adviser_deathrow_connectchair_3	La chaise électrique est un type spécial d'objet électrique. Elle nécessite sa propre ligne électrique. Vous devriez la raccorder directement au réseau avec des câbles.

objective_deathrow_chairpower	Raccorder la chaise électrique au réseau
objective_deathrow_condemnedcellpower	Raccorder la cellule au réseau

adviser_deathrow_testchair_1	On y est presque, je pense. Il vaudrait quand même mieux tester la nouvelle chambre d'exécution au moins une fois avant de l'utiliser.
adviser_deathrow_testchair_2	Je vais simplement mettre le courant pendant quelques secondes. Vérifiez si tout va bien.
adviser_deathrow_testchair_3	Eh bien ! Ça n'a pas marché ! Je pense qu'on a tiré trop de courant et qu'on a fait disjoncter le poste. Toute la prison est dans le noir.
adviser_deathrow_testchair_4	Il va nous falloir plus de puissance pour générer le pic de courant demandé par la chaise.
adviser_deathrow_testchair_5	Il faut tout d'abord rétablir l'électricité. On va faire ça en deux étapes :
adviser_deathrow_testchair_5b	Rallumez le poste électrique en cliquant dessus et en sélectionnant Activer dans le menu qui s'affiche.
adviser_deathrow_testchair_6	Puis construisez trois condensateurs de plus pour donner assez de courant à la chaise électrique.
adviser_deathrow_testchair_7	Pour finir, testez une nouvelle fois la chaise électrique en cliquant dessus et en sélectionnant Activer dans le menu qui s'affiche.

objective_deathrow_poweron	Rallumer le poste électrique (cliquer dessus, puis sélectionner Activer dans le menu)
objective_deathrow_expandpower	Développer le poste électrique avec trois nouveaux condensateurs
objective_deathrow_chairworking	Tester à nouveau la chaise électrique (cliquer dessus, puis sélectionner Activer dans le menu)

adviser_deathrow_execution_1	Bon travail. Je crois que nous en avons terminé.
adviser_deathrow_execution_2	Ce qui va se passer à présent n'est pas de notre ressort. Nous avons fait notre travail, et c'est tout ce qui compte.
adviser_deathrow_execution_3	Essayez de ne pas trop penser à ce qui va survenir.

adviser_deathrow_setupexecution1	Il est temps, Edward.
adviser_deathrow_setupexecution2	Vous avez fait ce qu'il y avait à faire. Même si ce monde ne vous accordera pas le pardon.
adviser_deathrow_setupexecution3	Vous serez bientôt avec dieu, et c'est lui qui prononcera sur vous le jugement final.

adviser_deathrow_setupexecution4	Edward Romsey. Vous avez été reconnu coupable d'un double homicide au premier degré.
adviser_deathrow_setupexecution5	La sentence est la mort.
adviser_deathrow_setupexecution6	Avez-vous quelque chose à déclarer ?
adviser_deathrow_setupexecution7	Susan...
adviser_deathrow_setupexecution8	Je suis désolé.

# =============================================================================
# Expense popups
# =============================================================================

finance_cost_prisonsale	Vente de la prison précédente
finance_cost_equiptazer	Équipement : taser
finance_cost_equipbodyarmour	Équipement : gilet tactique
finance_cost_exports	Exportations
finance_cost_foundations	Fondations de bâtiment
finance_cost_cashflow	Flux de trésorerie
finance_cost_bankloan	Emprunt bancaire
finance_cost_bankloan_repayment	Remboursement d'emprunt
finance_cost_sharesale	Vente de parts
finance_cost_sharepurchase	Achat de parts
finance_cost_grantadvance	Acompte de subventions
finance_cost_grantcompletion	Achèvement de subventions
finance_cost_reformprogram	Session de réhabilitation
finance_cost_repair	Réparations
finance_cost_sellobject	Vente d'article
finance_cost_landpurchase	Achat de terrain
finance_cost_prisonerintake	Admission des prisonniers
finance_cost_grantcancellation	Coûts d'annulation
finance_cost_grantrefund	- Remboursement : *X
finance_cost_grantfine	- Amende : *X
finance_cost_executionfine	Amende d'exécution impropre
finance_cost_executioncompensation	Rémunération d'exécution
finance_cost_shopintake	Revenus du magasin
finance_cost_prisonerwages	Salaires des prisonniers
finance_cost_fine	Amende
finance_cost_shopcommission	Commission sur les ventes du magasin


# =============================================================================
# Clock
# =============================================================================

clock_speed_0	||
clock_speed_1	>
clock_speed_2	>>
clock_speed_5	>>>
clock_speed_10	>>>>
clock_speed_half	...
clock_add_hour	+
clock_am	MATIN
clock_pm	APRÈS-MIDI

# =============================================================================
# Events
# =============================================================================

event_powerstationfire	Une surtension a surchargé notre poste électrique et il a pris feu !
event_powerstationfire_x	Une surtension a créé une surcharge catastrophique du poste électrique et il a explosé !
event_powerstationfirelarge	Une surtension a surchargé notre poste électrique et il a pris feu !
event_powerstationfirelarge_x	Une surtension a créé une surcharge catastrophique du poste électrique et il a explosé !
event_kitchenfire	Un feu s'est déclaré à la cuisine !
event_waterpipeburst	Un tuyau a lâché et inonde le secteur. Réparez-le avant qu'il ne fasse trop de dégâts.
event_bulkintake	Un désastre a rendu inhabitable une section tout entière d'une prison proche. Il n'y a pas d'autre établissement par ici et nous n’avons pas d’autre choix que de transférer ces détenus dans votre prison. Ils arriveront bientôt.
event_workshopaccident	Il y a eu un accident à l'atelier et un prisonnier est gravement blessé. On ne peut pas le déplacer ! Envoyez un docteur, vite !
event_subsidence	Un tassement de terrain a démoli une partie du mur extérieur. Remédiez immédiatement à la situation.
event_earthquake	Un tremblement de terre a fait s'écrouler une partie de la prison.
event_virus	Une épidémie semble s'être déclenchée. Il serait bon d'identifier les malades et de les mettre en quarantaine pour empêcher qu'elle se répande.
event_virus_x	Une épidémie semble s'être déclenchée, et les symptômes ont l'air graves. Mettez les malades en quarantaine et soignez-les avant qu'elle ne se répande trop.
event_treefire	La jardinerie a pris feu !
event_foodpoisoning	On nous a rapporté des cas d'intoxication alimentaire parmi les prisonniers. La nourriture de la cuisine a dû être gâtée. Malheureusement pour les malades, il n'y a pas grand-chose d'autre à faire que d'attendre que ça passe.
event_cilistleak	Nous ne savons pas comment, mais l'identité de deux de nos informateurs confidentiels a filtré. Si nous ne les mettons pas en sécurité immédiatement, ils pourraient courir un grave danger.
event_keysersoze	Une affaire de gangs très médiatisée a impliqué l'un de nos prisonniers de sécurité minimum comme un chef de gang de haut rang. Il avait réussi à rester incognito jusqu'ici, mais aujourd'hui, tout le monde sait qui il est...
event_preacherconversion	L'un de nos prisonniers les plus charismatiques est devenu évangéliste, et est en train de convaincre d'autres du bien-fondé de son mode de pensée. Ça n'est pas un problème en soi, mais nos prisonniers auront des besoins spirituels plus importants.

event_massassassination_1	L'identité de plusieurs témoins dans une affaire fédérale est maintenant connue, et certains d'entre eux sont détenus dans votre prison.
event_massassassination_2	On a besoin d'eux en vie, mais il y a des contrats sur leurs têtes. Identifiez-les parmi vos prisonniers, et faites en sorte qu'ils restent en un seul morceau jusqu'au jour de la comparution.
event_massassassination_3_x	Nous avons été informés très tard et vous n'avez pas beaucoup de temps avant qu'ils soient éliminés.

event_tvremovaldemand_1	Les médias ont lancé une campagne au sujet des aménagements octroyés aux prisonniers, et mon administration est dans leur ligne de mire.
event_tvremovaldemand_2	J'ai fait passer une ordonnance qui interdit toutes les télévisions dans les zones communes de prisons. Supprimez donc toutes les télévisions des salles communes ou vous recevrez une amende. Vous avez 6 heures.
event_tvremovaldemand_fine	Vous n'avez pas supprimé toutes les télévisions des salles communes, ce qui est pourtant requis par la loi. Vous avez reçu une amende et continuerez à en recevoir jusqu'à ce que vous obtempériez.
event_tvremovaldemand_complete	Les médias sont passés à autre chose et l'ordonnance interdisant les télévisions dans les zones communes a été révoquée. Vous pouvez les réinstaller si vous le souhaitez.

event_weightsremovaldemand_1	Les médias ont lancé une campagne dénonçant tout ce dont profitaient les prisonniers, et je me retrouve sous les feux des projecteurs.
event_weightsremovaldemand_2	J'ai fait passer une ordonnance qui interdit le matériel d'entraînement dans les cours de prisons. Supprimez donc tous les bancs de musculation des cours ou vous recevrez une amende. Vous avez 6 heures.
event_weightsremovaldemand_fine	Vous n'avez pas supprimé tous les bancs de musculation des cours, ce qui est pourtant requis par la loi. Vous avez reçu une amende et continuerez à en recevoir jusqu'à ce que vous obtempériez.
event_weightsremovaldemand_complete	Les médias sont passés à autre chose et l'ordonnance interdisant les bancs de musculation dans les zones communes a été révoquée. Vous pouvez les réinstaller si vous le souhaitez.

event_lessfooddemand_1	Le conseil a décidé d'expérimenter différentes mesures d'économies dans ses établissements, et le vôtre est bien sûr concerné.
event_lessfooddemand_2	Nous devons réduire la taille et la variété de nos repas sur faible pour voir l'effet produit sur nos budgets.
event_lessfooddemand_fine	Comme vous n'avez pas appliqué la politique nutritionnelle voulue, c'est dans votre poche que nous allons prendre les économies qu'elle aurait permises. Et nous continuerons tant que vous ne faites pas ce qui vous est demandé.
event_lessfooddemand_complete	L'expérience sur les coûts en nourriture est maintenant terminée et les résultats sont peu probants. Vous pouvez à nouveau choisir votre propre politique nutritionnelle.

event_removevisitationdemand_1	Un incident survenu dans un autre établissement a mis en évidence certaines failles de sécurité lors des visites des familles aux prisonniers.
event_removevisitationdemand_2	Toutes les visites doivent être interrompues le temps de l'enquête de sécurité. Vous avez 12 heures pour supprimer tous les parloirs de votre prison.
event_removevisitationdemand_fine	Vous n'avez pas supprimé tous vos parloirs de votre prison, en dépit des problèmes de sécurité actuels. Vous avez reçu une amende et continuerez à en recevoir jusqu'à ce que vous obtempériez.
event_removevisitationdemand_complete	Notre enquête de sécurité est terminée, et vous pouvez à nouveau installer des parloirs dans votre prison si vous le souhaitez.

event_lessworkdemand_1	On m'a dit que les prisonniers n'étaient pas du tout satisfaits de toutes leurs heures de travail. Et ils comptent bien causer du grabuge si ça ne s'améliore pas.
event_lessworkdemand_2	Un gardien a entendu dire que s'ils doivent travailler plus de 2 heures, ils vont « démolir cet endroit ».
event_lessworkdemand_ignore	On dirait bien que les prisonniers ont laissé tomber et qu'ils se sont calmés. Ils pensent toujours qu'ils ont trop d'heures, mais au moins ils ont remarqué qui commande.
event_lessworkdemand_complete	Les prisonniers se sont calmés à propos de leurs heures de travail. Je pense qu'ils considèrent un peu ces derniers jours comme des vacances. On peut leur redonner des heures de travail normales.

event_moresleepdemand_1	Les prisonniers se plaignent de ne pas avoir assez d'heures de sommeil. Ce problème les excède vraiment.
event_moresleepdemand_2	Ils disent que s'ils n'ont pas au moins 7 heures de sommeil par nuit, ils vont causer du grabuge.
event_moresleepdemand_ignore	On dirait bien que les prisonniers ont laissé tomber leurs plaintes sur les heures de sommeil. Ils devaient être trop fatigués.
event_moresleepdemand_complete	Les prisonniers ne semblent plus être si attachés à leur bonne nuit de repos. Vous pouvez à nouveau modifier leurs horaires de sommeil librement si vous le souhaitez.

event_morefreetimedemand_1	Les prisonniers ne sont pas satisfaits de leur durée de temps libre pendant la journée.
event_morefreetimedemand_2	Les gardiens ont entendu dire que si les choses ne s'améliorent pas bientôt, les prisonniers vont commencer à faire du dégât.
event_morefreetimedemand_ignore	Les prisonniers se sont calmés et ont cessé de faire du grabuge à propos de leur manque de temps libre. Ils ont peut-être réalisé qu'ils en auraient encore moins s'ils se retrouvaient constamment en isolement.
event_morefreetimedemand_complete	Les prisonniers ont profité de longs temps libres suffisamment longtemps. Vous pouvez leur donner les temps libres que vous souhaitez à présent.

event_contrabandsurge_complete	Nous avons découvert que l'un des professeurs que nous faisons venir pour les prisonniers faisait passer d'énormes quantités d'articles de contrebande. Il a été renvoyé, mais les dégâts sont faits.
event_corruptingspiritualist_complete	L'un des chefs spirituels que nous faisons venir dans le cadre de nos programmes religieux enflamme les prisonniers avec des paroles de haine. Il a été renvoyé, mais il faudra du temps aux prisonniers pour se calmer.

event_agitatingradio_1	D'après certains de nos gardes, un nouveau présentateur radio que les prisonniers écoutent beaucoup enflamme les prisonniers.
event_agitatingradio_2	Il serait peut-être bon d'enlever les radios pour le moment, pour qu'ils ne prennent pas ses paroles sérieusement.
event_agitatingradio_complete	Ce présentateur radio semble avoir été renvoyé après de nombreuses plaintes. Il ne devrait plus y avoir de problème avec les radios dans la prison.

# =============================================================================
# Events Objectives (shown in todo list)
# =============================================================================

objective_bulkintake	Prisonniers arrivant
objective_tvremovaldemand	Supprimer les télévisions des salles communes
objective_tvremovaldemand_child	S'assurer qu'il n'y ait pas de télévision dans les salles communes
objective_weightsremovaldemand	Supprimer les bancs de musculation des cours
objective_weightsremovaldemand_child	S'assurer qu'il n'y ait pas de banc dans les cours
objective_lessfooddemand	Réduire la quantité et la variété des repas sur faible
objective_lessfooddemand_child	Modifier les politiques de repas des prisonniers sur faible quantité et sur faible variété
objective_removevisitationdemand	Supprimer tous les parloirs
objective_removevisitationdemand_child	S'assurer qu'il n'y ait pas de parloir dans la prison tant que l'enquête de sécurité n'est pas terminée
objective_virus	Propagation de virus
objective_virus_child	Prisonniers contaminés :
objective_massassassination	Témoin fédéral\nDate de comparution
objective_massassassination_child	Témoins survivants :
objective_lessworkdemand	Les prisonniers demandent moins de travail
objective_lessworkdemand_child	Réduire le travail à 2 heures par jour ou moins
objective_moresleepdemand	Permettre plus de sommeil aux prisonniers
objective_moresleepdemand_child	Augmenter la durée de sommeil à au moins 7 heures par jour
objective_morefreetimedemand	Donner plus de temps libre aux prisonniers
objective_morefreetimedemand_child	Augmenter la durée de temps libre à au moins 6 heures par jour
objective_agitatingradio	Émissions de radios de propagande
objective_agitatingradio_child	Des émissions de radio actuelles enflamment les prisonniers...

# =============================================================================
# Custom warden strings
# =============================================================================

warden_default_name	Le directeur
warden_default_desc	L'individu le plus équilibré de la planète. Il fait juste son travail. Les gens l'appellent simplement le directeur.
warden_lobbyist_name	Le lobbyiste
warden_lobbyist_desc	Le lobbyiste a des amis haut placés et tente toujours de ne recevoir que les prisonniers les plus dociles.\n\n - Réduit de moitié les chances de recevoir des prisonniers violents, instables, mortels ou bagarreurs.
warden_lobbyist_desc_short	- Réduit de moitié les chances de recevoir des prisonniers violents, instables, mortels ou bagarreurs.
warden_fear_name	Rita
warden_fear_desc	Terrible et impitoyable, c'est par la peur que Rita dirige sa prison. Les rumeurs disant qu'elle porte un fouet sont peut-être exagérées.\n\n - Réduit de moitié les chances de recevoir des prisonniers stoïques ou impavides.\n - Les prisonniers sont matés deux fois plus vite.
warden_fear_desc_short	- Réduit de moitié les chances de recevoir des prisonniers stoïques ou impavides.\n - Les prisonniers sont matés deux fois plus vite.
warden_tunnels_name	J.W. Periwinkle
warden_tunnels_desc	Le gardien Periwinkle dit qu'il était soldat du génie pendant la guerre. Il n'ajoute jamais laquelle, mais il semble vraiment tout connaître des tunnels.\n\n - Les chiens des gardiens ont 50% de chances de totalement mettre à jour tout tunnel qu'ils détectent.
warden_tunnels_desc_short	- Les chiens des gardiens ont 50% de chances de totalement mettre à jour tout tunnel qu'ils détectent.
warden_calming_name	Le pacificateur
warden_calming_desc	Le pacificateur a l'inhabituel talent de pouvoir calmer les plus violents détenus. Se trouver dans la même pièce que lui suffit à rendre les gens dociles et conciliants.\n\n - Réduit la tension globale dans votre prison, rendant ainsi tout grabuge moins probable.
warden_calming_desc_short	- Réduit la tension globale dans votre prison, rendant ainsi tout grabuge moins probable.
warden_contraband_name	Saphara Acknova
warden_contraband_desc	Saphara Acknova a une réputation et un dossier sans tâche. Mais en coulisses, transactions douteuses et offres sous le manteau sont pour elle monnaie courante.\n\n - Rapporte une petite part de la valeur de revente de chaque article de contrebande découvert.\n - Tout prisonnier surpris avec de la contrebande devra payer une amende de ses économies.
warden_contraband_desc_short	- Rapporte une petite part de la valeur de revente de chaque article de contrebande découvert.\n - Tout prisonnier surpris avec de la contrebande devra payer une amende de ses économies.
buildtoolbar_wardenlobbyist	Le lobbyiste
buildtoolbar_tooltip_wardenlobbyist	Ayez des prisonniers moins violents dans votre prison
interfacetopbar_tension_calmingwarden	- votre directeur a un effet calmant sur les prisonniers
warden_consultingfee	Frais de consultation

# =============================================================================
# Crime names
# =============================================================================

crime_bribery	Corruption
crime_aggravatedburglary	Cambriolage aggravé
crime_burglary	Cambriolage
crime_arson	Incendie volontaire
crime_criminaldamage	Dégâts criminels
crime_vandalism	Vandalisme
crime_possession	Possession
